,시나리오 넘버,대사 넘버,배경,캐릭터,표정,대사,번역,
,73,54,어둠의 봉인지,주인공,,"다음 순간, 고대신룡은 한마디를 남기며 다크나이트에게 덤벼들었다.","The next moment, God dragon attacked Dark knight with a word.",
,73,55,어둠의 봉인지,고대신룡,변신,네 주인은 그래선 안됐어.,Your master shouldn't have done that.,
,,,,퀘스트,,"다크나이트를 무찌르자.
(어둠의 봉인지에 퀘스트 표시)(실화전투, 능력치 30%로 하향)",Defeat Dark knight.,
,74,1,어둠의 봉인지,고대신룡,변신,빛의 자손으로서 난 수없이 많은 어둠과 싸워왔지. 강력한 적도 있었고 나약한 아군도 있었다. 하지만 비겁한 녀석은 용서 못해!,"As a descendant of light, I have fought countless darkness. There were strong enemies and weak allies. But I can't forgive a coward!",
,74,2,어둠의 봉인지,다크나이트,,그렇다면 우리는 어떤 선택을 해야 했던 거냐.,Then what choice did we have to make?,
,74,3,어둠의 봉인지,고대신룡,변신,최선의 선택을 했어야 했다!,You should have made the best choice!,
,74,4,어둠의 봉인지,다크나이트,,그러니까 그게 뭐냔 말이다!,So what is that?,
,74,5,어둠의 봉인지,주인공,,노성과 함께 다크나이트가 고대신룡에게 달려들었다.,"With an angry voice, Dark knight rushed to God dragon.",
,74,6,어둠의 봉인지,다크나이트,,카데스와 그 군단은 너무나 강대했다! 이런 아르하 따위는 순식간에 집어삼키고 파괴했겠지! 그래서 시렐라님은 빌었다!,Kades and the legions were so powerful! They would have destroyed Archa in no time! So Sirella begged!,74-0으로 되돌아감
,74,7,어둠의 봉인지,고대신룡,변신,그 목숨 하나 살려달라고 빈거냐!,So you asked for your life!,
,74,8,어둠의 봉인지,다크나이트,,아르하를 구해달라고 빌었다! 파멸시킬 다른 모든 세상을 앞장서서 찾을테니 아르하만큼은 봐달라고!,"I begged him to save Archa! I will take the lead in finding all the other worlds to destroy, except Archa!",
,74,9,어둠의 봉인지,주인공,,다크나이트가 뿜어낸 새카만 화염이 고대신룡의 온 몸을 휘감았다. 하지만 고대신룡은 끄떡도 없이 검은 화염을 맞받아치며 환한 빛을 발했다!,"Dark knight's flames encircled the entire body of God dragon. However, God dragon shone brightly as it met the black flames!",
,74,10,어둠의 봉인지,다크나이트,,"카데스의 검은 마력으로 그분은 변했다, '현실적으로'! 일단 지금만 아니면 된다! 배신을 해도 되고 힘을 키워도 되니 지금만 파멸을 피하면 된다고!","She has changed 'realistically' with Kades's black mana. We can betray or increase power, so now we have to avoid destruction!",
,74,11,어둠의 봉인지,고대신룡,변신,그리고 쉴라 여신에게도 부탁했겠지! 같이 굴복하자고! 하지만 쉴라 여신은 그걸 거부했고 너희는 배신감에 지금 여신을 잡아 죽이려는거 아니냐!,And you would have asked the goddess Shilla! Let's surrender together! But the goddess Shilla refused to do that and now you're trying to kill her because you feel betrayed!,
,74,12,어둠의 봉인지,렉스톤,변신,"으앗, 조심해!","Oh, watch out!",
,74,13,불의 봉인지,주인공,,"거친 몸싸움을 하던 두 드래곤은 봉인지 밖으로 떨어졌다. 지금이 기회다, 우리도 고대신룡에게 가세해야 했다!","While fighting hard, the two dragons fell outside the land. Now is the time, we had to join God dragon!",
,,,,퀘스트,,"다크나이트를 무찌르자.
(어둠의 봉인지에 퀘스트 표시)(실화전투, 능력치 30%로 하향)",Defeat Dark knight again.,74-0으로 되돌아감
,75,1,아르하 월드,다크나이트,,"그렇다면 너희들은 왜 우릴 외면한 거냐! 아르하가 파멸할 때, 빛의 자손인 넌 대체 뭘 하고 있었던거냐!",Then why did you guys turn away from us! What the hell were you doing when Archa went to ruin?,
,75,2,아르하 월드,주인공,,그건 너희들의 잘못이야.,It's your fault.,
,75,3,아르하 월드,주인공,,다크나이트의 외침에 내가 대답했다. 순간 모든 드래곤들의 시선이 내게 쏠렸다. 부담이 됐다.,"I replied to the cry of Dark knight. At the moment, all the dragon's eyes fell on me. It was a burden.",로비로 튕
,75,4,아르하 월드,다크나이트,,입 잘 놀려라. 난 지금 아주 화가 났으니.,Watch your language. Cause I'm very angry right now.,
,75,5,아르하 월드,주인공,,네 여신인 시렐라...... 아스타로트는 지금 막장이야. 유타칸에 와서 뭘 한 줄 알아?,"Sirella, your goddess... Astaroth is a mess right now. Do you know what she did in Utahkhan?",
,75,6,아르하 월드,다크나이트,,"그래서, 그게 불만인 거냐? 살기 위한 발버둥을?","So, Do you think that is bad? Struggling to live?",
,75,7,아르하 월드,주인공,,"아니, 반대로 아무런 발버둥도 치지 않았어. 아르하를 구하고 싶다는 한 조각 안타까움조차 느껴지지 않았지. 그냥 나쁜 놈, 악당이었어.","No, on the contrary, nobody struggle. I didn't feel sorry for a piece of it that she wanted to save Archa. It was just a villain.",
,75,8,아르하 월드,다크나이트,,무슨 말이냐.,What do you mean?,
,75,9,아르하 월드,주인공,,내가 대답하려 하자 솔라가 나섰다. 안그래도 눈초리가 무시무시한게 겁이 나기 직전이었는데 겨우 살았다.,Solar came up when I tried to answer. It was a relief to me that his eyes were scary.,
,75,10,아르하 월드,솔라,,시렐라님은 그곳에서...... 뭘 했지?,There Sirella was ... What did she do?,
,75,11,아르하 월드,다크나이트,,하! 내 입으로 듣고 싶은 거냐? 카데스를 위해 유타칸을 파멸......,Ha! Do you want to hear it with my mouth? Destroy Utahkhan for Kades...,
,75,12,아르하 월드,솔라,,"빛의 상징인 고대신룡을 직접 봐놓고도, 카데스를 위해 일할 것만 생각하셨다는 거냐?","Do you mean she only think of working for Kades although she saw God dragon, the symbol of light?",
,75,13,아르하 월드,주인공,,다크나이트의 움직임이 멈췄다.,The movement of Dark knight has stopped.,
,75,14,아르하 월드,솔라,,"그분은 아직 카데스의 손길이 닿지 않은 평화로운 유타칸과, 이 막강한 테이머들을 봐놓고도 침략밖에 생각하지 않으신거냐?","Did she only think of invasion, despite seeing these powerful tamers and the peaceful Utahkhan?",
,75,15,아르하 월드,다크나이트,,......,...,
,75,16,아르하 월드,솔라,,"너희들은 대체 뭘 한거냐? 우리가 봉인되고, 시렐라님이 그렇게 망가질때까지 어디서 뭘 한거냐 대체?",What the hell did you guys do? What did you do it until we were sealed and Sirella was so corrupted?,
,75,17,아르하 월드,주인공,,뒤에 있던 포폰이 결국 눈물을 흘렸다. 제피로스도 우울한 눈빛으로 다크나이트를 바라보고 있었다.,Popon in the back finally wept. Zephyros was also looking at Dark knight with gloomy eyes.,
,75,18,아르하 월드,솔라,,"유타칸은 드래곤과 교감하는 인간인 '테이머'가 있다. 이들은 힘을 합쳐서 다크베인도, 헬카이저도 쓰러뜨렸지. 우리로선 할 수 없었던 일이다.","Utahkhan has tamer, a human being who communicates with the dragon. They knocked down Dark vein and Hell kaiser, together. It was something we couldn't do.",
,75,19,아르하 월드,다크나이트,,......,...,
,75,20,아르하 월드,솔라,,시렐라님은 이미 그런 이들을 알아보지 못할 정도로 눈이 흐려지신 거냐? 그리고 그동안 너희들은 대체 옆에서 뭘 한거냐?,"Has goddess been so blinded that she hasn't noticed them yet? And in the meantime, what have you guys been doing next to her?",
,75,21,아르하 월드,주인공,,솔라는 크게 호통쳤다.,Solar shouted.,
,75,22,아르하 월드,솔라,,아르하가 망해도 여신을 수호해야 하는게 우리의 의무다! 너희는 그것조차 저버리고......!,It is our duty to protect the goddess even if Archa falls! You abandoned it ......!,
,75,23,아르하 월드,주인공,,"그 순간, 하늘에서 검은 그림자가 우릴 덮쳤다!","At that moment, a black shadow came upon us from the sky!",
,,,,퀘스트,,"전투 준비!
(어둠의 봉인지에 퀘스트 표시)",Get ready to battle!,
