,시나리오 넘버,대사 넘버,배경,캐릭터,표정,대사,번역,
,58,3,아르하 월드,솔라,,"그 둘은 균형을 이루며 순환하고 있었다. 하지만 어느 순간, 아모르 님은 창조를 멈췄고 카데스의 파괴는 더욱 가속화 되었지.","The two were circulating in balance. But at one point, Amorru stopped creating and the destruction of Kades was accelerated.",
,58,4,아르하 월드,주인공,,솔라는 잠시 말을 멈추고 심호흡을 했다. 분노를 참기 위함이었을 것이다.,Solar paused and took a deep breath. Perhaps it was intended to suppress anger.,
,58,5,아르하 월드,솔라,,원래 파괴도 필요하다. 탄생과의 순환이 이루어져야 하지. 하지만 이건 탄생을 위한 파괴가 아니었다. 그저 파멸일 뿐이었지.,It also needs destruction. There has to be a cycle of birth. But it was not a destruction for birth. It was just a wreck.,
,58,6,아르하 월드,포폰,,아르하는 아직 살아있는 세상이야. 하지만 파괴한답시고 갑자기 쳐들어왔지. 나쁜 놈들...,Archa is a world still alive. But they broke in trying to destroy it.,
,58,7,아르하 월드,주인공,,아르하도 원래 유타칸같이 아름다운 곳이라고 들었다. 하지만 지금의 모습은 확실히 파멸의 일보 직전이었다.,Archa was beautiful like Utahkhan. But the current look was definitely on the verge of ruin.,
,58,8,아르하 월드,솔라,,"그러니 여신님을 찾아야 한다. 카데스와의 전쟁에서 사라지신 줄 알았는데, 그게 아니었어. 여신님만 계시면 무언가 방법을 찾을 수 있다.",So we have to find the goddess. I thought she disappeared during the war with Kades. It wasn't. With the goddess we can find a way.,
,,,,퀘스트,,"불의 봉인지를 탐험하며 여신의 흔적을 찾아보자. (0/5)
(불의 봉인지에 퀘스트 표시)",Search the land of fire and find trace of goddess.,
,59,1,아르하 월드,주인공,,"아, 혹시 빛의 신의 첫 번째 자손이라더니... 니가 빛의 신 아모르의 첫 번째 자손인거야?","Ah, I heard you were the first descendant of the god of Light ... Are you the first son of Amorru?",
,59,2,아르하 월드,고대신룡,변신,이제 알았냐? 일단 표현은 자손이라고 하지만 정확히는 대행자에 가깝지. 빛의 의지로 세상을 수호하는 역할을 하고 있다.,"First of all, expression is called descendant, but it is more like an agent. I serve as a protector of the world by the will of light.",
,59,3,아르하 월드,솔라,,다른 세상에서도 고대신룡의 이름은 유명하다. 아모르님을 언급할 때 빠질 수 없는 존재니.,His name is also famous in other world. He can't be left out when they refers to Amorru.,
,59,4,아르하 월드,주인공,,어... 고대신룡... 님?,Uh... Sir. God dragon?,
,59,5,아르하 월드,고대신룡,변신,푸하하하! 재밌네.,Hahaha! That's funny.,
,,,,퀘스트,,"땅의 봉인지를 탐험하며 여신의 흔적을 찾아보자. (0/5)
(땅의 봉인지에 퀘스트 표시)",Search the land of earth and find trace of goddess.,
,60,1,아르하 월드,고대신룡,변신,그러고 보니 여신님의 이름은 어떻게 되시지?,"So, what's the name of the goddess?",
,60,2,아르하 월드,포폰,,쉴라님이셔. 탄생의 여신 쉴라님. 그런데 본인 이름을 별로 좋아하진 않으셔서 대부분 그냥 '여신님'이라고 불러.,"Shilla. The goddess of birth, Shilla. But she doesn't like her name very much, and most of the time everyone just calls her ""Goddess"".",Shilla
,60,3,아르하 월드,고대신룡,변신,응? 왜 이름을 안 좋아하시는 거지?,Huh? Why doesn't she like her name?,
,60,4,아르하 월드,포폰,,그게...... '어감이 사납다'라고......,It's... it sounds so wild...,
,60,5,아르하 월드,주인공,,새삼 레오나님과 루나님이 생각났다. 여기 계신 여신님도 보통 분은 아닌 것 같다.,It remind me Leona and Luna.I don't think the goddess here is an ordinary.,"Leona
Luna"
,,,,퀘스트,,"어둠의 봉인지를 탐험하며 여신의 흔적을 찾아보자. (0/5)
(어둠의 봉인지에 퀘스트 표시)",Search the land of dark and find trace of goddess.,
,61,1,아르하 월드,렉스톤,변신,아무것도 없잖아! 정말 단서가 있긴 있는거야?,Nothing here! Is there really a clue here?,
,61,2,아르하 월드,주인공,,"아, 그러고보니 렉스톤의 고향인 꿈의 세계도 또 다른 세상인거죠?","Oh, come to think of it, Rexton's hometown, the world of dreams, is another world, right?",
,61,3,아르하 월드,솔라,,엄밀히 말하자면 조금은 다르다. ,"To be precise, it is a little different.",
,61,4,아르하 월드,렉스톤,변신,아까부터 갑자기 왜 계속 강의를 하고 있는거야! 빨리 여신의 흔적이나 찾자고!,Why have you been giving lectures? Let's find traces of a goddess quickly!,
,61,5,아르하 월드,주인공,,어떻게 다른거죠?,How are they different?,
,61,6,아르하 월드,솔라,,"빛과 어둠이 뒤섞인 미지의 세계다. 정확한 건 알 수 없어. 다만 아모르님이 만든 것도 아니고, 크레바스라는 지배자가 있었지.","It is an unknown world where light and darkness are mixed. I don't know it exactly. It wasn't just made by the Amorru, it has a ruler named Crevasse.",
,61,7,아르하 월드,주인공,,빛의 신이 만든 게 아니라면...... 크레바스가 만든 건가요?,Unless made by the god of light ...... Was it made by Crevasse?,Crevasse
,61,8,아르하 월드,솔라,,그조차도 알 수 없다. 아모르님이나 카데스라면 알지도 모르지.,I don't even know that. Amorru or Kades might know about it,
,,,,퀘스트,,"물의 봉인지를 탐험하며 여신의 흔적을 찾아보자. (0/5)
(물의 봉인지에 퀘스트 표시)",Search the land of water and find trace of goddess.,
,62,1,아르하 월드,솔라,,틀렸어. 아무것도 없어.,We are wrong. Nothing here.,
,62,2,아르하 월드,렉스톤,변신,집에 가자!,Let's go home!,
,62,3,아르하 월드,솔라,,이렇게 된 이상 다시 증명의 탑......,We may have to go to the tow...,
,62,4,아르하 월드,제피로스,,일단 꿈의 세계로 돌아가자. 봉인지는 아무런 흔적도 없었어. 그 지부장이란 인간의 지혜를 빌려야 할 것 같군.,Let's go back to the world of dreams. There is no sign at here. I think we should ask to manager.,
,62,5,아르하 월드,주인공,,그래야겠군요. 무의미하게 떠돌아다니는 것보다 좀 더 정확히 정보를 파악할 필요가 있어요.,"I guess so. We need to get more information, more accurately than just floating around aimlessly.",
,62,6,아르하 월드,솔라,,아니 그러지 말고 일단 저기 증명......,"Oh, come on, let's go to the tow...",
,62,7,아르하 월드,포폰,,렉스톤이 도망친다!,Rexton is running away! Catch him!!,
,62,8,아르하 월드,고대신룡,변신,"좋아, 잡았어!",I got him!,
,62,9,아르하 월드,제피로스,,놓치지 마! 그대로 꿈의 세계로 돌아간다!,Don't release him! We go back to the world of dreams!,
,,,,퀘스트,,"꿈의 세계로 돌아가자.
(아르하 월드맵에 있는 거대한 문에 퀘스트 표시)",Let's go back to the world of dreams.,
