,시나리오 넘버,대사 넘버,배경,캐릭터,표정,대사,번역
,21,16,빛의 봉인지,드래곤 슬레이어,,그림자 따위가 감히 내 앞을 막아서다니! 단숨에 찢어발겨주마!,I'll tear you apart! Get out of my sight!
,,,,퀘스트,26,헬카이저의 그림자를 물리쳐라\n(빛의 봉인지에 퀘스트 표시)\n(전투 퀘스트),Defeat shadow of Hell kaiser
,22,1,빛의 봉인지,주인공,,"헬카이저의 그림자에 최후의 일격을 먹이는 순간, 그림자는 가루가 되어 사라졌다.\n그와 동시에 석상에서 강렬한 빛이 났고, 그 안에는 어렴풋이 드래곤의 모습이 보였다.","As soon as Helchiser's shadow was finally struck, it became a powder and disappeared.\nAt the same time, there was a strong light coming from the stone, and there was a glimpse of the dragon inside."
,22,2,빛의 봉인지,렉스톤,,성공이다! 솔라의 봉인이 풀렸어!,We did it! seal of Solar is undone!
,22,3,빛의 봉인지,드래곤 슬레이어,,이런 그림자 때문에 갇혀 있었다고? 멍청하기 짝이 없는 놈이군.,Trapped in this shadow? What a dumb ass.
,22,4,빛의 봉인지,주인공,,"본인도 봉인당해있던 주제에 말은 잘한다.\n그때 렉스톤과 눈이 마주쳤고, 아마 똑같은 생각을 했을 것 같단 느낌이 들었다.","He has been sealed off, too.\nAt that time, Rexton and my eyes met, and I felt that he probably thought the same thing."
,22,5,빛의 봉인지,주인공,,눈부신 빛이 잦아들며 그 거대했던 석상도 사라졌다.\n그리고 그 자리에는 드래곤 한마리가 쓰러져 있었다.,The glare died down and the statue disappeared.\nAnd there was a dragon collapsed.
,22,6,빛의 봉인지,렉스톤,,솔라! 괜찮은거냐?,Solar! Are you okay?
,22,7,빛의 봉인지,솔라,,"윽, 렉스톤인가. 이게 무슨 일이지? 난 헬카이저와......","Ugh, it's Rexton. What's this about?"
,22,8,빛의 봉인지,렉스톤,,다행이군! 일단 겉보기론 무사해보여!,You look fine!
,22,9,빛의 봉인지,주인공,,괜찮으세요?,Are you okay?
,22,10,빛의 봉인지,솔라,,인간? 아직 인간이 남아 있었나?,Human? Are humans still around?
,22,11,빛의 봉인지,주인공,,솔라의 질문에 의문이 들었다.\n이게 무슨 말이지? 아르하에도 인간이 살고 있던건가?,"I was doubtful about Solar's question.\nWhat does it mean? Did humans live in Archa?"
,22,12,빛의 봉인지,렉스톤,,"아니다. 여기는 (주인공), 유타칸이라는 세계의 인간이다.","No, this is (주인공), come from Yutakan."
,22,13,빛의 봉인지,솔라,,그런가...... 우린 패배한건가.,Yeah ... Did we lose?
,22,14,빛의 봉인지,주인공,,아무래도 헬카이저와 싸울 당시의 기억을 가진채로 봉인당한 것 같다.\n체념한 솔라의 얼굴에는 근심이 가득했다.,I think he was sealed off with the memory of the fight with the Hell kaizer.\nSolar's face was filled with anxiety.
,22,15,빛의 봉인지,드래곤 슬레이어,,비리비리해 보이는게 영 약해보이는데.,He looks weak.
,22,16,빛의 봉인지,솔라,,"아, 인사를 잊었군. 봉인에서 풀어줘서 감사하다. 난 솔라......","Oh, I forgot to say thanks. Thank you for releasing me from the seal. I'm Solar ..."
,22,17,빛의 봉인지,드래곤 슬레이어,,관심없다 패배자.,"I don't care, loser."
,22,18,빛의 봉인지,주인공,,무례한 대답과 함께 드래곤 슬레이어는 어슬렁 어슬렁 신전 밖으로 향했다.\n아무리 그래도 초면에 지나친 태도가 아닌가 싶어 나까지 화가 났다.,"With a rude reply, Dragon slayer went out of the temple.\nEven I was upset."
,22,19,빛의 봉인지,렉스톤,,원래 저런 놈이다. 화 내기도 아까운 놈이니 그냥 참아.,"That's the way he is. It's a shame to get angry, so just hold on."
,22,20,빛의 봉인지,솔라,,괜찮다. 태도는 그렇다 쳐도 도움을 받은건 사실이니.\n게다가...... 강한 드래곤이군.,"It's okay. It is actually helped, though it is acting that way.\nPlus ... It's a strong dragon."
,22,21,빛의 봉인지,주인공,,네. 힘은 쌔죠. 힘만. 그보다 도움을 받고 싶은 일이 있습니다.,"Yes, it is strong only. I have something to do with your help."
,22,22,빛의 봉인지,솔라,,(주인공)...... 맞나 이 이름이? 무슨 일이지?,(주인공)... right? What's the matter?
,22,23,빛의 봉인지,주인공,,난 현재 우리가 처한 상황에 대해 설명했다.\n그리고 탑 밖에 있던 고대신룡의 상처를 보여줬다.,"I explained the current situation.\nAnd I showed the scars of the God dragon outside the tower."
,,,,퀘스트,27,고대신룡의 상처를 보여주자\n(빛의 봉인지에 퀘스트 표시),Show him God dragon.
,23,1,아르하 월드맵,솔라,,진짜 고대신룡이군. 살아서 그 모습을 정말로 볼 수 있을 줄이야.\n하지만 이 상처는...... 게다가 호흡도 멎었군.,"It's real God dragon. I never thought I would see it.\nBut this wound ...... besides, he stopped breathing."
,23,2,아르하 월드맵,주인공,,카데스의 부하인 G스컬에게 당했습니다.\n렉스톤이 아니었다면...... 이렇게 함께 데려오지도 못했겠죠.,He was hit by G-Skull of Kades.\nIf it wasn't for Rexton ... I couldn't have brought him with you. 
,23,3,아르하 월드맵,솔라,,최악의 상황이군. 유타칸이라는 세상의 기운과 이곳 아르하의 기운은 완전히 반대야.\n이대론 영혼까지 위험하다.,It's a terrible situation. The world's feeling of Yutakan and the energy under here is the complete opposite. Even the soul is in danger.
,23,4,아르하 월드맵,주인공,,그래서 당신의 도움이 필요합니다. 렉스톤에게 들었습니다.\n아르하의 수호룡이라면 이 아르하의 기운에 대해 어떻게 방법을 알고 있을거라고요.,"So we need your help. I heard from Rexton.\nArcha's guardian dragon would know how to do it."
,23,5,아르하 월드맵,주인공,,거기서 솔라는 고개를 가로저었다.\n그 명백한 부정의 의미에 난 땅이 꺼지는 절망을 느꼈다.,Solar shook his head.\nThe apparent meaning of the wrong struck me 
,23,6,아르하 월드맵,솔라,,원래 아르하의 기운이란 것은 이곳에 살아가는 모든 생명체에겐 공기와도 같은 것.\n반대로 우리가 유타칸에 간다면 이 꼴을 면치 못하겠지.,"Energy of Archa is essential to all creatures living here.\nOn the other hand, if we go to Yutakan, we'll be in this situation."
,23,7,아르하 월드맵,렉스톤,,"그래서, 그게 결국 무슨 말이지?","So, what does that mean?"
,23,8,아르하 월드맵,솔라,,유타칸의 생명체에게 이곳 아르하의 기운은 치명적인 독이다.\n그 독이 상처 곳곳에 너무 깊이 스며들어 있군.,"For Yutakan's creatures, the energy is a deadly poison.
\nThe poison is so ingrained in the wound."
,23,9,아르하 월드맵,렉스톤,,어...... 결국 치료하기 힘든 건가?,Uh ...... is it diffcult to cure him?
,23,10,아르하 월드맵,주인공,,솔라는 대답 대신 고개를 끄덕였다.\n난 다리에 힘이 풀려 그만 주저앉고 말았다.,Solar nodded instead of answering.\nMy legs became so weak that I collapsed.
,23,11,아르하 월드맵,솔라,,"이런, 놀라게 해버렸군. 포기하란 뜻이 아니다.\n힘들 뿐, 분명히 고대신룡을 구할 방법은 있다.","Oh, I don't mean to give up.\nIt's diffcult, but there is definitely a way to save God dragon."
,23,12,아르하 월드맵,드래곤 슬레이어,,조금만 천천히 얘기하지. 그 전에 얼른 죽여버리려고 했더니.,Why don't you speak more slowly. I tried to kill him before that.
,23,13,아르하 월드맵,주인공,,저쪽에서 등을 돌린 드래곤 슬레이어가 빈정거렸다.\n하지만 전혀 신경쓰이지 않았다. 솔라가 말한 방법만이 궁금했을 뿐이다.,"Dragon slayer turned its back over there, and it was fooling around.
\nBut I didn't care at all. I was just curious about what Solar said."
,23,14,아르하 월드맵,솔라,,"수호룡은 나를 포함해 총 6마리가 존재한다. 빛, 불, 물, 바람, 땅, 어둠의 수호룡이지.\n모든 수호룡의 힘을 모아 아르하의 기운을 추출해내면 고대신룡은 살 수 있다.","There are six of guadian, including me. Light, fire, water, wind, earth, and darkness.\nIf all the guardian dragon's energy is collected to extract the energy of Archa, God dragon can be saved."
,23,15,아르하 월드맵,렉스톤,,빨리 말하라고! 이녀석 이 버릇 아직도 못고쳤네!\n나도 처음에 아르하의 기운에 헐떡거릴 때 죽을 지도 모른다고 말한 놈이야!,"Talk quickly! He still hasn't broken this habit!\nHe said at first, I might die when I was panting for Archa's Energy!"
,23,16,아르하 월드맵,솔라,,그땐 정말로 놀린 거다. 왜냐하면 살 수 있었으니까.\n하지만 지금 고대신룡은 명백히 위험하다. 한시가 급한 상황이야.,"I was really pulling your leg then. Because you could make it.\nBut now, it is obviously dangerous."
,23,17,아르하 월드맵,주인공,,거기서 솔라는 고개를 들어 하늘 저편을 바라봤다.,"There, Solar looked up and across the sky."
,23,18,아르하 월드맵,솔라,,저쪽인가...... 가장 가까운 봉인지는 바람의 봉인지로군. 거기에 제피로스가 있다.,That way ...... To the nearest Land of the Wind. There is Zephyros.
,23,19,아르하 월드맵,렉스톤,,"오, 제피로스는 든든하지. 이녀석 마냥 진지한 척 장난치지도 않고 좋은 놈이야.\n게다가 아르하에서 제일 빠른 드래곤이지.","Oh, Zephiros is good. He's a nice guy.\nBesides, he is the fastest dragon in Archa."
,23,20,아르하 월드맵,주인공,,바람의 수호룡이라. 서두르는게 좋겠다.\n고대신룡을 구할 수 있는 시간이 생각보다 적은 모양이다.,He is the guardian of the wind. You'd better hurry.\nI guess we have less time to save God dragon.
,,,,퀘스트,28,헬카이저의 그림자를 물리쳐라\n(바람의 봉인지에 퀘스트 표시)\n(전투 퀘스트)\n(클리어 후 바람의 봉인지 오픈 및 수색지역 오픈),Defeat the shadow of Hell kaiser
,24,1,바람의 봉인지,주인공,,"헬카이저의 그림자와 두번째 싸우고 의문이 들었다.\n그림자가 이정도면, 대체 본체는 얼마나 강력한거지?","I fought with shadow of Hell kaiser again and I had doubts.\nWhen the shadow are this big, how powerful is the body?"
,24,2,바람의 봉인지,솔라,,이상하군...... 제피로스가 보이지 않아.,It's weird ...... I can't see Zephyros.
,24,3,바람의 봉인지,렉스톤,,분명 봉인은 풀렸을텐데. 어디로 간거지?,He must have been free. Where did he go?
,24,4,바람의 봉인지,주인공,,하지만 지금은 헬카이저에 대한 의문보다도 수호룡이 급했다.\n솔라와 렉스톤의 말대로 분명 봉인은 풀렸는데 제피로스의 모습이 보이지 않았다.,"But now there is a more urgent need for a guardian than there is a doubt about Hell Kaiser.\nAs Solar and Rexton put it, the seal was obviously lifted but we couldn't see Zephyros."
,24,5,바람의 봉인지,몬스터,,크아아아아!,Kraaaaaaak!
,24,6,바람의 봉인지,주인공,,"이럴수가, 난 또다시 똑같은 실수를 저지르고 말았다.\n제피로스를 찾느라 주변 경계를 게을리해 또다시 몬스터의 습격을 받은 것이다!","Oh my God, I made the same mistake again.\nI neglected my surroundings to find Zephirus, so I was attacked by monsters again!"
,24,7,바람의 봉인지,드래곤 슬레이어,,이런 멍청한 놈!,You stupid idiot!
,24,8,바람의 봉인지,주인공,,나 다음으로 빠르게 눈치챈 드래곤 슬레이어였지만 이미 너무 늦었다.\n몬스터의 공격은 이미 내 코앞까지 도달해 있었다.,Dragon Slayer knew quickly but it was too late.\nMonster's attack had already reached my doorstep.
,24,9,바람의 봉인지,제피로스,,아까까지 헬카이저와 싸우고 있었는데 어찌 된건지 영문을 모르겠군.,"I've been fighting with Hell kaiser so far, but I don't know what happened."
,24,10,바람의 봉인지,주인공,,"그순간, 침착한 목소리와 함께 무언가가 몬스터를 강타했다.\n몬스터는 맥없이 쓰러졌고, 난 간신히 목숨을 건질 수 있었다.","At that moment, something hit the monster with a calm voice.\nThe monster collapsed, and I managed to save my life."
,24,11,바람의 봉인지,제피로스,,"솔라와 렉스톤, 그리고 둘은... 모르겠군. 넌 아르하의 인간이 아닌가?","Solar, Rexton, and -- I don't know. Aren't you Archa human being?"
,24,12,바람의 봉인지,렉스톤,,간떨어질뻔 했네. 대체 어디서 튀어나온거야?,Where the hell did it come from?
,24,13,바람의 봉인지,솔라,,"우린 패배했다 제피로스. 지금까지 봉인당해 있었지.\n그리고 여긴 유타칸에서 찾아온 (주인공), 그리고 드래곤 슬레이어라고 하네.","We lost, Zephyros. We've been sealed up.\nAnd this is (주인공) and Dragon slayer from Yutakan."
,24,14,바람의 봉인지,주인공,,"어안이 벙벙해져 일어나는 사이, 제피로스는 어느새 드래곤 슬레이어의 앞에 있었다.","While waking up, Zephyros was in front of the Dragon slayer."
,24,15,바람의 봉인지,제피로스,,드래곤 슬레이어? 이름 한번 꺼림칙하군.,Dragon slayer? You have a bad name.
,24,16,바람의 봉인지,드래곤 슬레이어,,반갑다. 너같은 놈을 좋아하지. 한입에 삼키면 맛이 좋아서 말이야.,Nice to meet you. I like guys like you. It tastes good if I swallow at once.
,24,17,바람의 봉인지,주인공,,제피로스가 이상한 표정을 짓는 사이 얼른 내 소개를 했다.\n행여나 기분을 불쾌하게 해 고대신룡을 돕지 않겠다고 하면 큰일이니 말이다.,I quickly introduced myself to Zephyros as he made a strange look. \nIt's a big deal if he says he isn't going to help God dragon because he is in a bad mood.
,24,18,바람의 봉인지,솔라,,급한 일이 있다 제피로스.,I have something urgent to attend to. Zephyros
,24,19,바람의 봉인지,제피로스,,"그래, 헬카이저를 무찔러야지.","Yes, we'll defeat Hell kaiser."
,24,20,바람의 봉인지,렉스톤,,어... 그건 좀 천천히 해야 될 것 같은데.\n일단 고대신룡의 상처를 먼저 봐줘.,"Uh ... I think we should take it slow.\nFirst, take a look at the wound of God dragon."
,24,21,바람의 봉인지,제피로스,,"고대신룡? 빛의 상징?\n뭐야, 왜 이래! 상처를 왜 이렇게 내버려 두는거야!",God dragon?? A symbol of light?\nWhat happened? Why don't you leave the wound like this!
,24,22,바람의 봉인지,주인공,,놀라는 제피로스에게 지금까지의 일을 설명했다.\n그리고 솔라가 모든 수호룡을 구해야 한단 이야기를 하자 왠지 신이 난 제피로스.,"I have explained to the surprised Zephyros what happened so far. \nAnd when Solar told him that he needed to save every guardian, he got excited about it."
,24,23,바람의 봉인지,제피로스,,좋군! 다시 한번 힘을 합쳐 헬카이저에게 한방 먹일 수 있는건가!,Great! Can we join forces and give Hell kaiser a shot?
,24,24,바람의 봉인지,드래곤 슬레이어,,큭큭큭. 왜 그 한방을 봉인되기 전엔 먹이지 못한거냐?,Why didn't you do it before you were sealed?
,24,25,바람의 봉인지,제피로스,,약간 부족했다! 하지만 난 반성을 아는 드래곤. 두번 싸우는 상대에겐 지지 않아!,It was a little short! But not today. I'm not beaten by enemy when I fight again!
,24,26,바람의 봉인지,주인공,,더이상 참지 못하고 드래곤 슬레이어에게 조용히 한마디를 했다.,I couldn't stand it any longer and said a word to Dragon slayer.
,24,27,바람의 봉인지,주인공,,(말 좀 그렇게 하지 마! 왜 자꾸 시비를 걸어!),(Don't talk like that! Why do you keep arguing?)
,24,28,바람의 봉인지,드래곤 슬레이어,,"솔직한 성격이라 별 수 있나. 약한놈은 마음에 안들고, 고대신룡과 너는 죽이고 싶구나.\n같은편이니 솔직해야지, '같은 편'이니.","Cause I am a straightforward. I don't like the weak one, and I want to kill God dragon and you.\nI'm on your side, so I'll be honest with you."
,24,29,바람의 봉인지,주인공,,더 이상 할 말이 없었다. 난 고개를 내저으며 솔라의 말에 따라 불의 봉인지로 향했다.,There was nothing I could say. I shook my head and followed Solar's words toward land of fire.
,,,,퀘스트,29,불의 봉인지로 이동\n(불의 봉인지에 퀘스트 표시)\n(클리어 후 불의 봉인지 오픈 및 수색지역 오픈),Go to the land of fire.
,25,1,불의 봉인지,주인공,,"놀랍게도 그곳에는 익숙하고도, 아주 반가운 얼굴이 있었다.","Surprisingly, it had a familiar, delighted face."
,25,2,불의 봉인지,G스컬,,드디어 만났구나! 이번에야말로 복수해주마!,We finally met! I'll get back at you this time!
,25,3,불의 봉인지,주인공,,"내가 할 말이다! 카데스고 뭐고, 이번에야말로 완벽히 소멸시켜주지!",That's my point! This time I'll wipe you out completely!
,25,4,불의 봉인지,G스컬,,건방진 인간 같으니! 어딜 가나 내 일만 방해하는구나!\n고대신룡의 영혼을 빼앗는 김에 다크닉스님의 원수도 갚아주마!,"What a saucy beggar! You are always interrupting my work!\nWhile I am taking away the spirits of God dragon, I will also avenge Dark Nix!"
,25,5,불의 봉인지,주인공,,"어디 덤벼 보라고 한마디 되받아치려 한 그순간, 등 뒤에서 무시무시한 기색이 피어났다.\n또다시 기습인가?!","The moment I tried to hit back with a word, a terrible look came from behind.\nIs it a surprise again?"
,25,6,불의 봉인지,렉스톤,,얘 왜이래?,What's wrong with him?
,25,7,불의 봉인지,주인공,,그곳에는 드래곤 슬레이어가 핏발 선 눈으로 지면을 움켜쥐고 있었다.\n그 손아귀 안에서 단단히 다져진 지면과 바위가 완전히 부서졌다.,"Dragon slayer held the ground with its bloodshot eyes.\nWithin its grip, the ground and rock were completely broken."
,25,8,불의 봉인지,드래곤 슬레이어,,재미있구나 해골바가지. 고대신룡과 다크닉스라고?,That's interesting. Did you say God dragon and Dark Nix?
,25,9,불의 봉인지,G스컬,,"뭐, 뭐냐 네놈은! 날 방해할 작정인가!","What, what are you trying to do?"
,25,10,불의 봉인지,드래곤 슬레이어,,한번 더 말해봐라.,Say it again.
,25,11,불의 봉인지,G스컬,,뭐라고?!,What?
,25,12,불의 봉인지,드래곤 슬레이어,,그 이름을... 한번 더 말해봐라.,Say the name... again.
,,,,퀘스트,30,G스컬을 무찌르자.\n(불의 봉인지에 퀘스트 표시)\n(전투 퀘스트),Defeat G-Skull
,26,1,불의 봉인지,주인공,,"분노한 드래곤 슬레이어의 위력은 무시무시했다.\n순식간에 G스컬을 제압했고, G스컬은 온몸이 조각나서 도망쳤다.","The power of the angry Dragon slayer was terrifying.
\nIn no time, it dominated the G-Skull, and he ran away with his entire body in pieces."
,26,2,불의 봉인지,G스컬,,네놈! 드래곤 슬레이어라고 했나! 절대 가만두지 않겠다!,You! You said Dragon slayer! I'll never forgive you!
,26,3,불의 봉인지,주인공,,"끝까지 입만 살아서 뭐라 고함치는데, 지금 문제는 그게 아니었다.","He was all mouth and no trousers, but that's not the problem now."
,26,4,불의 봉인지,드래곤 슬레이어,,크아아아아아!,Kraaaaaaak!
,26,5,불의 봉인지,솔라,,"진정해라, 적은 모두 물러났다!","Calm down, the enemy is all gone.!"
,26,6,불의 봉인지,주인공,,드래곤 슬레이어가 제정신을 차리지 못하고 있었다.\nG스컬이 고대신룡과 다크닉스의 이름을 언급한 순간부터였다.,Dragon slayer was out of control.\nIt was at the time when the G-Skull mentioned the names of God dragon and Dark Nix.
,26,7,불의 봉인지,드래곤 슬레이어,,증오한다! 죽인다! 고대신룡! 다크닉스! 드래곤!,I hate you! I'll kill you! God dragon! Dark Nix! Dragon!
,26,8,불의 봉인지,렉스톤,,완전히 정신을 잃었어!,It's completely insane.
,26,9,불의 봉인지,주인공,,으윽! 어떻게 말릴 순 없는건가?,Uk! How can we stop it?
,26,10,불의 봉인지,제피로스,,"늦었다, 이렇게 된 이상 쓰러뜨려야 해!","It's too late, we have to knock it down now!"
,,,,퀘스트,31,드래곤 슬레이어를 제압하자.\n(불의 봉인지에 퀘스트 표시)\n(전투 퀘스트) 해보고 안되면 대사로 후려치자,Suppress Dragon Slayer.
,27,1,불의 봉인지,솔라,,큭...... 말도 안되게 강하군.,Kurl............ It is very strong.
,27,2,불의 봉인지,제피로스,,드래곤 슬레이어! 이제 정신이 들었나?,Dragon Slayer! Did you wake up?
,27,3,불의 봉인지,드래곤 슬레이어,,"크윽, 닥쳐라! 큰 소리 내지 마!","Uk, shut up! Don't make a big noise!"
,27,4,불의 봉인지,주인공,,"아직까지도 핏발이 뻗은 눈으로 우리를 노려보는 드래곤 슬레이어.\n이런 반미치광이와 고대신룡을 구하라니, 지부장님의 말을 더 이상 따를 수 없었다.","Dragon Slayer, who is still staring at us with bloodshot eyes.\nSaving God dragon with this lunatic is impossible, I could no longer obey the manager."
,27,5,불의 봉인지,주인공,,이제 더 이상 네녀석과 함께 다닐 순 없을 것 같다.,I don't think I can hang around with you anymore.
,27,6,불의 봉인지,드래곤 슬레이어,,"크하하하! 어디 덤벼봐라, 나도 더 이상 참기 힘들군!\n이런 씹어죽일... 크아악!","Come on! I can't stand it anymore!\nI'll chew your ass ... Craak!"
