,시나리오 넘버,대사 넘버,배경,캐릭터,표정,대사,번역
,30,16,땅의 봉인지,포폰,,맞아! 불의 수호룡과 물의 수호룡인 그...,Yes! Guardian of fire and guardian of water....
,30,17,땅의 봉인지,주인공,,"순간 솔라와 제피로스, 렉스톤의 표정까지 굳어버렸다.","At the moment, the expression on the face of Solar, Zephyros, and Rexton became stiff."
,30,18,땅의 봉인지,솔라,,나를 봐라 포폰.,"Look at me, Popon."
,30,19,땅의 봉인지,포폰,,솔라! 제피로스와 렉스톤까지! 봉인이 풀린거야?,Solar! Zephyros and Rexton! Are you free?
,30,20,땅의 봉인지,솔라,,불의 수호룡과 물의 수호룡이 누구인지 말해봐라.,Tell me who is the guardian of fire and guardian of water.
,30,21,땅의 봉인지,주인공,,"솔라, 지금 무슨...?",Solar? what...?
,30,22,땅의 봉인지,렉스톤,,기다려 (주인공). 지금 뭔가가 이상해.,(주인공) wait! Something is wrong now.
,30,23,땅의 봉인지,주인공,,그때 제피로스는 입을 벌리고 경악했다.\n솔라와 렉스톤은 잔뜩 긴장한 얼굴로 포폰을 쳐다보고 있었다.,Then Zephyros opened his mouth and was shocked.\nSolar and Rexton looked at Popon with a nervous expression on their faces.
,30,24,땅의 봉인지,주인공,,지금 대체 무슨 일이 벌어지고 있는거지?,What the hell is going on?
,30,25,땅의 봉인지,포폰,,불... 물... 모르겠어. 기억이 나지 않아.,Fire ... Water ... I don't know. I don't remember.
,30,26,땅의 봉인지,솔라,,어둠의 수호룡은?,What Is the guardian of Darkness?
,30,27,땅의 봉인지,포폰,,아무것도 모르겠어...... 나 기억이 지워진건가?,I don't know anything ...... Am I clear of my memory?
,30,28,땅의 봉인지,렉스톤,,큰일이군.,That's a big deal.
,30,29,땅의 봉인지,주인공,,렉스톤의 다음 말은 이 자리의 모두를 놀라게 했다.,Rexton's next remark surprised everyone at here.
,30,30,땅의 봉인지,렉스톤,,아무도 기억하지 못한다. 우리 모두 세 마리의 수호룡을 완전히 잊어버렸어.,No one can remember. We all completely forgot about the three guardian dragons.
,,,,퀘스트,35,어둠의 봉인지를 조사하자.\n(어둠의 봉인지에 퀘스트 표시)\n(클리어 후 어둠의 봉인지 오픈 및 수색지역 오픈),Search the land of darkness.
,31,1,어둠의 봉인지,주인공,,허겁지겁 어둠의 봉인지로 달려왔지만 역시 아무것도 없었다.\n아르하의 세 드래곤과 렉스톤의 기억 역시 떠오르지 않았다.,"We rushed to the land of darkness, but we found nothing.\nThe memories of the three dragons and Rexton were also forgotten."
,31,2,어둠의 봉인지,렉스톤,,말도 안돼. 이 셋은 봉인에 의한 영향일 수도 있어.\n하지만 나까지 기억을 잃었다는 건 뭔가 이상해.,"No way. These three could be caused by a seal.
\nBut it's weird that I lost my memory."
,31,3,어둠의 봉인지,포폰,,내가 마지막으로 봤어!\n분명히 내가 먼저 봉인 당하고 뒤에 셋이 남았을텐데!,"I saw it last!
\nI'm sure I got sealed up first and three left behind!"
,31,4,어둠의 봉인지,드래곤 슬레이어,,죽었구만.,He must be dead.
,31,5,어둠의 봉인지,주인공,,드래곤 슬레이어의 비아냥에 난 참지 못하고 소리를 질렀다.\n쓸데없는 소리 하지 말고 제발 가만히 있으라고.,I couldn't stand Dragon slayer's scamp and shouted.\nDon't talk rubbish!
,31,6,어둠의 봉인지,드래곤 슬레이어,,아르하의 기운이 어쩌고 하더니 거기에 오염되서 정신이 나간거냐?\n내게 고함을 지르다니 죽고싶어서 환장했나보군.,Are you out of your mind?\nYou must be so crazy to yell at me. 
,31,7,어둠의 봉인지,렉스톤,,기다려! 지금 우리끼리 싸울 때가 아냐!,Wait! This is no time for us to fight between ourselves!
,31,8,어둠의 봉인지,솔라,,다들 진정해라. 먼저 정화의 빛으로 심신을 가라앉히고......,"Everyone, calm down. First, calm your mind and body down by the light of purification ..."
,31,9,어둠의 봉인지,드래곤 슬레이어,,그짓거리 어디 또 해봐라! 네놈 목줄기부터 뜯어버려주지!,Do it again! I'll tear your neck off first!
,31,10,어둠의 봉인지,주인공,,그순간 포폰이 크게 외쳤다. 매우 당황하고 겁먹은 목소리였다.,At that moment Popon shouted. He sounded very upset and frightened.
,31,11,어둠의 봉인지,포폰,,"저, 저기 왔어! 헬카이저의 부하야!","Hey, there they are! It's Hell kaiser's Man!"
,31,12,어둠의 봉인지,제피로스,,소름끼치던 그놈이다. '이블 던'...... 난 헬카이저보다 쟤가 더 싫어.,He's a creep. Evil Dawn ... I hate him more than Hell kaiser.
,31,13,어둠의 봉인지,주인공,,분위기는 순식간에 급변했다. 곧 탑의 안쪽으로 드래곤 한마리가 나타났다.,The mood changed rapidly. Soon a dragon appeared inside the tower.
,31,14,어둠의 봉인지,이블 던,,정말이로군. 정말로 봉인에서 풀려났어. 누가 한 짓이지?,It's true. I'm really free from the seal. Who did it?
,31,15,어둠의 봉인지,주인공,,차분하고 진중한 목소리의 드래곤이었다.\n하지만 속내에 담긴 음험함과 교활함도 함께 느껴지는 목소리였다.,"It was a calm and discreet dragon.\nHowever, I felt the bitterness and cunning in his mind, too."
,31,16,어둠의 봉인지,렉스톤,,헬카이저의 참모인 이블 던이다. 아주 음흉한 놈이니 조심해!,"Evil Dawn, Hell kaiser's aide. He's a sly dog, so watch it!"
,31,17,어둠의 봉인지,이블 던,,처음 보자마자 소개하는 말이 너무 심하군.,It's too much to introduce myself.
,31,18,어둠의 봉인지,제피로스,,저놈의 교활한 계략으로 당한 우리편이 한둘이 아냐! 숨만 쉬어도 조심해야 해!,Many of our men were hurt by his tactics! You have to be careful even if you breathe!
,31,19,어둠의 봉인지,이블 던,,숨은 쉬어야지. 그렇다고 너희들을 위해서 숨까지 참을 수는 없지 않나?,You need to breathe. Or I can't hold my breath for you?
,31,20,어둠의 봉인지,포폰,,"가, 갑자기 무슨 일로 찾아온거냐!",What brings you here?
,31,21,어둠의 봉인지,주인공,,이블 던은 의외로 우릴 보자마자 공격하진 않았다.\n원수를 눈앞에 둔 수호룡들의 사나운 기색에도 차분하게 행동하고 대답했다.,"Evil Dawn did not attack us the moment he saw us.
\nHe replied calmly despite the fierce looks of the guardian dragons before him."
,31,22,어둠의 봉인지,드래곤 슬레이어,,적을 두고 왜 말만 떠들고 있는거냐.\n얼른 해치우고 고대신룡이나 살려놓지 뭘 기다리고 있어.,Why are you talking with the enemy?\nLet's beat him and save God dragon.
,31,23,어둠의 봉인지,이블 던,,"오오, 정말 드래곤 슬레이어로군.\n아스타로트 그 멍청한 주술사가 뭔가 하나 해내긴 했구만.","Oh, real Dragon slayer!\nAstarot, the stupid shaman did something."
,31,24,어둠의 봉인지,드래곤 슬레이어,,그래 참으로 반갑다. 이제 죽어라.,"Yes, it's nice to see you. Now die."
,31,25,어둠의 봉인지,이블 던,,"큭큭큭, 아주 좋아. 그 난폭하고 거친 공격적인 성격.\n카데스님이 꼭 손에 넣고싶어 하실만하군.",It's great. That violent and aggressive personality.\nI'm sure Kades will want you.
,31,26,어둠의 봉인지,솔라,,닥쳐라 이블 던. 어서 나머지 수호룡의 행방을 밝혀라.\n그렇지 않으면 이 자리에서 그 명줄을 끝내주겠다.," Shut up, Evil Dawn. Tell us the location of other guardians.\nOtherwise, I'll kill you right now at here."
,31,1,어둠의 봉인지,주인공,,솔라가 이글거리는 눈빛으로 말했다.\n지금까지 전혀 보지 못했던 분노로 달아오른 모습이었다.,"Solar said with glaring eyes.
\nIt looked hot with anger I had never seen before."
,31,2,어둠의 봉인지,솔라,,"예전의 우리라고 생각하지 마라.\n너희의 전력은 파악했고, 이번엔 유타칸의 드래곤도 함께다.",Don't think we are the same as we were in the past.\nWe've got your full strength and this time we have the dragon from Yutakan.
,31,3,어둠의 봉인지,이블 던,,거기 있는 도움도 안되는 렉스톤이나 드래곤 슬레이어를 말하는건가?,You mean the useless Rexton or Dragon slayer there?
,31,4,어둠의 봉인지,주인공,,나와 내 동료 드래곤도 있다!,I also have my fellow dragon!
,31,5,어둠의 봉인지,이블 던,,"아, 너였군. 하지만 유타칸의 드래곤은 별반 힘을 쓰지 못할텐데.\n설마 그 가방에 메달린 건 다크베인님의......","Oh, it was you. But the dragon from Yutakan wouldn't be very strong at here.\nDon't tell me the bag was worn on the Dark Vein's ..."
,31,6,어둠의 봉인지,주인공,,이블 던의 목소리가 한층 음산해졌다.,Evil Dawn's voice became darker.
,31,7,어둠의 봉인지,이블 던,,멍청한 다크베인 놈. 이런 놈들에게 휘둘려서 반격의 기회를 제공하다니.\n아무래도 쉽사리 넘어갈 순 없겠구나.,Silly Dark Vein. Gave a chance to fight back against these guys.\nI guess I can't get over it.
,31,8,어둠의 봉인지,주인공,,그리고 이블 던은 하늘을 향해 한번 크게 포효했다.\n그러자 갑자기 사방에서 몬스터가 튀어나와 우릴 포위했다!,"And the Evil Dawn roared once into the sky.
\nThen suddenly, monsters came from all over and surrounded us!"
,31,9,어둠의 봉인지,이블 던,,이 건은 헬카이저님께 보고해야겠군. 작별이다 솔라.,"I'll report this to the Hell kaiser. Good-bye, Solar."
,31,10,어둠의 봉인지,솔라,,기다려! 다른 수호룡은 어떻게 된거냐!,Wait! What happened to the other guardians?
,31,11,어둠의 봉인지,이블 던,,말할 것 같나? 멍청한 녀석 같으니.,You think I'll talk? You look like a fool.
,31,12,어둠의 봉인지,제피로스,,기다려 솔라! 쫓아가면 안돼! 몬스터부터 먼저 처리해야 해!,"Hold on, Solar! You have to beat the monsters first!"
,31,13,어둠의 봉인지,포폰,,"수가 너무 많아! 크, 큰일이야!",There are so many!
,,,,퀘스트,36,습격한 몬스터를 퇴치하자 (0/15)\n(어둠의 봉인지에 퀘스트 표시),Defeat the monsters (0/15)
,32,1,아르하 월드맵,주인공,,서둘러서 몬스터를 처리했지만 이미 이블 던은 사라진 뒤였다.\n솔라는 전에 없이 격앙된 모습이었다.,"We hurried to deal with the monsters, but Evil Dawn disappeared already.\nSolar has excited."
,32,2,아르하 월드맵,솔라,,젠장! 이블 던 이 빌어먹을 놈!,Damn it!
,32,3,아르하 월드맵,렉스톤,,그나저나 이제 어떡하지. 이 패턴대로라면 물의 수호룡도 없을텐데.,"Anyway, now what? If this were the case, there would be no guardian of water."
,32,4,아르하 월드맵,주인공,,그래도 일단 가보는게 좋다고 생각해.\n물의 봉인지에 무언가 단서가 있을지도 몰라.,But I think it's a good idea to go first.\nThere may be some clues in the land of the water.
,32,5,아르하 월드맵,제피로스,,하지만 놈들이 분명 함정을 파고 기다리고 있을거다.\n가면 무슨 일이 벌어질지 몰라.,But I'm sure they are waiting with a trap.\nI don't know what will happen if we go.
,32,6,아르하 월드맵,주인공,,"오히려 그렇기 때문에 더욱 가야 한다고 생각합니다.\n남은 수호룡의 단서를 찾아야 하는데, 적이 가지고 있는 정보만큼 확실한게 없겠죠.","That is why I think we should go further.\nWe have to find a clue for the remains of the dragon, but nothing is as certain as the information the enemy has."
,32,7,아르하 월드맵,포폰,,이블 던하고 다시 싸우는거야?!,Are we fight again with Evil Dawn?
,32,8,아르하 월드맵,드래곤 슬레이어,,푸하하! 이녀석 정말 재미있구만. 수호룡이 싸움을 두려워하다니.,What a lark! How dare you fear fighting?
,32,9,아르하 월드맵,렉스톤,,그냥 겁이 많은 성격일 뿐이야. 파괴력만 놓고 보자면 수호룡 제일이지.\n너처럼 빈정대는 놈보다야 훨씬 도움이 된다.,He is just timid. But it is the most powerful of the guadians.\nIt is so much more helpful than someone as cynical as you.
,32,10,아르하 월드맵,주인공,,"확실히 그랬다. 그 겁 많은 성격에 비해 포폰의 전투력은 대단했다.\n본인을 지키기 위해 최선을 다하니, 일단 전투에 밀어넣기만 하면 뭔가가 될지도.","It certainly was. Compared to his timid personality, Popon's combat skills were extraordinary.\nHe does his best to protect himself, so just push him into battle and it'll be something."
,32,11,아르하 월드맵,솔라,,정해졌으면 빨리 움직이자. 더 이상 그녀석들을 내버려 둘 순 없다.\n거기다 고대신룡의 상태도 점점 나빠지고 있으니 서둘러야 한다.,Let's move quickly if it is decided. I can't leave them alone any longer.\nOn top of that We must hurry because the condition of God dragon is also getting worse.
,,,,퀘스트,37,물의 봉인지를 조사하자\n(물의 봉인지에 퀘스트 표시)\n(완료 후 물의 봉인지와 수색 지역 오픈),Search the land of water.
,33,1,아르하 월드맵,주인공,,"아니나 다를까, 탑 안에는 몬스터가 드글거렸다.","Sure enough, the tower was crawling with monsters."
,33,2,아르하 월드맵,제피로스,,내가 보고 오지.,Let me see it.
,33,3,아르하 월드맵,주인공,,"말이 끝나기가 무섭게 제피로스는 모습을 감췄다. 정말 한순간이었다.\n조심하라고 말을 꺼내지도 못했는데, 딱히 조심할 필요도 없어보이는군.","Zephyros disappeared as soon as he finished speaking. It was just one moment.\nI didn't even come up with a word to be careful, but it doesn't look like he has to be careful."
,33,4,아르하 월드맵,렉스톤,,저 몬스터들을 통솔하는 녀석이 있을게 분명해.\nG스컬같은 말단만 아니라면 좋겠는데.,There must be someone in charge of those monsters.\nI don't want an underclass like G-skull.
,33,5,아르하 월드맵,솔라,,이블 던이겠지. 이번엔 결단코 놓치지 않는다.,Evil Dawn. I'll never miss it this time.
,33,6,아르하 월드맵,주인공,,하지만 그 녀석도 꽤나 강하지 않나요?\n저런 몬스터 대군과 함께 싸운다면 위험할지도 모릅니다.,"But isn't he pretty strong, too?\nIt could be dangerous to fight with such a large group of monsters."
,33,7,아르하 월드맵,솔라,,그녀석의 제일 무서운 점은 교활한 계략이다.\n헬카이저의 참모 노릇을 할 정도로 교묘하지.,The most frightening thing about him is his cunning schemes.\nHe is so clever that he can serve as a Hell kaiser's advisor.
,33,8,아르하 월드맵,주인공,,"아, 그렇다면 전투력은 그다지 강하지 않다는......","Ah, it means he is not too strong...."
,33,9,아르하 월드맵,솔라,,"제일 무서운 점이 계략이고, 그 다음으로 강한 것이 완력이다.\n힘도 강한 놈이 머리도 좋지.","The most terrifying point is the trick, and the next is the power.\nHe's strong and smart."
,33,10,아르하 월드맵,드래곤 슬레이어,,짜증나게 빙빙 애둘러 얘기하지 마라.\n그래서 뭐 어쩌자는거냐? 도망치자고?,Don't talk in a whirl.\nSo what are we doing? Run?
,33,11,아르하 월드맵,솔라,,놈이 다시 나타나면 내가 맡겠다.\n너희들은 내가 맡는 사이 몬스터를 먼저 퇴치해.,I'll take him if he shows up again.\nYou guys get rid of monsters first while I'm fighting.
,33,12,아르하 월드맵,주인공,,그순간 탑 안에서 큰 소리가 울려퍼졌다.,At that moment. Loud voice came from the tower.
,33,13,아르하 월드맵,제피로스,,젠장! 레버넌트다! 서둘러 솔라!,"Shit! Revenant! Hurry up, Solar!"
,33,14,아르하 월드맵,주인공,,레버넌트? 이건 또 누군가 싶어 솔라를 쳐다봤다.,Revenant? I looked at Solar in wonder.
,33,15,아르하 월드맵,솔라,,미친 전투광이다. 이블 던과 완벽히 반대되는 녀석이지.\n전쟁을 하기 위해 헬카이저에게 복종하는 미치광이다.,"Crazy combat-maniac. He's the complete opposite of the Evil Dawn.
\nHe is a lunatic who obeys Hell kaiser to fight a war."
,33,16,아르하 월드맵,렉스톤,,그리고 후각이 뛰어나지. 제피로스가 아무리 빨리 움직여도 냄새는 못숨겨.\n저녀석은 일단 내가 맡으마. 너희들은 몬스터를 퇴치해!,"And it has a great sense of smell.\nNo matter how fast Zephyros moves, he can't hide the smell.\nI'll take care of that guy first. You guys fight monsters!"
,,17,,퀘스트,38,몬스터를 퇴치하자 (0/10)\n(물의 봉인지에 퀘스트 표시),Defeat the monsters (0/10)
,34,18,물의 봉인지,레버넌트,,렉스톤! 니 친구는 다 죽었다! 너도 죽을거다!,Rexton! All your friends are dead! You'll die too!
,34,19,물의 봉인지,렉스톤,,아직 살아있다 이 멍청아!,I am still alive. You idiot!
,34,20,물의 봉인지,레버넌트,,그럼 내가 또 죽인다! 내가 다 죽일거다!,Then I'll kill you again! I'll kill you all!
,34,21,물의 봉인지,주인공,,"제정신이 아닌 드래곤이었다. 본인이 입은 상처도 적지 않은데,\n그저 렉스톤을 공격하기 위해 미친듯이 달려들고 있었다.","It was a crazy dragon. He has suffered quite a few injuries.
\nBut just racing frantically to attack Rexton."
,34,22,물의 봉인지,렉스톤,,가까이 오지 마! 휘말린다!,Keep at a distance! You get caught up in it!
,34,23,물의 봉인지,포폰,,하지만 힘을 합쳐서......,But we can help each other...
,34,24,물의 봉인지,렉스톤,,괜찮으니까 다른 적이 더 없는지 확실히 살펴!,"It's okay, so make sure you don't have any more!"
,34,25,물의 봉인지,주인공,,"맞아, 이블 던이 올지도 몰라!","Yes, Evil Dawn may come!"
,34,26,물의 봉인지,솔라,,나타나기만 하면 내가 가만두지 않을테다.,"Whenever he show up, I won't let him go."
,34,27,물의 봉인지,제피로스,,나 역시 마찬가지.,Neither do I.
,34,28,물의 봉인지,주인공,,두 수호룡은 전의를 불태우고 있었다.\n방금 전까지 몬스터와 싸우면서 생긴 피로는 전혀 보이지 않았다.,"Both dragons were burning their fighting sprit.\nThey fought with monsters just now, but they don't look tired."
,34,29,물의 봉인지,포폰,,"으아아, 몬스터가 다시 몰려오고 있어!","Ahhhh, monsters are coming back!"
,34,30,물의 봉인지,주인공,,확실히 적들도 여기서 끝장을 보려나보네.,Apparently the enemy is going to end here.
,34,31,물의 봉인지,드래곤 슬레이어,,이러다 고대신룡보다 네놈이 먼저 죽겠군.,You're going to die before God dragon.
,34,32,물의 봉인지,주인공,,시끄러워. 절대 그럴 일은 없다.,Shut up. It never happens.
,,,,퀘스트,39,몬스터를 퇴치하자 (0/20)\n(물의 봉인지에 퀘스트 표시),Defeat the monsters (0/20)
,35,1,물의 봉인지,헬카이저,,"이만하면 됐다 레버넌트.\n이블 던, 시간을 아주 잘 끌어줬구나.","That's enough, Revenant.\nEvil Dawn, you did well."
,35,2,물의 봉인지,주인공,,갑자기 소름돋게 오싹한 목소리가 들려왔다.\n곧이어 탑의 안쪽에서 이블 던이 모습을 드러냈다.,"Suddenly, I heard a creepy scream.\nSoon after, Evil Dawn appeared from the inside of the tower."
,35,3,물의 봉인지,이블 던,,어서 오시죠 헬카이저님.,"Welcome back, Hell kaiser."
,35,4,물의 봉인지,솔라,,이블 던! 거기 숨어 있었나!,Evil Dawn! You were hiding there!
,35,5,물의 봉인지,이블 던,,굳이 이 지저분한 싸움판에 끼어들 이유는 없겠지.\n레버넌트! 헬카이저님이 그만 하라고 말씀하셨다.,There is no reason to get involved in this messy battle.\nRevenant! Hell kaiser told you to quit.
,35,6,물의 봉인지,주인공,,이블 던의 말에 레버넌트는 못마땅한 표정으로 공격을 멈췄다.\n그리고 갑자기 등장한 헬카이저의 옆에 자리를 잡았다.,"At the words of Evil Dawn, Revenant stopped the attack with a look of disapproval.\nAnd then he sat next to Hell kaiser."
,35,7,물의 봉인지,헬카이저,,반푼이 수호룡에 빈사의 고대신룡까지 다 모아놨군. 잘했다 이블 던.,"It's a collection of stupid guardians and dying God dragon. Good job, Evil Dawn."
,35,8,물의 봉인지,이블 던,,멍청한 놈들 뿐이라 애 쓸 것도 없었습니다.,It wasn't a big deal because they were just stupid.
,35,9,물의 봉인지,레버넌트,,죽입시다! 다 죽여버립시다! 제가 죽이겠습니다!,Let's kill them! Let's kill them all! I'll kill them!
,35,10,물의 봉인지,헬카이저,,게다가 저 녀석들은... 유타칸에서 왔다는 그놈들인가.\n다크베인이 실수를 했군.,And those are the ones from Yutakan.\nDark Vein has made a mistake.
,35,11,물의 봉인지,주인공,,헬카이저! 다른 수호룡의 행방을 밝혀라!,Hell kaiser! Where is the other guardians!
,35,12,물의 봉인지,헬카이저,,시끄럽다 미천한 녀석. 내 허락 없이 입을 놀리지 마라.\n난 처음 본 녀석이 덤비는 걸 용서할만큼 아량이 깊지 않다.,Be loud and humble ; don't talk without my permission.\nI am not generous enough to forgive someone challenging me.
,35,13,물의 봉인지,주인공,,무시무시한 눈길이었다. 그 알 수 없는 압박에 난 그만 말을 잇지 못했다.,It was a dreadful look. The pressure of that unknown left me speechless.
,35,14,물의 봉인지,드래곤 슬레이어,,"이제 좀 싸워볼만한 놈이 나왔군.\n같잖은 몬스터에, 멍청한 드래곤에 신물이 날 지경이었다.",Now there's someone to fight with.\nI was sick of stupid dragons.
,35,15,물의 봉인지,헬카이저,,네녀석이 드래곤 슬레이어로군. 아스타로트의 유일한 공적.,You must be Dragon slayer. Astarot's only accomplishment.
,35,16,물의 봉인지,드래곤 슬레이어,,실수겠지. 네녀석들의 치명적인 실수.\n고대신룡은 내가 죽인다. 내 복수를 방해하지 마라 버러지들아.,"It would be a mistake. Fatal mistake of yours.
\nI will kill God dragon myself. Don't disturb my vengeance, boys."
,,,,퀘스트,40,헬카이저를 무찌르자\n(물의 봉인지에 퀘스트 표시)\n(이벤트 전투 패배.) hp1이하로 안떨어지면서 공격력 MAX,Defeat Hell kaiser.
