,시나리오 넘버,대사 넘버,배경,캐릭터,표정,대사,번역,,
,42,22,아르하 월드맵,제피로스,,맞아. 전멸하거나 포기하면 무조건 '처음부터'. 그러니 솔라의 말을 잘 들어.\n수호룡이 되고 난 뒤에도 계속 도전하는 바보니까 데이터는 확실해.,"Right. If you lose or give up, you go back to the beginning. So listen to Solar very carefully.\nHe is a fool keeps challenging even after he has become a guardian, so the data is clear.",,
,42,23,아르하 월드맵,포폰,,하아...... 여길 또 올라가야 하다니.,Haa.........I have to go up here again.,,
,42,24,아르하 월드맵,주인공,,"포폰과 제피로스의 반응은 굉장히 떨떠름했다. 마치 도살장의 소처럼.\n그러거나 말거나, 솔라는 활짝 웃으며 '심부름'을 시켰다.","The reaction between Popon and Zephyros was very unpleasant. \nAfter all, Solar smiled brightly and ordered an "" errand "".",,
,,,,퀘스트,47,빛의 봉인지에서 부활회복제 30개와 회피 물약 20개 모아오기\n(빛의 봉인지에 퀘스트 표시),Collect 30 Resurrection potions and 20 EVAD Drinks at the land of light.,,
,43,1,빛의 봉인지,솔라,,부활회복제는 필수다! 증명의 탑을 오르다 체력이 다한 드래곤을 부활시켜주지!\n50층이나 되는 긴 여정에 필수적인 아이템이니 절대 잊지 마라!,"The Resurrection potion is essential! It'll restore the dragon that ran out of steam while climbing the tower of proof!
\nIt is essential for a long 50-story journey, so don't forget it!",,
,43,2,빛의 봉인지,주인공,,와! 이건 정말 잊어버리면 큰일나는 아이템이군요!,Wow! This is a really necessary item!,,
,43,3,빛의 봉인지,솔라,,"물론이지. 다만 가져갈 수 있는 수량에 한도가 있으니 조심해야 한다.\n꼭 필요할 때, 꼭 필요한 드래곤에게만 사용해야 하지!",Sure thing. But be careful cause there are only 60 you can take with you.\nYou should only use it for the necessary when you need it!,,
,,,,퀘스트,48,바람의 봉인지에서 방어의 젬 5개와 방어 물약 20개 모아오기\n(바람의 봉인지에 퀘스트 표시),Collect 5 DEF gems and 20 DEF Drinks at the land of wind.,,
,44,1,바람의 봉인지,솔라,,방어 젬의 중요성은 누구보다 잘 알겠지?\n상대방의 세팅에 따라 사용해야 할 중요한 젬이다!,You know the Def gems importance better than anyone else.\nIt is an important to use according to the status of enemy!,,
,44,2,바람의 봉인지,주인공,,당연하죠! 그나저나 확실히 젬의 위력이 강력......,Of course! Gem is definitely powerful ......,,
,44,3,바람의 봉인지,솔라,,"유타칸과 아르하의 젬이 다르지 않아서 다행이야.\n네 드래곤에게도 잘 들어맞으니 문제 없겠지? 자, 그럼 다음으로 넘어가자!","I am glad that Yutakan's and Archa's gems are not different.\nYes, it fits well with the dragon, so no problem? Well, then let's move on!",,
,,,,퀘스트,49,불의 봉인지에서 크리티컬의 젬 5개와 크리티컬 물약 20개 모아오기\n(불의 봉인지에 퀘스트 표시),Collect 5 CRIT gems and 20 CRIT Drinks at the land of earth.,,
,45,1,불의 봉인지,솔라,,너희 유타칸에는 이런 젬은 없었겠지? 바로 크리티컬 젬이다!\n크리티컬이 터졌을 때의 위력을 한층 강력하게 만들어주지!,I'm sure there was no gem like this in Yutakan. This is Critical gem!\nIt'll make it even more powerful if it work.,,
,45,2,불의 봉인지,주인공,,와아. 그렇군요. 대단하군요.,Wow. Yeah. That's great.,,
,45,3,불의 봉인지,솔라,,"굳이 뽐낼 생각은 없다만, 자부심이 생기는 건 어쩔 수 없지!\n어쩌면 이 젬만 사용 가능했다면 카데스에게도...... 큭, 다음으로 넘어간다!","I don't want to brag, but I can't help but feel proud!\nMaybe if this Gem was available to Kades.... Next!",,
,,,,퀘스트,50,땅의 봉인지에서 체력의 젬 5개와 체력 물약 20개 모아오기\n(땅의 봉인지에 퀘스트 표시),Collect 5 HP gems and 20 HP Drink at the land of earth.,,
,46,1,땅의 봉인지,솔라,,잘 봐라! 착용하면 체력이 증가하는 젬이다!\n적의 공격을 버텨내는데 필수적인 젬이지!,Watch this! This increases the HP.\nIt is essential to withstand enemy attacks!,,
,46,2,땅의 봉인지,주인공,,"네, 알고 있습니다. 유타칸과 크게 다른 점은......","Yes, I know. There seems to be no great difference between Uthakhan's.",,
,46,3,땅의 봉인지,솔라,,"이곳 아르하의 정기를 듬뿍 빨아들인 젬이다!\n그래서 아직도 남아있지! 자, 그럼 멈추지 말고 바로 다음 봉인지다!","It's a bellyful of the force!\nThat's why it's still here! Well, we're going straight to the next area!",,
,,,,퀘스트,51,어둠의 봉인지에서 장신구 5개 모아오기\n(어둠의 봉인지에 퀘스트 표시),Collect 5 accessories at the land of dark.,,
,47,1,어둠의 봉인지,솔라,,"아르하의 장신구는 처음 보지? 게다가, 너희들은 '인챈트'라고 했던가?\n처음부터 인챈트가 되어 있는 상태로 존재한다!","Have you ever seen accessory of Archa? And you called this as ""Enchant""?\nIt exists from the beginning!",,
,47,2,어둠의 봉인지,주인공,,"아, 네.",Um.. yeah...,,
,47,3,어둠의 봉인지,솔라,,원래도 막강한 위력이 있는데 인챈트까지 더해지지! 그것도 원본으로!\n유타칸의 인챈트는 사용하지 못하지만 위력은 여전하다! 게다가......,"It's powerful as it is! Plus enchant! That's the original!\nEnchant of Yutakan can't be used, but it is still powerful! And ...",,
,,,,퀘스트,52,물의 봉인지에서 공격의 젬 5개와 공격 물약 20개 모아오기\n(물의 봉인지에 퀘스트 표시),Collect 5 ATK gems and 20 ATK Drinks at the land of water.,,
,48,1,아르하 월드맵,솔라,,좋아! 이정도면 설명은 충분하겠지!,Great! Explanation is enough!,,
,48,2,아르하 월드맵,주인공,,네.,Yes,,
,48,3,아르하 월드맵,솔라,,"모든 준비가 끝났으니, 이제 슬슬 출발해볼까!","Now that everything is ready, let's move!",,
,48,4,아르하 월드맵,주인공,,네.,Yes,,
,48,5,아르하 월드맵,솔라,,"아참, 깜빡 잊을 뻔 했군! 드래곤은 30마리까지 사용 가능하다!\n마지막 최상층에서는 20마리만 사용 가능하고!","Oh, I almost forgot! Up to 30 dragons are available!\nOnly 20 are available on the last floor! ",,
,48,6,아르하 월드맵,주인공,,네.,Yes,,
,48,7,아르하 월드맵,솔라,,"중간에 포기하거나, 드래곤이 전멸하면 1층부터 다시 시작이다.\n뿐만 아니라 모아놓은 모든 전용 아이템이 소멸하니 주의해야 해!","If you give up or if the dragon dies, you start again from the first floor.\nIn addition, you should be careful cause all items will be disappeared, too.",,
,48,8,아르하 월드맵,주인공,,네.,Yes,,
,48,9,아르하 월드맵,솔라,,"자, 이제 가자! 헬카이저를 무찌르고, 아르하를 구하러!","All right, let's go! Defeat Hell kaiser and save Archa!",,
,48,10,아르하 월드맵,주인공,,그리고 제피로스가 이를 갈며 중얼거렸다.,And Zephyros mumbled.,,
,48,11,아르하 월드맵,제피로스,,아마 그때부터 넌 더이상 수호룡이 아니겠지.,Maybe from then on you'll no longer be a guardian dragon.,,
,48,12,아르하 월드맵,주인공,,포폰도 안타까운듯이 읊조렸다.,Poppon also said lamentably.,,
,48,13,아르하 월드맵,포폰,,솔라에겐 휴식이 필요해.,Solar needs a break.,,
,48,14,아르하 월드맵,주인공,,그리고 난...... 난 빨리 헬카이저를 만나고 싶을 뿐이었다.,And ... I just wanted to see Hell kaiser soon.,,
,48,15,아르하 월드맵,렉스톤,변신,어...... 괜찮냐?,Uh ... Are you okay?,,
,48,16,아르하 월드맵,주인공,,렉스톤이 걱정스럽게 말을 걸었다. 난 괜찮다는 의미로 씨익 웃어보였다.,Rexton spoke anxiously. I smiled back as if it was okay.,,
,48,17,아르하 월드맵,주인공,,그리고 내 표정을 본 렉스톤은 고개를 절레절레 흔들며 걸어갔다.\n왜 저러는지는 알 수 없었다.,"And Rexton, who saw my face, shook his head as he walked.\nI couldn't figure out why.",,
,,,,퀘스트,,"증명의 탑 최상층의 헬카이저를 무찌르자\n(증명의 탑에 퀘스트 표시)\n(전투 퀘스트, 보스 체력 50% 되면 몰살 광역 공격으로 전투끝냄)",Defeat Hell kaiser at the top of the tower.,,
,,,,대사 연출,53,증명의 탑 40층에 최초로 도달하면 발생,,,
,49,1,증명의 탑,레버넌트,,크카카카카! 드디어 왔구나! 멍청한 수호룡과 멍청한 인간!,Kra Kakaka! You are finally here! Stupid dragon and dumb human!,,
,49,2,증명의 탑,주인공,,방해하지 마!,Get away from me!,,
,49,3,증명의 탑,레버넌트,,방해 안해! 방해 안한다 나는! 그냥 심장소리 들을거다!\n너희 심장 꺼내서 소리만 들을거다!,No! I don't! I just want to hear the heartbeat. \nI want take your heart and hear the heartbeat!,,
,49,4,증명의 탑,제피로스,,정신 나갔군.,It's crazy.,,
,,,,대사 연출,54,증명의 탑 41층에 최초로 도달하면 발생,,,
,50,6,증명의 탑,솔라,,비켜라 이블 던.,"Go away, Evil Dawn.",,
,50,7,증명의 탑,이블 던,,정말 이해가 안가. 예전부터 그랬지 너는.\n네가 그런 식으로 말하면 내가 들을 것 같나?,I don't understand. You've been like that for a long time.\nDo you think I'll hear you if you talk like that?,,
,50,8,증명의 탑,솔라,,비켜주세요 이블 던.,"Go away, Evil Dawn. Please.",,
,50,9,증명의 탑,이블 던,,재미있군.,That's funny.,,
,,,,대사 연출,55,증명의 탑 48층에 최초로 도달하면 발생,,,
,51,11,증명의 탑,포폰,,어...... 저녀석 뭔가 이상한데?,Uh ...... something is wrong with him?,,
,51,12,증명의 탑,렉스톤,변신,어둠에 기운에 타락했나? 원래 타락하긴 했지만.,Was it polluted in the dark? As it was.,,
,51,13,증명의 탑,레버넌트,,크... 카칵... 카카카...,Ka...Kaka. Kakakaka.,,
,51,14,증명의 탑,솔라,,조심해! 덤벼든다!,Wath out! It's coming!,,
,,,,대사 연출,56,증명의 탑 49층에 최초로 도달하면 발생,,,
,52,16,증명의 탑,이블 던,,큭큭큭...... 처음으로 레버넌트가 이해되는군.\n힘이 충만할 때의 기분이 이런가? 힘에 대한 갈망이 이러했던가?,Kakakaka. I can understand Revenant now.\nIs this what it feels like to be full of energy? Was this the desire for power?,,Revenant
,52,17,증명의 탑,솔라,,무슨 짓을 한거냐.,What did you do...,,
,52,18,증명의 탑,이블 던,,헬카이저님이 나눠주신 카데스님의 힘이다.\n레버넌트 멍청한 놈은 잘 쓰지도 못했겠지.,Hell kaiser gave the power of Kades to me.\nStupid Revenant didn't control this.,,
,52,19,증명의 탑,이블 던,,하지만 난 다르다. 이번에야말로 끝장을 내주마.,But I'm not! I'll finish you at this time!,,
,,,,대사 연출,57,증명의 탑 50층 전투 패배 후 발생,,,
,53,1,증명의 탑 마지막 층,헬카이저,,"이렇게 분노한 것이 얼마만인지 모르겠구나.\n어설프게 살아남은 놈들이라 내버려뒀더니, 내가 너무 멍청했어!","I can't remember how upset I was.\nI let them survive, I was so stupid!",,
,53,2,증명의 탑 마지막 층,렉스톤,변신,크아아아아!,Kaaaaaaaa!,,
,53,3,증명의 탑 마지막 층,주인공,,렉스톤이 마지막 힘을 다해 헬카이저를 공격했다.\n하지만 헬카이저는 손쉽게 반격해 렉스톤을 쓰러뜨려버렸다.,"Rexton attacked Hell kaiser with all his strength.\nBut Hell kaiser easily fought back to knock down the Rexton.",,
,53,4,증명의 탑 마지막 층,헬카이저,,두번 다시 실수는 하지 않겠다! 여기서 네놈들의 목숨을 전부 끊어주지!\n이제 더이상 내 방해는 할 수 없을 것이다!,"I'll never make a mistake again! I'll kill you all here!\nYou won't be able to disturb me any more!",,
,53,5,증명의 탑 마지막 층,주인공,,"헬카이저의 날카로운 손톱이 솔라에게 내려찍히는 그 순간,\n난 나도 모르게 몸을 날려 솔라를 구했다.","The moment Hell kaiser's sharp nails were taken down to Solar,\nI rescued Solar by flying over the edge.",,
,53,6,증명의 탑 마지막 층,헬카이저,,감히 다죽어가는 인간 주제에 날 방해해!\n유타칸을 정복하면 너희 종족부터 몰살시켜주마!,"How dare a dying human disturb me!\nIf I conquer Yutakan, I will destroy human being first!",,
,53,7,증명의 탑 마지막 층,주인공,,시끄러워! 아직 싸움은 끝나지 않았다!,Shut up! It's not over yet!,,
,53,8,증명의 탑 마지막 층,헬카이저,,크하하하! 재미있는 말을 하는군. 네가 직접 덤비려고?\n여기 아르하에도 너같은 작고 약한 놈들이 많았지. 하지만 전부 없어졌다!,Are you coming at me?\nThere were a lot of little ones like you here in Archa. But it's all gone.,,
,53,9,증명의 탑 마지막 층,주인공,,헬카이저가 섬뜩한 웃음을 지으며 날카로운 발톱을 들어올렸다.,Hell kasier smiled freakishly and lifted his sharp claws.,,
,53,10,증명의 탑 마지막 층,헬카이저,,이제 너도 없어질거다.,And you will follow them.,,
,53,11,증명의 탑 마지막 층,주인공,,"고대신룡이 날 도와줄 수는 없었다. 이미 죽어버렸으니까.\n헬카이저의 뒤에서 숨도 쉬지 않고, 움직이지도 않고 누워만 있는 고대신룡.",God dragon can't help me cause his gone.\nGod dragon lies behind of Hell kaiser without breathing and moving.,,
,53,12,증명의 탑 마지막 층,주인공,,"이제 내가 당하고 나면 생명뿐만 아니라 그 영혼까지 빼앗길 것이다.\n그 뒤에는 타락하고 더럽혀져 잔뜩 고통 받고, 카데스에게 흡수되겠지.","Now after I am attacked, I will lose both my life and my soul.\nAfter that, corrupted and absorbed by Kades.",,
,53,13,증명의 탑 마지막 층,주인공,,"속이 터질 것 같이 답답했지만 방법이 없었다.\n헬카이저의 손톱은 눈 앞까지 다가왔고, 날 도와줄 이는 아무도 없었다.","It was stuffy but there was no way.\nHell kaiser's claws came close and nobody helped me.",,
,53,14,증명의 탑 마지막 층,주인공,,그렇게 생각했다. 벽이 부서지고 거대한 드래곤이 나타나기 전까지는.,I thought so. Until the walls are broken and a huge dragon appears.,,
,53,15,증명의 탑 마지막 층,드래곤 슬레이어,변신,이 빌어먹을 버러지같으니! 기어이 내 복수를 망쳐놨구나!,Damn you! You ruined my revenge!,,
,53,16,증명의 탑 마지막 층,헬카이저,,크헉!,Ouch!,,
,53,17,증명의 탑 마지막 층,주인공,,분노로 온 몸이 달아오른 드래곤 슬레이어는 단숨에 헬카이저를 덮쳤다.\n그리고 그 거대한 드래곤을 입으로 물어 던지는 엄청난 힘을 선보였다.,"In a fit of rage, Dragon slayer attacked Hell kaiser.\nAnd he bit the huge dragon with his mouth.",,
,53,18,증명의 탑 마지막 층,헬카이저,,"어, 어떻게! 어떻게 돌아온거냐! 넌 분명히 그때......",Ho..How! How can you come back!,,
,53,19,증명의 탑 마지막 층,드래곤 슬레이어,변신,크아아아아아!,Kraaaaaaaa!,,
,53,20,증명의 탑 마지막 층,주인공,,완전히 이성을 잃은 드래곤 슬레이어에게 말은 통하지 않았다.\n헬카이저는 당황한 채 계속 질문을 던졌지만 저 짐승이 대답할 리 없었다.,"No conversation with totally out of mind, Dragon slayer.\nHell kaiser kept asking questions, but that beast could not answer them.",,
,53,21,하얀 배경,주인공,,그 다음으로 내가 놀란 것은 헬카이저를 두들겨 패는 그의 힘이 아니었다.\n고대신룡의 몸에서 뿜어져 나오는 강렬한 빛 때문이었다.,"What I was surprised was not his strength to beat up Hell kaiser.\nIt was due to the intense light from God dragon's body. """,,
,53,22,하얀 배경,헬카이저,,"뭐냐 저건! 대체 무슨 일이 일어난, 크억!",What the hell is that? What the hell is going on?!,,
,53,23,하얀 배경,드래곤 슬레이어,변신,빌어먹을 네놈 때문에 힘을 빌렸다! 아르하를 정복해?\n착각도 유분수고 헛소리도 작작할 것이지 대체 여기서 한게 뭐냐!,"I owe you the power because of your damn thing! To conquer Archa?\nYou'll be a little off the top of your head. What the hell are you doing here?",,
,53,24,하얀 배경,헬카이저,,"무, 무슨 말이냐 그게! 대체 갑자기 나타나서 무슨 말을 하는거냐!",What are you talking about? What the hell are you talking about!!,,
,53,25,하얀 배경,드래곤 슬레이어,변신,여신이 살아있었다 이 멍청한 작자야.\n처음부터 넌 정복같은거 한 적이 없었던거지.,"The goddess was alive, you idiot.\nYou've never done a conquest since the beginning. ",,
,53,26,하얀 배경,주인공,,새하얀 빛무리 때문에 헬카이저의 표정이 보이진 않았다.\n하지만 분명히 볼만한 얼굴을 하고 있었을 것이다.,I couldn't see Hell kaiser's expression because of the intense light.\nBut he must have looked embarrassed.,,
,53,27,하얀 배경,주인공,,"그리고 곧, 빛이 점점 잦아들기 시작했다.\n드래곤 슬레이어에게 당하는건지 헬카이저의 비명도 간간이 들렸다.","And soon, the light began to subside.\nI heard Hell kaiser's scream from time to time.",,
,53,28,컷신3,주인공,,"그 빛 속에서 걸어나온건, 놀랍게도 고대신룡이었다!","Surprisingly, it was God dragon who walked out of the light!",,
,53,29,컷신3,헬카이저,,말도 안돼! 넌 죽었다!,No way! You were dead!,,
,53,30,컷신3,주인공,,"나뿐만이 아니었다. 솔라와 제피로스, 포폰, 렉스톤, 헬카이저까지.\n이 자리에 있는 모두가 경악한 표정으로 고대신룡을 바라보고 있었다.","It wasn't just me. Solar, Zephyros, Popon, Rexton and even Hell kaiser.\nEveryone here looked at God dragon with a startled look on their faces.",,
,53,31,컷신3,드래곤 슬레이어,변신,아르하의 여신이 살아있다고 몇번을 말하냐.,I told you goddess of Archa is alive.,,
,53,32,컷신3,헬카이저,,헛소리! 아르하의 여신이라도 죽은 자를 되살리진 못한다!,Nonsense! Even the goddess can not bring back the dead!,,
,53,33,컷신3,고대신룡,변신,당연하지. 이건 부활같은게 아니다.,Of course. This is not resurrection.,,
,53,34,컷신3,주인공,,고대신룡이 말했다. 그 목소리는 진짜 살아생전의 고대신룡이었다.\n빛에서 천천히 걸어나오는 그 모습은 그야말로 기적을 보는 기분이었다.,"God dragon said. The voice was real God dragon.\nWalking slowly out of the light, it was like watching a miracle.",,
,53,35,증명의 탑 마지막 층,주인공,,나도 모르게 눈물이 흘렀다. 이 순간 벌어진 기적에 대한 감동이 아니었다.\n그냥 고대신룡이 살아온 것이 기뻤을 뿐이었다.,"Tears flowed before I knew it. It was not the emotion of the miracle that happened at this moment.\nIt was just a pleasure that God dragon lived.",,
,53,36,증명의 탑 마지막 층,고대신룡,변신,나는 한번 죽었다. 하지만 지금 여기 서있지.\n죽은 목숨이 되돌아 온 것이 아니라 다시 한번 이 땅에 태어난 것이다.,"I died once. But I'm standing here now.\nThe dead are not brought back, but born at here again.",,
,53,37,증명의 탑 마지막 층,드래곤 슬레이어,변신,아르하의 여신은 이 땅의 탄생을 관장한다.\n덕분에 나도 '다시' 태어나게 되었다. 네놈과 저놈을 한번에 죽이기 위해서.,"The goddess of Archa controls the birth of this land.\nThanks to her, I was born again. To kill you and THAT all at once.",,
,53,38,증명의 탑 마지막 층,주인공,,드래곤 슬레이어도 진짜였다. 저 더러운 입담같으니. \n그리고 고대신룡과 눈이 마주쳤다. 뭐라 말을 할까 고민하던 그순간.,Dragon slayer was real badass. That dirty talker is. \nAnd the eyes met with God dragon. The moment I was thinking about what to say.,,
,53,39,증명의 탑 마지막 층,고대신룡,변신,"나 역시 하고 싶은 말이 매우 많다.\n하지만 먼저, 이 자리를 대화하기 적합한 장소로 만들어야겠지.","I also have a lot to say.\nBut first, I have to make this place a peaceful place to talk.",,
,53,40,증명의 탑 마지막 층,주인공,,그리고 지금까지와는 전혀 다른 매서운 눈빛으로 헬카이저를 노려보았다.\n헬카이저는 드래곤 슬레이어의 발 밑에서 벗어나며 크게 호통쳤다.,And he stared at Hell kaiser with fierce eyes.\nHell kaiser roared away from under the foot of Dragon slayer.,,
,53,41,증명의 탑 마지막 층,헬카이저,,카데스님이 모두 보고 계신다! 여신과 네놈들이 되살아난 것 전부!\n절대 너희들을 가만두지 않을 것이다!,Kades is watching you all! All the goddess and all of you!\nI'll never let you go!,,
,53,42,증명의 탑 마지막 층,고대신룡,변신,"아무렴, 무서운 존재지. 그토록 사악하고 강력한 존재는 없을거야.\n그리고 그 곁에 더이상 헬카이저란 존재는 없을거다.","Sure, Kades is a scary one. I don't think there is such an evil and powerful being.\nAnd there won't be ""Hell kaiser"" next to it.",,
,53,43,증명의 탑 마지막 층,주인공,,"헬카이저가 몸을 떨었다. 떠는 것처럼 보였다.\n고대신룡은 날개를 활짝 펼치고, 공격을 시작했다.",Hell kaiser shuddered. It looked like it was nervous.\nGod dragon stretched his wings wide and began to attack.,,
,,,,퀘스트,58,"헬카이저를 무찌르자\n(증명의 탑에 퀘스트 표시)\n(전투 퀘스트, 보스 체력 10%에서 시작)\n(드래곤 선택지에 드슬과 고신밖에 없음)",Defeat Hell kaiser.,,
,54,1,증명의 탑 마지막 층,주인공,,"드래곤 슬레이어가 마지막 일격을 가하려는 순간, 갑자기 한기가 느껴졌다.","At that moment, Dragon slayer was about to strike its last blow, a chill came.",,
,54,2,증명의 탑 마지막 층,주인공,,그리고 깊은 어둠이 헬카이저의 발 밑에 펼쳐졌다.\n쳐다보는 것조차 두려운 무시무시한 기운이 세어나오는 검은 구멍.,"Then, deep darkness unfolded beneath Hell kaiser's feet.\nThe black hole is filled with fierce energy that fears even looking at it.",,
,54,3,증명의 탑 마지막 층,드래곤 슬레이어,변신,어딜 도망쳐.,You can't run away.,,
,54,4,증명의 탑 마지막 층,주인공,,그리고 드슬이 겁도 없이 구멍에 손을 밀어넣는 걸 보고 기겁했다.\n하지만 이리저리 손을 휘젓는가 싶더니 욕을 내뱉으며 다시 손을 빼냈다.,"I was horrified to see Dragon slayer pushing its hands through the hole without fear.\nHowever, it felt as if it was shaking its hands, then it drew its hand back.",,
,54,5,증명의 탑 마지막 층,드래곤 슬레이어,변신,아모르는 뭐하는거냐. 카데스는 이런 것도 할줄 아는데.,What is Amorru doing? Kades can do this.,,
,54,6,증명의 탑 마지막 층,고대신룡,변신,놓쳤군. 역시 카데스였나.,Missed. It should be Kades.,,
,54,7,증명의 탑 마지막 층,주인공,,싸움은 철저하게 일방적이었다.\n고대신룡과 드래곤 슬레이어는 압도적인 힘으로 헬카이저를 무찔렀다.,God dragon and Dragon slayer defeated Hell kaiser with overwhelming power.,,
,54,8,증명의 탑 마지막 층,고대신룡,변신,여신님은 어떻게 됐지?,What about the goddess?,,
,54,9,증명의 탑 마지막 층,드래곤 슬레이어,변신,사라졌다. 제대로 도망쳤거나 이미 잡혀갔겠지.,Disappeared. Maybe she ran away or already been taken.,,
,54,10,증명의 탑 마지막 층,솔라,,여신님이 살아계신다고? 정말이냐?,Goddess still alive?! Really?,,
,54,11,증명의 탑 마지막 층,주인공,,여신이란 말에 솔라가 다급하게 물어봤다.\n고대신룡은 고개를 끄덕였고 솔라는 믿기지 않는다는 표정으로 다시 물었다.,"When the word "" goddess "" was said, Solam immediately asked.\nGod dragon nodded, and Solar asked back with a look of disbelief.",,
,54,12,증명의 탑 마지막 층,솔라,,정말로 살아계신다고? 그게 정말이냐?,Is she alive? Really?,,
,54,13,증명의 탑 마지막 층,고대신룡,변신,정말이다. 그리고 나와 저녀석에게 힘을 빌려주고 이땅에 강림 시켜주셨지.,"Yes, she is. She lent power to me and to that and brought us down to here.",,
,54,14,증명의 탑 마지막 층,주인공,,그순간 아르하의 드래곤들이 모두 탄성을 터뜨리며 기뻐했다.\n도대체 그 여신이 누군지 궁금하던 와중 고대신룡이 내게 다가왔다.,"At that moment, all the dragon of Archa were very happy.\nWhile I was wondering who the goddess is, God dragon came up to me.",,
