,시나리오 넘버,대사 넘버,배경,캐릭터,표정,대사,번역
,82,1,증명의 탑,드래곤 슬레이어,변신,크하하하! 거친 놈이군! 싸울 맛이 나!,Hahaha! You make me happy!
,82,2,증명의 탑,고대신룡,변신,피해 솔라!,Solar! Watch out!
,82,3,증명의 탑,주인공,,고대신룡의 외침에 솔라는 간신히 엔더 드래곤의 공격을 피했다.,Solar barely avoided the attack of Ender Dragon at the shout of God dragon.
,82,4,증명의 탑,솔라,,뭐야 저놈! 여긴 쳐다보지도 않으면서 어떻게 공격한거야?,What the hell! How did he attack here without looking at it?
,82,5,증명의 탑,드래곤 슬레이어,변신,"파멸을 관장하는 신의 힘이지! 생명을 감지해서 파멸시키기 위해 공격하는, 크엑!","Because of the power of god to control destruction! It detect and destroy life, Kraaa!"
,82,6,증명의 탑,주인공,,"기세 좋게 공격하던 드래곤 슬레이어가 엔더 드래곤에게 얻어맞고 나가떨어졌다. 그 괴상한 비명을 듣자 아주 잠깐, 통쾌한 기분이 들었다.","Dragon slayer was hit and knocked out. When I heard the scream of it, I felt a glow for a moment."
,82,7,증명의 탑,솔라,,여신님은 아직이야?,Is the goddess still?
,82,8,증명의 탑,제피로스,,아직이다! 조금만 더 버텨!,Not yet! Hang in there!
,82,9,증명의 탑,렉스톤,변신,"으아악, 언제까지 버텨야 되는거야?","Aaaah, how long do we have to hang in?"
,82,10,증명의 탑,주인공,,결국 나라는 힘없는 인간은 이 싸움판에 응원 말고는 할 게 없는건가. 모두들 힘내!,"Is there nothing for powerless human like me to do but cheer on this fight? Cheer up, everyone!"
,82,10,증명의 탑,고대신룡,변신,"움직임을 멈추지 마! 드래곤 슬레이어, 빨리 일어나! 거기서 미적거리지 말고!","Don't stop! Dragon slayer, get up! Don't hang around there!"
,82,10,증명의 탑,드래곤 슬레이어,변신,크윽...... 네놈 감히 목숨을 살려준 은혜를 잊고 나한테......,How dare you say that to me? I saved your life!
,82,8,증명의 탑,고대신룡,변신,지나간 과거는 빨리 잊는게 상책!,Let bygones be bygones.
,82,8,증명의 탑,제피로스,,"으윽, 이 녀석 저번보다 더 강해졌어! 이대로는 오래 못버틴다!","Uhg, he is stronger than last time! We can't last long!"
,82,11,증명의 탑,포폰,,여신님이다!,Goddess!!
,82,12,증명의 탑,주인공,,그순간 포폰이 환한 목소리로 크게 외쳤다. 모두가 반색을 하며 포폰이 가리킨 방향을 보자......,"At that moment, Popon shouted. Everyone looked in the direction of Popon with joy."
,82,13,증명의 탑,아스타로트,화남,뭐야! 네놈들이 왜 여기있어!,What the hell! Why are you guys here!
,82,14,증명의 탑,렉스톤,변신,야이 포폰 바보야!,"Popon, you stupid!!!"
,82,15,증명의 탑,주인공,,렉스톤이 불같이 화를 냈다. 진심으로 크게 화를 냈다.,Rexton flew into a rage. He was really angry.
,82,16,증명의 탑,고대신룡,변신,아니 뭐 틀린 건 아니니......,"No, he's not wrong..."
,82,17,증명의 탑,드래곤 슬레이어,변신,"호오, 오랜만이군.","Oh, long time no see."
,82,18,증명의 탑,주인공,,"드래곤 슬레이어를 본 아스타로트가 움찔했다. 그순간 블리자드와 이그나, 다크나이트가 아스타로트를 보호하듯 주변에 둘러섰다.","She was surprised to see Dragon slayer. At that moment, Blizzard and Igna and Dark knight formed a ring around as if they were protecting Astaroth."
,82,19,증명의 탑,이그나,,설마 같이 싸워야 하는거야? 염치가 있지 한번 싸워놓고 이제와서 힘을 합치라고? 실화야?,Should we fight together? Aren't you ashamed of yourself after a fight? Are you mad?
,82,20,증명의 탑,블리자드,,조용히 해.,Silence.
,82,21,증명의 탑,이그나,,싫어! 솔라가 그때 어떤 눈빛으로 쳐다봤는지 알기나 해?!,No! Do you have any idea how he looked at me then?
,82,22,증명의 탑,블리자드,,하아......,(sigh)
,82,23,증명의 탑,제피로스,,"너희들, 왜 이제서야 나타난거냐! 뭐하러 온거야!",Why did you guys just show up! What are you here for?
,82,24,증명의 탑,아스타로트,화남,지금 나한테 한 말이냐?,Are you talking to me now?
,82,25,증명의 탑,주인공,,아스타로트의 호통에 제피로스는 어물거리다가 엔더 드래곤에게 달려들었다. 차라리 저쪽이 낫다는 건가.,"At Astaroth's yell, Zephyros jumped on Ender Dragon. Does he think it's better that way?"
,82,26,증명의 탑,주인공,,이제와서 뭘 어쩌자고 나온거냐? 우리랑 싸우려고?,What have you got to do now? Do you want fighting with us?
,82,27,증명의 탑,아스타로트,화남,시끄럽다. 네놈만 아니었어도 카데스님께 유타칸을 바치고 아르하의 자유를 얻을 수 있었는데! 이젠 엔더 드래곤까지 나타나고 방법이 없다!,"Shut up! If it weren't for you, I could have given Utahkhan to Kades and gained Archa's freedom! But there is no way now that Ender Dragon is here!"
,82,28,증명의 탑,고대신룡,변신,"아하, 엔더 드래곤과 싸우러 온게 맞군.","Aha, you came to fight Ender Dragon."
,82,29,증명의 탑,아스타로트,화남,크윽...... 네놈들 때문에 우리는...!,"because of you, we ...!"
,82,30,증명의 탑,다크나이트,,맞다. 싸우러 왔다.,You're right. We are here to fight.
,82,31,증명의 탑,주인공,,아스타로트가 뭐라고 시끄럽게 떠들었지만 전투의 소음으로 들리지 않았다. 고대신룡과 다크나이트는 서로를 바라보고 있었다.,"Astaroth made a lot of noise, but the noise of the battle made me deaf. God dragon and Dark knight were looking at each other."
,82,32,증명의 탑,고대신룡,변신,정신 좀 차렸나보군. 똑바로 싸워라.,You must be on your way.
,82,33,증명의 탑,아스타로트,화남,지금 나한테 한 말이냐!,Are you talking to me now?!
,82,34,증명의 탑,다크나이트,,아닙니다 시렐라님. 저희에게 한 말입니다.,"No, Sirella, that's to us."
,82,35,증명의 탑,아스타로트,화남,그 이름으로 날 부르지 마라!,Don't call me by that name!
,82,36,증명의 탑,블리자드,,당신은 시렐라님입니다. 거짓된 이름은 이제 벗어버리시지요.,You are Sirella. Get rid of your false name now.
,82,37,증명의 탑,주인공,,"아스타로트는 다시 분통터지는 표정으로 블리자드를 올려다봤다. 하지만 그 독기어린 표정은, 자신을 내려보는 세 수호룡의 표정 앞에 금방 풀어졌다.",Astaroth looked up at Blizzard with an angry look. But the angry face was released before the three dragons looking down to her.
,82,38,증명의 탑,아스타로트,화남,뭐야 지금...... 너희 대체......,What are you... what the...
,82,39,증명의 탑,이그나,,지금까지 잘못했습니다 시렐라님. 당신한테 필요한 걸 저희는 착각하고 있었어요.,"We did wrong, Sirella. We have finally learned what you need."
,82,40,증명의 탑,아스타로트,화남,무슨 말이냐 갑자기!,What do you mean?!
,82,41,증명의 탑,다크나이트,,"용기있는 분이시죠 당신은. 지금까지도 앞으로도, 카데스에게 그렇게 대드는 자는 없을 겁니다.","You have the courage. From the past to the future, no one will ever turn against Kades like that."
,82,42,증명의 탑,아스타로트,화남,시끄러워! 명령이다! 입 다물고 가만히 있어!,Shut up! It's an order! Keep your mouth shut!
,82,43,증명의 탑,블리자드,,당신이 살아있는 것만으로 우린 우리의 소명을 다했다고 생각했습니다. 이제야 그 착각에서 깨어났군요.,I thought we had fulfilled our calling just because you were alive. Now we're out of that illusion.
,82,44,증명의 탑,주인공,,세 수호룡의 말을 들으며 아스타로트는 거세게 저항했다.,"Astaroth resisted strongly, listening to the three guardian dragons."
,82,45,증명의 탑,아스타로트,화남,기다려! 기다리라고 했잖아! 왜 아무도 내 말을 안 듣는 거냐!,Wait! I told you to wait! Why isn't anyone listening to me?
,82,46,증명의 탑,블리자드,,시간이 없습니다. 파멸이 다가오고 있습니다.,We don't have time. The doom is coming.
,82,47,증명의 탑,아스타로트,화남,알았으니까 일단 기다려 봐! 여차하면 도망칠 수도 있으니!,"Okay, wait! We could run away!"
,82,48,증명의 탑,이그나,,그건 안되죠. 기껏 여기까지 와서 싸우지도 않고 도망갈 순 없잖아요.,We can't do that. We can't just come all this way and run away without a fight.
,82,49,증명의 탑,아스타로트,화남,왜 안돼! 이미 싸우기를 포기하고 복종했는데 두 번 못할 건 뭐냐!,"Why not! We gave up fighting and obey, but we can't do it twice!"
,82,50,증명의 탑,다크나이트,,푸하하하!,Puhaha!
,82,51,증명의 탑,주인공,,아스타로트의 말을 들은 다크나이트가 큰 웃음을 터뜨렸다. 화를 내던 아스타로트도 어이가 없었는지 그 모습을 가만히 바라보고만 있었다.,"Listening to Astaroth, Dark knight burst out laughing. Astaroth was also looking away at the sight of it."
,82,52,증명의 탑,다크나이트,,"그래, 진작 이랬어야지. 진작에 말이야.","Yes, we should have done like this."
,82,53,증명의 탑,아스타로트,화남,무슨 말이냐!,What do you mean?!
,82,54,증명의 탑,다크나이트,,이제야 우리 할 일을 했더니 성취감이 드는군요. 그럼 나머지 일을 마무리하겠습니다.,"Now that I've done my job, I feel fulfilled. Then I'll take care of the rest."
,82,55,증명의 탑,아스타로트,화남,"잠깐, 기다려! 기다리라고! 명령이다!",Wait a minute! Wait! That's an order!
,82,56,증명의 탑,주인공,,세 드래곤은 순식간에 사라졌다. 아스타로트는 앞으로 뻗은 손을 거두지도 못하고 그 뒤를 바라보고 있었다.,The three dragons disappeared in an instant. Astaroth was looking behind them.
,82,57,증명의 탑,주인공,,엔더 드래곤과의 전투가 시작되었다.,The battle with Ender Dragon has begun.
,,,,퀘스트,,"엔더 드래곤을 무찌르자
(증명의 탑에 퀘스트 표시) (모든 동료 드래곤만 등장) (승리 전투)",Defeat Ender dragon.
,83,1,증명의 탑,주인공,,"처절한 싸움 끝에 우리는 간신히 엔더 드래곤을 쓰러트렸다. 쓰러트렸다고 생각했다. 바로 다음 순간, 엔더 드래곤은 아무렇지도 않게 일어나 말했다.","After a fierce battle, we knock down Ender Dragon. I thought it was over. Just the next moment, Ender Dragon rose up and said."
,83,2,증명의 탑,엔더 드래곤,,흐름을 거스르지 마라.,Don't go against the stream.
,83,3,증명의 탑,렉스톤,변신,으악! 말했어!,Oops! He can speak!
,83,4,증명의 탑,엔더 드래곤,,이미 아르하는 파멸이 결정된 땅이다. 무의미한 저항은 그만둬라.,Archa is a place decided to destroy. Stop the resistance and surrender.
,83,5,증명의 탑,아스타로트,화남,그게 무슨 말이냐! 카데스님은 분명 약속하셨다! 복종만 하면 파멸은 피하게 해주겠다고!,What do you mean? Kades promised! He will not destroy Archa if I obey him.
,83,6,증명의 탑,엔더 드래곤,,"피하지 않았느냐. '지금 이때까지'. 너는 충실히 아르하의 파멸을 피해왔고, 이제는 그 끝에 도달했다.","It has been 'So far'.  You have faithfully avoided the doom of Archa, and now you have reached the end."
,83,7,증명의 탑,주인공,,아스타로트가 어처구니 없는 표정을 지었다. 고작 이것 때문에라는 중얼거림이 들렸다.,Astaroth gave a ridiculous look. I could hear her mumblings.
,83,8,증명의 탑,엔더 드래곤,,"고통스럽고 괴로운 파멸이 아니다. 이것은 필요한 과정이자 어차피 다가올 종결. 어디에나 끝은 있고, 지금 여기서 그 끝이 시작될 뿐이다.","It is not a sore and painful doom. This is a necessary process and an upcoming ending. There is an end to it everywhere, and it only begins here."
,83,9,증명의 탑,주인공,,어째서 아르하가 끝나야 하는거지? 왜 카데스는 다른 세계를 파멸시키고 다니는거냐!,Why does Archa have to end? Why is Kades destroying the other world!
,83,10,증명의 탑,엔더 드래곤,,새로운 시작을 위해서다.,For a new start.
,83,11,증명의 탑,솔라,,그 시작은 대체 뭘 위한 시작인거냐! 평화를 부수면서까지 시작할만한 가치가 대체 어디에 있는거지!,What is the start for? Is it worth doing even if it breaks the peace?
,83,12,증명의 탑,엔더 드래곤,,평화라는 짧은 관념 속에서 살고 있는 너희들로선 이해할 수 없다. 이 모든 것은 안정과 균형을 위한 일.,You can't understand living in a short sense of peace. All this is for stability and balance of the world.
,83,13,증명의 탑,고대신룡,변신,헛소리!,Bullshit!
,83,14,증명의 탑,주인공,,고대신룡이 두 눈에 불을 키며 일어섰다.,God dragon stood up with glaring eyes.
,83,15,증명의 탑,고대신룡,변신,너는 태초의 두 신 중 하나인 카데스의 화신이다! 너의 의지가 곧 카데스의 의지겠지!,"You are the avatar of Kades, one of the first two gods! Your will must be the will of Kades!"
,83,16,증명의 탑,엔더 드래곤,,그렇다. 그런 너야말로 아모르의......,"Yes, and you are the av....."
,83,17,증명의 탑,고대신룡,변신,아니야! 난 아모르의 의지를 이어받은 빛의 후손! 너같은 카데스의 쪼가리가 아니라 고대신룡이다!,"No! I am a descendant of the Amorru's will! God dragon, not a fragment of Kades like you!"
,83,18,증명의 탑,엔더 드래곤,,차이가 뭐지?,What is the difference?
,83,19,증명의 탑,고대신룡,변신,난 '살아가는 자'들의 세계에 간섭하지 않겠다는 아모르의 의지로 이 땅에 '태어났다'! 하지만 넌 카데스의 일부로 '만들어진' 파멸의 수단일 뿐!,"I was born in this land by the will of Amorru, not to interfere with the world of living! But you are just a means of destruction made as part of Kades!"
,83,20,증명의 탑,주인공,,흥미 없다는 듯 심드렁하게 대답하는 엔더 드래곤.,Ender Dragon gives a flat answer as if it's not interested.
,83,21,증명의 탑,엔더 드래곤,,아모르와 '나'와의 차이일 뿐이다. 결국 '끝'은 오게 되어있다.,"It's just the difference between Amorru and I. In the end, the end is meant to come."
,83,22,증명의 탑,고대신룡,변신,"네가 거기에 개입하지 말라는거다! 높은 놈이면 높은데서 그냥 쳐다보고나 있던가, 아니면 나처럼 이 땅에 '태어나' 네 눈으로 직접 판단해라!",I'm telling you to stay out of it! Just watch it at there or 'born' on this land like me and decide for yourself!
,83,23,증명의 탑,주인공,,갑자기 엔더 드래곤의 분위기가 변했다. 모습은 그대로였다. 다만...... 화가 난 것처럼 느껴졌다.,"Suddenly, the mood of Ender Dragon changed. It was just as it was. But he looks angry."
,83,24,증명의 탑,엔더 드래곤,,내게 방법을 따지고 드는건가. 빛의 자손이여.,Are you trying to teach me? Son of light.
,83,25,증명의 탑,다크나이트,,큭...... 기다려라......,Wait...
,83,26,증명의 탑,엔더 드래곤,,"걱정하지 마라. 너희는 결국 다시 만나게 될 것이다. 새로운 순환과 새로운 안정, 더이상 파멸따위는 걱정하지 않아도 되는 그곳에서.","Be easy. You'll meet again in the end. Where you no longer have to worry about new cycles, new stability, and destruction."
,83,27,증명의 탑,아스타로트,화남,그렇게는 못한다! 아르하의 파멸따위 절대 내가 가만두지 않겠어!,No! I'll never let Archa doomed!
,83,28,증명의 탑,주인공,,그순간 아스타로트의 외침과 함께 갑자기 등 뒤에서 밝은 빛이 번쩍였다.,"At that moment, with Astaroth's shout, a bright light flashed behind her back."
,,,,퀘스트,,"아스타로트의 외침을 들어보자
(증명의 탑에 퀘스트 표시)",Listen to shout of Astaroth.
