,시나리오 넘버,대사 넘버,배경,캐릭터,표정,대사,번역
,1,11,꿈의 세계 월드맵,지부장,보통,"다만 한가지 해결하지 못한 문제점이 있습니다. 아르하의 기운을 추적하는 기술은 완성되었지만,\n추적 대상이 될만한 강력한 아르하의 기운을 아직 손에 넣지 못했습니다.",But we still have a problem. The tracking technology is complete.\nWe haven't found a clue to trace yet.
,1,12,꿈의 세계 월드맵,주인공,,그 강력한 아르하의 기운이란게 혹시......,Clue means....
,1,13,꿈의 세계 월드맵,지부장,보통,네. 다크베인을 무찔러야 합니다.,Yes. We must defeat Dark Vein.
,1,14,꿈의 세계 월드맵,즈믄,슬픔,너 뭐 잘못한 거 있어? 빨리 사과드려!,"Did you do something wrong? Come on, apologize!"
,1,15,꿈의 세계 월드맵,주인공,,죄송합니다! 제가 뭔가 실수를......,I'm sorry! Did I made a mistake ...
,1,16,꿈의 세계 월드맵,지부장,웃음,그런게 아닙니다. (주인공) 혼자서 싸우는 것이 아니라 테이머 협회의 총력을 기울인 일전을 준비중입니다.,"No. Not only you, (주인공) You are not fighting on your own. Tamer association is preparing for a full-scale battle, too."
,1,17,꿈의 세계 월드맵,지부장,보통,막강한 적이지만 꼭 이겨야 할 필요가 있는만큼 우리의 모든 것을 쏟을 예정이죠.,"He is a powerful enemy, but we have to win, so we will give it all we've got."
,1,18,꿈의 세계 월드맵,주인공,,"그, 그렇군요. 천만 다행입니다.",Ye..s. that sounds better.
,1,19,꿈의 세계 월드맵,지부장,보통,"아마 곧 준비가 끝날겁니다. (주인공), 다크베인을 무찌르고 아르하의 기운을 수집하세요.","Association is ready to fight. (주인공), defeat Dark Vein and collect the force of Archa."
,,,,퀘스트,,다크베인을 무찌르고 아르하의 기운을 수집하자.\n(아르하의 입구에 퀘스트 표시)\n(터치 시 바로 다음 시나리오 연출 시작),"Defeat Dark Vein and collect the force of Archa.\n(아르하의 입구에 퀘스트 표시)\n(다크베인 강제 전투, 주인공 외 3명은 랜덤 드래곤, 다크베인 스펙을 약화시켜 승률 100%로)"
,2,1,꿈의 세계 월드맵,다크베인,,포기를 모르는 벌레들 같으니! 이런 하찮은 공격이 통할 것 같으냐!,You nasty bugs! You can't hurt me!
,2,2,꿈의 세계 월드맵,주인공,,"다크베인이 방심한 그순간, 고대신룡과 눈이 마주쳤다.\n난 고개를 끄덕였고, 고대신룡은 순식간에 다크베인의 등 뒤로 접근했다.","At that time, when Dark Vein off guard, I made eye contact with God Dragon.\nI nodded, God dragon got six of Dark Vein."
,2,3,꿈의 세계 월드맵,고대신룡,,싸움 중에 한눈 팔지 마라!,Eat this!
,2,4,꿈의 세계 월드맵,다크베인,,크아아아악! 이런 비겁한 놈!,Yipe! You sneaky jerk!
,2,5,꿈의 세계 월드맵,주인공,,"큰 상처를 입은 다크베인은 거대한 문 너머로 도망치려고 했다.\n나와 고대신룡이 서둘러 다크베인을 쫓으려 한 순간, 지부장님이 크게 외쳤다.",The injured Dark Vein tried to run over the huge gate.\nManager shouted when I and God dragon try to chase after it
,2,6,꿈의 세계 월드맵,지부장,화남,기다리세요! 도망치게 둬야 합니다!,Wait! Let it go
,2,7,꿈의 세계 월드맵,주인공,,지금이 기회 아닌가요?,What? This is the chance!
,2,8,꿈의 세계 월드맵,지부장,보통,아뇨. 아직 다크베인이 가진 아르하의 기운을 수집하는 중입니다.\n완전히 무찔러 버리면 모든 게 처음부터에요!,"Negative. We still collecting the force from Dark Vein.\nIf you defeat it totally, we had to do it again from the beginning."
,2,9,꿈의 세계 월드맵,즈믄,슬픔,"으으, 아깝다. 진짜 막타만 남았는데......",That was really close.
,2,10,꿈의 세계 월드맵,누리,보통,실망하지 마 즈믄! 아르하로 가서 적 본거지를 공격하기만 하면 전부 끝날거야!\n아르하의 기운이 수집되는걸 기다려 보자구!,Cheer up Zimon. All we have to do is attack the enemy's base!\nLet's wait and see the energy collecting!
,,,,퀘스트,,수집 작업이 완료됐는지 확인하자\n(아르하의 입구에 퀘스트 표시),Check collecting is done
,3,1,꿈의 세계 월드맵,지부장,웃음,"됐어, 성공입니다!",Yes! We made it!
,3,2,꿈의 세계 월드맵,주인공,,지부장님이 평소 보기 힘든 환한 웃음을 지었다. 옆에 있던 디트도 너털웃음을 터뜨리며 기뻐했다.,Manager made a big smile. Deet was delighted too.
,3,3,꿈의 세계 월드맵,디트,웃음,"하하, 어떠냐! 성공이지! 내가 만든 아르하 추적 장치는!",Haha. How was it? My invention is great!
,3,4,꿈의 세계 월드맵,지부장,웃음,"네, 잘 작동하는군요. 이제 아르하의 좌표를 특정지을 수 있습니다.","Yes. It works very well. Now, we can specify the coordinate of Archa."
,3,5,꿈의 세계 월드맵,주인공,,그리고 지부장님은 언제 웃었냐는듯 다시 진지한 표정으로 나를 돌아봤다.,And the manager looked back at me with a serious look on her face.
,3,6,꿈의 세계 월드맵,지부장,보통,"(주인공), 임무를 하달하겠습니다. 고대신룡과 함께 아르하로 지금 즉시 이동해주세요.\n그리고 주변의 지형을 파악하고, 적의 근거지를 정찰하는 선발대로 활동해주시기 바랍니다.","(주인공), I'll give you a mission. Go to Archa with God dragon and reconnoiter enemy's territory. Now."
,3,7,꿈의 세계 월드맵,즈믄,보통,어째서 (주인공)만 가는거죠? 저희는요?,Why only (주인공)? How about us?
,3,8,꿈의 세계 월드맵,주인공,,즈믄의 말에 지부장님은 고개를 가로저었다.,She shook her head in denial.
,3,9,꿈의 세계 월드맵,지부장,보통,소규모 선발대로 적에게 들키지 않는 것이 목적입니다. (주인공)와(과) 고대신룡 정도만 해도 충분합니다.,Scout team have to infiltrate into enemy's base on a small group. (주인공) and God dragon are enough.
,3,10,꿈의 세계 월드맵,즈믄,보통,하지만......,But...
,3,11,꿈의 세계 월드맵,누리,웃음,"자, 즈믄! 우리도 할 일은 많다고! 다크베인과의 싸움으로 망가진 전초기지도 고치고, 부상병도 도와야지?",Come on Zimon! We got a lot to do! We need to fix the outpost and help the wounded soldiers.
,3,12,꿈의 세계 월드맵,주인공,,누리가 즈믄의 입을 손으로 막으며 데려갔다. 별 일 아닌 척은 하지만 아마 누리도 많이 걱정할 것이다.,"Nuri dragged Zimon. Se pretends it is not a big deal, but she may also be worried."
,3,13,꿈의 세계 월드맵,지부장,보통,"잘 들으세요. 이번 임무의 최종 목표는 귀환입니다. 절대 죽지 말고, 살아 돌아와서 보고하세요.\n그렇지 않으면 선발대의 의미가 없습니다.","Listen up. Your goal is come back in one piece. Never die, come back alive and report.\nOtherwise, there is no point in the scouts"
,3,14,꿈의 세계 월드맵,주인공,,"네, 알겠습니다.",Aye aye ma'am
,3,15,꿈의 세계 월드맵,지부장,보통,그리고 이 추적 장치를 절대 잊지 마세요. 아르하의 기운으로부터 여러분을 보호해줄 겁니다.\n마지막 점검이 끝나면 서둘러 출발해주세요.,And keep this tracer. It will protect you from the force of Archa.\nMake a quick start after the last checkup
,,,,퀘스트,,"아르하로 이동하자\n(아르하의 입구에 퀘스트 표시, 아르하의 입구를 선택하면 전초기지와 아르하 선택지가 등장)\n(월드맵 버튼에 아르하 버튼 활성화)",Go to Archa
,4,1,아르하 월드맵,주인공,,"눈을 뜨자 그곳은 지금까지 한번도 보지 못한 세상이었다.\n모든것이 파괴된듯한 기괴하고 아찔한 광경. 그러면서도 일견, 아름다웠다.","When I opened my eyes, it was a world I had never seen before.\nThe bizarre and giddy scene where everything seemed to be destroyed. But, it was beautiful."
,4,2,아르하 월드맵,고대신룡,,다 부서졌네. 엉망이군. 거기다 영 이상한데.,"Everything is gone and mess. Plus, it's very weird."
,4,3,아르하 월드맵,주인공,,고대신룡의 의견은 나와 상당히 달랐다.,His opinions differed considerably from mine.
,4,4,아르하 월드맵,고대신룡,,잘 봐. 생명의 기척이 전혀 느껴지지 않아.,Look. There is no sign of living things.
,4,5,아르하 월드맵,주인공,,"고대신룡의 말을 듣고 다시 한번 자세히 살펴보니 정말 그랬다.\n풀벌레, 바람 소리 하나 없이 사방이 적막했고 무언가 움직이는 것조차 발견할 수 없었다.","When I heard what he said and looked around again, it really was.\nIt was desolate all around, without a sound of the wind, and couldn't even detect something moving."
,4,6,아르하 월드맵,주인공,,음...... 일단 주변을 살펴보자.\n이렇게 조용하니 우리 움직임이 크게 눈에 띌거야. 되도록 조심히 움직여야겠어.,"Let's check around.\nWith this quiet, we'll be able to see very clearly. We'll move as carefully as we can."
,,,,퀘스트,9,주변을 수색하자.\n(탐색대 메뉴에 퀘스트 마크 표시)\n(선택하면 탐색대 메뉴로 이동)\n(수색 1회 완료할것)\n(해당 퀘스트 완료 시 빛의 봉인지 수색지 오픈),Search the neighborhood.
,5,1,아르하 월드맵,주인공,,저 탑 안에 뭔가 있는데?,Something in that tower!
,5,2,아르하 월드맵,고대신룡,,움직이고 있어. 동물이나 아르하의 드래곤...... 혹은 적일지도 몰라.,It's moving. Animals or Dragons ...... or enemies.
,5,3,아르하 월드맵,주인공,,"조심스럽게 다가가자고 말하려는 그 순간, 움직이던 그 무언가가 갑자기 이쪽을 돌아봤다.",At that moment. The thing turned around and looked this way.
,5,4,아르하 월드맵,???,,크아아아아!,Krrrrr
,5,5,아르하 월드맵,주인공,,"이런, 몬스터다!",Oops. Monster!
,5,6,아르하 월드맵,고대신룡,,빨리 처리해! 저 소리를 듣고 더 몰려올지도 몰라!,Do something quick! The others may be coming to hear that!
,,,,퀘스트,10,몬스터를 쓰러뜨리자.\n(빛의 봉인지에 퀘스트 표시)\n(전투 퀘스트)\n(해당 퀘스트 완료 시 빛의 봉인지 지역 오픈),Defeat a monster.
,6,1,빛의 봉인지,주인공,,재빨리 몬스터를 물리쳤지만 이미 주변은 가지각색의 몬스터로 가득했다.\n심상치 않았다. 아무리 소리를 들었더라도 이렇게 한번에 몰려오는 건 보통 일이 아니었다.,"We quickly beat the monsters, but the whole neighborhood is full of monsters.\nSomething wrong, no matter how they heard it, it was abnormal for them to flock together at once."
,6,2,빛의 봉인지,고대신룡,,조심해! 보통 몬스터가 아니야! 누군가가 지휘하고 있어!,Be careful! Someone controlling the monster!
,6,3,빛의 봉인지,주인공,,그럴 것 같아. 이렇게 빠르게 모여드는 건 누군가 지휘관이 있다는 소리인데......,I think so. The fact that they flock together so quickly means that someone is in command.
,6,4,빛의 봉인지,주인공,,"그순간, 몬스터 사이에서 익숙한 웃음소리가 들렸다.","At that time, we could hear familiar laughter among the monsters."
,6,5,빛의 봉인지,???,,크하하하하! 이곳까지 잘도 기어왔구나! 증오스러운 테이머와 고대신룡!,Khahaha! Welcome! You hateful tamer and God dragon
,6,6,빛의 봉인지,주인공,,그리고 몬스터 사이에서 익숙한 해골바가지가 보였다.,And there was a familiar skull among monsters.
,6,7,빛의 봉인지,G스컬,,"겁도 없이 이곳 아르하까지 찾아오다니, 유타칸에 목숨 몇개는 마련해놓은 모양이구나!","How dare you come all the way down here in Archa, you must have some more lives in Yutakan!"
,6,8,빛의 봉인지,주인공,,네놈이야말로 아직 목숨이 남아있었구나! 에스텔라 신전에서 완전히 소멸한 줄 알았더니!,You are still alive! I thought you were dead in Estella!
,6,9,빛의 봉인지,G스컬,,"크윽, 닥쳐라! 네놈에게 당한 패배는 아직도 잊을 수 없다!\n카데스님이 아니었다면 그 굴욕을 갚을 기회도 없었겠지!","Uk, shut up! I can't forget the indignity from you!\nI wouldn't have had a chance to pay that humiliation without Kades"
,6,10,빛의 봉인지,G스컬,빨간색,이번에야말로 놓치지 않겠다!,I won't miss it!
,,,,퀘스트,11,G스컬을 쓰러뜨리자.\n(빛의 봉인지에 퀘스트 표시)\n(전투 퀘스트),Defeat G-Skull
,7,1,빛의 봉인지,주인공,,별로 강해진 것 같지가 않은걸? 여전히 약해빠졌구나!,I don't think you are strong enough. You're still weak!
,7,2,빛의 봉인지,G스컬,,"큭큭, 바보같은 놈. 지금 나만 상대하는 줄 착각하고 있구나.","You think I'm the only one, you stupid."
,7,3,빛의 봉인지,주인공,,아뿔싸!,Oops!
,7,4,빛의 봉인지,주인공,,"등 뒤를 덮치는 거대한 그림자를 발견했지만 이미 늦었다.\n제대로 대응을 했어도 무의미했겠지만, 나는 무심코 두 눈을 질끈 감고 말았다.","I found a shadow on my back, but it was too late.\nI closed my eyes, though it would have been pointless if I had responded."
,7,5,빛의 봉인지,고대신룡,,크아아악!,Ughhhhhh!
,7,6,컷신2,주인공,,하지만 고대신룡의 비명이 들리자 나도 모르게 다시 눈을 뜨게 되었다.\n나를 감싸느라 깊은 상처를 입은 고대신룡이 쓰러진 것이 보였다.,"But when I heard the screams of God dragon, I opened my eyes again.\nI saw God dragon collapsed after suffering a serious injury covering me up."
,7,7,컷신2,G스컬,,하하하하! 바보같은 짓을 했구나! 어차피 둘 모두 여기서 죽을텐데!,Hahaha You idiot. You gonna die too!
,7,8,컷신2,주인공,,고대신룡! 정신차려!,God dragon! Stay with me!
,7,9,컷신2,고대신룡,,도망쳐... 빨리...,Run... hurry...
,7,10,컷신2,G스컬,,헛소리! 너희는 절대 도망치지 못한다! 모두 여기서 죽어라!,Nonsense! You'll never run away! Everyone dies here!
,,,,퀘스트,12,G스컬의 몬스터를 쓰러뜨리자 (0/10)\n(빛의 봉인지에 퀘스트 표시)\n(빛의 봉인지 몬스터 10회 승리하기),Defeat Monsters of G-Skull.
,8,1,아르하 월드맵,주인공,,사방의 몬스터들이 한꺼번에 달려들었다.\n나는 어떻게든 다친 고대신룡을 지키기 위해 맞서 싸웠지만 역부족이었다.,"The monsters charged at all at once.\nI fought to protect God dragon, but I couldn't afford it."
,8,2,아르하 월드맵,주인공,,"아르하에 도착하자마자 이런 꼴이라니.\n속으로 끝없는 자책을 하며 마지막을 각오했을 때, 어디선가 큰 목소리가 들렸다.","This is what happened as soon as I arrived at Archa.\nWhen I prepared to end with remorse, I heard a loud voice somewhere."
,8,3,아르하 월드맵,???,,크아아아!,Ughhhh!
,8,4,아르하 월드맵,주인공,,동시에 온 대지가 뒤흔들렸다.\n제대로 서 있지도 못할 만큼 격한 흔들림이었다. 그리고 다시 큰 목소리가 들렸다.,The whole earth shook.\nIt was so violent that nobody could stand still. Then there was another loud voice.
,8,5,아르하 월드맵,???,,크아아아아아!,Ughhhhhh!
,8,6,아르하 월드맵,주인공,,목소리가 들린 쪽을 쳐다보니 한 드래곤이 있었다.\n그 드래곤은 두 손을 들어올려 다시 한번 대지를 크게 내리쳤다. 엄청난 진동이 이어졌다.,"When I looked to the side of voice, there was a dragon.\nThe dragon lifted up his hands and smashed the earth again. There was a massive earthquake."
,8,7,아르하 월드맵,G스컬,,"말도 안돼, 어떻게 아르하에서 드래곤의 힘을...... 큭, 네놈은 누구냐!","No way, how can you get the power of the Dragon from Archa?! Who are you?!"
,8,8,아르하 월드맵,렉스톤,,렉스톤이다!,I am Rexton!
,8,9,아르하 월드맵,주인공,,시원스레 대답한 드래곤은 다시 한번 두 손을 들어올려 땅을 내리쳤다.,"Soon after, Rexton raised his hands again to strike the ground."
,8,10,아르하 월드맵,G스컬,,그만! 그만둬라! 땅이 무너진다!,Stop! stop it! The ground is breaking!
,8,11,아르하 월드맵,렉스톤,,지금이다! 빨리 도망쳐!,Now! Run away!
,8,12,아르하 월드맵,주인공,,렉스톤이란 이름을 밝힌 드래곤은 멈추지 않고 땅을 내리쳤다.\n그 위력은 그야말로 대단했다.,The dragon named Rexton hit the ground without stopping.\nThe power was  great.
,8,13,아르하 월드맵,주인공,,어느 정도였냐면 도망치려는 나까지 넘어지게 만들 정도였으니.,I was about to fall over myself trying to flee.
,8,14,아르하 월드맵,주인공,,"잠깐만! 일, 일어설 수가 없어!",Wait! I can't stand up!
,8,15,아르하 월드맵,렉스톤,,버티기 힘들다! 서둘러!,Hurry! I can't do this forever!
,8,16,아르하 월드맵,G스컬,,"크윽, 조금만 기다려라! 저 놈의 힘이 다 빠지는 순간이 너희의 마지막이다!","Uk, wait a minute! You'll die after this earthquake!"
,8,17,아르하 월드맵,렉스톤,,바닥이 못버텨! 조금 있으면 지면이 무너져서 전부 다 땅 속으로 빠져버린다!,Come on! Land gonna be broken soon!
,8,18,아르하 월드맵,주인공,,눈의 착각이겠지만 해골이 새파래지는 것이 보였다.\n그리고 G스컬이 무너지는 바닥을 확인하려고 고개를 숙인 그 순간을 놓치지 않았다.,"It should be an illusion, but I could see the skull turning pale.\nAnd I didn't miss the chance when G-skull dropped his head to check the ground that was collapsing."
,8,19,아르하 월드맵,주인공,,난 재빨리 고대신룡과 함께 사력을 다해 뛰었다.\nG스컬이 뒤에서 뭐라고 소리지르는 것 같았지만 신경쓰지 않았다.,"I ran quickly with God dragon.\nIt was like G-skull was yelling behind my back but I didn't care."
,8,20,아르하 월드맵,주인공,,몇번의 진동을 버텨내고 간신히 렉스톤의 곁에 당도했다.\n그리고 뒤를 돌아봤을 때는 아무것도 없었다. 아직도 느껴지는 여진과 함께 무너진 절벽만이 보일 뿐.,"Finally, I could reach to Rexton.\nAnd when I looked back, there was nothing. I can only see the cliff that collapsed with the aftershocks."
,8,21,아르하 월드맵,주인공,,"도, 도와줘서 고마워. 위험한 순간이었어 정말로.",Th..Thank you Rexton. It was really close.
,8,22,아르하 월드맵,렉스톤,,"흥, 그 해골바가지 놈은 아직도 선량한 드래곤들을 괴롭히나 보군.\n응? 근데 고대신룡 아냐? 왜 아르하에서... 거기다 왜이리 다친거야?","Well, Skull thing still bothering the good dragons.\nHuh? God dragon? Why in Archa ... why is he hurt?"
,8,23,아르하 월드맵,주인공,,나를 감싸다가 그만 G스컬에게 당해버렸어.\n서둘러서 꿈의 세계로 돌아가야 해! 제발 조금만 더 도와줘!,He was covering me up and got attacked by G-skull.\nWe have to back to World of dream! Please help me a little more!
,8,24,아르하 월드맵,렉스톤,,뭐? 꿈의 세계로 돌아간다고?,What? Go back to World of Dreams?
,8,25,아르하 월드맵,주인공,,갑자기 크게 놀라는 렉스톤의 반응에 난 아무 말도 할 수 없었다.\n뭔가 좋지 않은 이유라도 있었던 걸까?,"I couldn't answer to Rexton's response, Rexton looked puzzled.\nWas there something wrong with Rexton?"
,8,26,아르하 월드맵,렉스톤,,"세상에, 갑자기 알 수 없는 이유로 이곳에 떨어지고 나서 한번도 돌아가지 못했는데......\n꿈의 세계로 돌아갈 수 있다는거냐 정말로?","My god. I haven't been back since I fell here for some unknown reason ......\nYou mean you can go back to World of Dream?"
,8,27,아르하 월드맵,주인공,,"어, 으응. 저쪽에 내가 왔던 거대한 문이 있어. 거기를 통과하면 다시 꿈의 세계로......","There is a huge gate over there, We can get through the gate and...."
,8,28,아르하 월드맵,렉스톤,,드디어 고향으로 돌아갈 수 있게 되었군!\n돌아가면 날 이곳으로 내버린 놈을 찾아서 절대 가만두지 않겠다!,"Yes! I can finally go back to my hometown!\nWhen I get back, I'll find the man who dumped me here and I'll never forgive him!"
,8,29,아르하 월드맵,주인공,,내 말이 채 끝나기도 전에 렉스톤은 기쁨과 분노를 동시에 터뜨렸다.\n그리고 렉스톤의 도움으로 상처입은 고대신룡과 함께 아르하 전초기지로 서둘러 발을 옮겼다.,"Even before I could finish what I said, Rexton burst into both joy and anger.\nWe then moved to base camp with God dragon was injured with the help of Rexton."
,,,,퀘스트,13,꿈의 세계로 돌아가자\n(아르하에 있는 거대한 문에 퀘스트 표시),Go back to World of Dreams
