구분,시나리오 넘버,대사 넘버,배경,캐릭터 한글,캐릭터 영문,캐릭터 번자,표정,대사 한글,대사 영문,대사 번자,연출 종류,사운드,INDEX,CODE
,28,11,불의 봉인지,주인공,Player,Player,,하지만 수호룡 6마리가 모이지 않으면 고대신룡을 구하는게......,But if there are no six guardians ......,可是如果沒有六隻守護龍聚集起來，要救出古代神龍就......,,,,
,28,12,불의 봉인지,솔라,Solar,太陽龍,,"6마리가 모이지 않는다고 불가능한 것은 아니다. 희망을 가져라.\n당장은 무리지만, 남은 수호룡의 힘을 모아서라도 반드시 빛의 상징을 되살리겠다.","It's not impossible not to gather six. Have hope.\nIt is too much for now, but I will revive the symbol of light even if I gather the strength of the remainings.",並不是六隻守護龍聚集起來就不可能。要保持希望。\n目前或許不行，但我一定會集結剩下的守護龍力量，重振光明的象徵。,,,,
,28,13,불의 봉인지,주인공,Player,Player,,솔라의 든든한 말은 큰 힘이 되었다.\n서둘러서 나머지 수호룡의 봉인을 풀 수밖에 없다.,Solar's strong words were a great help.\nI have to hurry and set the rest of the guardian dragon free.,太陽龍的堅定話語給了我很大的力量。\n我只能加快腳步，解除剩下的守護龍封印。,,,,
,28,14,불의 봉인지,주인공,Player,Player,,"한가지 궁금한 것은, 불의 수호룡은 과연 누구였을까 하는 점이다.","One question is, who was the guardian of fire?",有一點讓我好奇，那就是火焰守護龍到底是誰。,,,,
,,,,퀘스트,퀘스트,퀘스트,33,땅의 봉인지를 조사하자.\n(땅의 봉인지에 퀘스트 표시)\n(클리어 후 땅의 봉인지 오픈 및 수색지역 오픈),Search the land of earth,調查土地封印處。\n(土地封印處顯示任務標記)\n(完成後解鎖土地封印處並開放搜索區域),,,,
,29,1,땅의 봉인지,주인공,Player,Player,,다행히 땅의 봉인지에는 드래곤의 석상이 있었다.\n그리고 석상이 있다는 말은......,"Fortunately, there was a dragon statue on the land of fire.\nAnd that statue means....",幸運的是，在土地封印處找到了龍的石像。\n而有石像的話......,,,,
,29,2,땅의 봉인지,렉스톤,Rexton,雷克斯頓,,헬카이저의 그림자다! 조심해!,Shadow! Watch out!,是地獄凱撒的影子！小心！,,,,
,29,3,땅의 봉인지,주인공,Player,Player,,오히려 반갑구만! 순식간에 끝내주마!,How nice to see you!,反而很高興！我會在瞬間結束掉你！,,,,
,,,,퀘스트,퀘스트,퀘스트,34,헬카이저의 그림자를 물리쳐라\n(땅의 봉인지에 퀘스트 표시)\n(전투 퀘스트),Defeat the shadow of Hell kaiser.,擊敗地獄凱撒的影子。\n(土地封印處顯示任務標記)\n(戰鬥任務),,,,
,30,1,땅의 봉인지,포폰,Popon,波彭,,"으아악! 안돼, 안돼!","Aagh! No, no!",啊啊！不行，不行！,,,,
,30,2,땅의 봉인지,주인공,Player,Player,,새로운 드래곤은 눈을 뜨자마자 난동을 피우기 시작했다.,"As soon as the dragon opened his eyes, he started to make a disturbance.",新的龍一睜開眼睛，就開始肆意破壞。,,,,
,30,3,땅의 봉인지,솔라,Solar,太陽龍,,포폰! 진정해라. 싸움은 끝났다.,Popon! Calm down. The fight is over.,波彭！冷靜點，戰鬥結束了。,,,,
,30,4,땅의 봉인지,제피로스,Zephyros,澤費羅斯,,"그래, 형편없이 져버렸지.","Yes, we lost.",對，是完全敗北了。,,,,
,30,5,땅의 봉인지,포폰,Popon,波彭,,헬카이저가! 헬카이저가 오고 있어!,Hell kaiser! Hell kaiser is coming!,赫爾凱澤來了！赫爾凱澤來了！,,,,
,30,6,땅의 봉인지,주인공,Player,Player,,하지만 포폰이란 드래곤은 정신을 차리지 못하고 바닥을 구르고 있었다.\n드래곤 슬레이어가 기분 좋게 웃는 것이 아주 화가 났다.,But the dragon Popon was distracted and was rolling on the floor.\nI was very upset when Dragon slayer smiled merrily.,然而，名為波彭的龍仍未恢復意識，倒在地上滾來滾去。\n屠龍者那得意的笑容讓我非常生氣。,,,,
,30,7,땅의 봉인지,드래곤 슬레이어,Dragon Slayer,屠龍者,,크하하하하! 재미있군! 아르하의 드래곤이 이렇게 재밌는걸 이제야 알았어!,Ha ha ha ha ha ha ha! That is interesting! The Dragon of Archa is so funny. Now I know!,哈哈哈哈！有趣啊！原來阿爾哈的龍竟然這麼有趣，我現在才知道！,,,,
,30,8,땅의 봉인지,렉스톤,Rexton,雷克斯頓,,진정해 포폰! 헬카이저는 없다!,Popon! Calm down. Hell kaiser is gone now.,冷靜點，波彭！赫爾凱澤不存在！,,,,
,30,9,땅의 봉인지,주인공,Player,Player,,바닥을 뒹굴던 드래곤은 렉스톤의 말에 살며시 고개를 들었다.,"Dragon, who was rolling on the floor, looked up silently at Rexton's words.",在地上滾動的龍聽到雷克斯頓的話，輕輕地抬起了頭。,,,,
,30,10,땅의 봉인지,포폰,Popon,波彭,,"어, 없다고?",Go...gone?,啊，沒有嗎？,,,,
,30,11,땅의 봉인지,렉스톤,Rexton,雷克斯頓,,"지금 여기엔 없다. 이녀석, 겁 많은 건 여전하구만.","It is not here now. Boy, there's nothing left to be afraid of.",現在這裡沒有。他這傢伙，還是那麼膽小。,,,,
,30,12,땅의 봉인지,포폰,Popon,波彭,,"하, 하지만 솔라도 제피로스도 봉인당하고! 나랑... 또... 어... 나랑...","Ha, but Solar and Zephyros is sealed, too! Me and...",哈，但太陽龍和澤費羅斯也被封印了！我和... 又... 我和...,,,,
,30,13,땅의 봉인지,주인공,Player,Player,,포폰은 고개를 갸웃거렸다. 그리고 머리를 감싸쥐었다.,Popon tilted his head. He then held his head in his hand.,波彭歪著頭，隨後雙手抱住了頭。,,,,
,30,14,땅의 봉인지,포폰,Popon,波彭,,누군가... 누군가가 있었는데. 나랑 또......,Somebody ... There was someone. Me and ...,曾經有個人... 曾經有個人和我……,,,,
,30,15,땅의 봉인지,주인공,Player,Player,,불의 수호룡 아닌가요?,Guardian dragon of fire?,不是火之守護龍嗎？,,,,
,30,16,땅의 봉인지,포폰,Popon,波彭,,맞아! 불의 수호룡과 물의 수호룡인 그...,Yes! Guardian of fire and guardian of water....,對！就是火之守護龍和水之守護龍，那個...,,,,
,30,17,땅의 봉인지,주인공,Player,Player,,"순간 솔라와 제피로스, 렉스톤의 표정까지 굳어버렸다.","At the moment, the expression on the face of Solar, Zephyros, and Rexton became stiff.",瞬間，太陽龍、澤費羅斯和雷克斯頓的表情也僵住了。,,,,
,30,18,땅의 봉인지,솔라,Solar,太陽龍,,나를 봐라 포폰.,"Look at me, Popon.",看我，波彭。,,,,
,30,19,땅의 봉인지,포폰,Popon,波彭,,솔라! 제피로스와 렉스톤까지! 봉인이 풀린거야?,Solar! Zephyros and Rexton! Are you free?,太陽龍！澤費羅斯和雷克斯頓！封印解開了嗎？,,,,
,30,20,땅의 봉인지,솔라,Solar,太陽龍,,불의 수호룡과 물의 수호룡이 누구인지 말해봐라.,Tell me who is the guardian of fire and guardian of water.,告訴我，火之守護龍和水之守護龍是誰？,,,,
,30,21,땅의 봉인지,주인공,Player,Player,,"솔라, 지금 무슨...?",Solar? what...?,索拉，現在是怎麼回事...？,,,,
,30,22,땅의 봉인지,렉스톤,Rexton,雷克斯頓,,기다려 (주인공). 지금 뭔가가 이상해.,(주인공) wait! Something is wrong now.,等一下(주인공)。現在有些不對勁。,,,,
,30,23,땅의 봉인지,주인공,Player,Player,,그때 제피로스는 입을 벌리고 경악했다.\n솔라와 렉스톤은 잔뜩 긴장한 얼굴로 포폰을 쳐다보고 있었다.,Then Zephyros opened his mouth and was shocked.\nSolar and Rexton looked at Popon with a nervous expression on their faces.,就在那時，澤費羅斯張開嘴巴，驚訝不已。\n索拉和雷克斯頓面帶緊張的表情，盯著波風看。,,,,
,30,24,땅의 봉인지,주인공,Player,Player,,지금 대체 무슨 일이 벌어지고 있는거지?,What the hell is going on?,現在到底發生了什麼事情？,,,,
,30,25,땅의 봉인지,포폰,Popon,波彭,,불... 물... 모르겠어. 기억이 나지 않아.,Fire ... Water ... I don't know. I don't remember.,火... 水... 我不知道。想不起來了。,,,,
,30,26,땅의 봉인지,솔라,Solar,太陽龍,,어둠의 수호룡은?,What Is the guardian of Darkness?,暗之守護龍呢？,,,,
,30,27,땅의 봉인지,포폰,Popon,波彭,,아무것도 모르겠어...... 나 기억이 지워진건가?,I don't know anything ...... Am I clear of my memory?,什麼都不知道......我是不是被抹去記憶了？,,,,
,30,28,땅의 봉인지,렉스톤,Rexton,雷克斯頓,,큰일이군.,That's a big deal.,糟了。,,,,
,30,29,땅의 봉인지,주인공,Player,Player,,렉스톤의 다음 말은 이 자리의 모두를 놀라게 했다.,Rexton's next remark surprised everyone at here.,雷克斯頓接下來的話讓在場的所有人都感到驚訝。,,,,
,30,30,땅의 봉인지,렉스톤,Rexton,雷克斯頓,,아무도 기억하지 못한다. 우리 모두 세 마리의 수호룡을 완전히 잊어버렸어.,No one can remember. We all completely forgot about the three guardian dragons.,沒有人記得。我們大家完全忘記了三隻守護龍。,,,,
,,,,퀘스트,퀘스트,퀘스트,35,어둠의 봉인지를 조사하자.\n(어둠의 봉인지에 퀘스트 표시)\n(클리어 후 어둠의 봉인지 오픈 및 수색지역 오픈),Search the land of darkness.,調查暗之封印之地。 (在暗之封印之地顯示任務標記) (完成後，解鎖暗之封印之地及搜尋區域),,,,
,31,1,어둠의 봉인지,주인공,Player,Player,,허겁지겁 어둠의 봉인지로 달려왔지만 역시 아무것도 없었다.\n아르하의 세 드래곤과 렉스톤의 기억 역시 떠오르지 않았다.,"We rushed to the land of darkness, but we found nothing.\nThe memories of the three dragons and Rexton were also forgotten.",慌慌張張地跑向暗之封印之地，但果然什麼都沒有。阿爾哈的三條龍和雷克斯頓的記憶也依然沒有浮現。,,,,
,31,2,어둠의 봉인지,렉스톤,Rexton,雷克斯頓,,말도 안돼. 이 셋은 봉인에 의한 영향일 수도 있어.\n하지만 나까지 기억을 잃었다는 건 뭔가 이상해.,No way. These three could be caused by a seal.\nBut it's weird that I lost my memory.,不可能。這三個人可能是受到封印的影響。可是連我也失去了記憶，這就有點奇怪了。,,,,
,31,3,어둠의 봉인지,포폰,Popon,波彭,,내가 마지막으로 봤어!\n분명히 내가 먼저 봉인 당하고 뒤에 셋이 남았을텐데!,I saw it last!\nI'm sure I got sealed up first and three left behind!,我是最後看到的！明明是我先被封印，後面應該是剩下那三個人!,,,,
,31,4,어둠의 봉인지,드래곤 슬레이어,Dragon Slayer,屠龍者,,죽었구만.,He must be dead.,死了啊。,,,,
,31,5,어둠의 봉인지,주인공,Player,Player,,드래곤 슬레이어의 비아냥에 난 참지 못하고 소리를 질렀다.\n쓸데없는 소리 하지 말고 제발 가만히 있으라고.,I couldn't stand Dragon slayer's scamp and shouted.\nDon't talk rubbish!,在屠龍者的嘲笑下，我忍不住大聲喊了出來。\n別胡說八道，求你安靜點。,,,,
,31,6,어둠의 봉인지,드래곤 슬레이어,Dragon Slayer,屠龍者,,아르하의 기운이 어쩌고 하더니 거기에 오염되서 정신이 나간거냐?\n내게 고함을 지르다니 죽고싶어서 환장했나보군.,Are you out of your mind?\nYou must be so crazy to yell at me.,剛剛不是說阿爾哈的氣息甚麼的，現在是因為被汙染而沒精神嗎?\n竟敢對著我大聲喊叫，是不是想早死?,,,,
,31,7,어둠의 봉인지,렉스톤,Rexton,雷克斯頓,,기다려! 지금 우리끼리 싸울 때가 아냐!,Wait! This is no time for us to fight between ourselves!,等一下啦! 現在不是我們該吵的時候啦!,,,,
,31,8,어둠의 봉인지,솔라,Solar,太陽龍,,다들 진정해라. 먼저 정화의 빛으로 심신을 가라앉히고......,"Everyone, calm down. First, calm your mind and body down by the light of purification ...",大家冷靜一下。首先用淨化之光讓身心平靜…,,,,
,31,9,어둠의 봉인지,드래곤 슬레이어,Dragon Slayer,屠龍者,,그짓거리 어디 또 해봐라! 네놈 목줄기부터 뜯어버려주지!,Do it again! I'll tear your neck off first!,你有種就再試試看！我會從你脖子開始攻擊的！,,,,
,31,10,어둠의 봉인지,주인공,Player,Player,,그순간 포폰이 크게 외쳤다. 매우 당황하고 겁먹은 목소리였다.,At that moment Popon shouted. He sounded very upset and frightened.,就在那一刻，波彭大聲喊了出來。那是一個非常慌張且害怕的聲音。,,,,
,31,11,어둠의 봉인지,포폰,Popon,波彭,,"저, 저기 왔어! 헬카이저의 부하야!","Hey, there they are! It's Hell kaiser's Man!",那、那裡來了！是地獄凱撒的部下！,,,,
,31,12,어둠의 봉인지,제피로스,Zephyros,澤費羅斯,,소름끼치던 그놈이다. '이블 던'...... 난 헬카이저보다 쟤가 더 싫어.,He's a creep. Evil Dawn ... I hate him more than Hell kaiser.,那個讓人毛骨悚然的傢伙。‘邪惡黎明’……我比起地獄凱撒更討厭他。,,,,
,31,13,어둠의 봉인지,주인공,Player,Player,,분위기는 순식간에 급변했다. 곧 탑의 안쪽으로 드래곤 한마리가 나타났다.,The mood changed rapidly. Soon a dragon appeared inside the tower.,氣氛瞬間驟變。很快，塔的內部出現了一條巨龍。,,,,
,31,14,어둠의 봉인지,이블 던,Evil Dawn,邪惡黎明,,정말이로군. 정말로 봉인에서 풀려났어. 누가 한 짓이지?,It's true. I'm really free from the seal. Who did it?,原來是真的。原來真的從封印中被釋放了。是誰幹的？,,,,
,31,15,어둠의 봉인지,주인공,Player,Player,,차분하고 진중한 목소리의 드래곤이었다.\n하지만 속내에 담긴 음험함과 교활함도 함께 느껴지는 목소리였다.,"It was a calm and discreet dragon.\nHowever, I felt the bitterness and cunning in his mind, too.",那是一條聲音沉穩而慎重的龍。  \n但在那聲音中，同時能感受到他隱藏著陰險與狡詐。,,,,
,31,16,어둠의 봉인지,렉스톤,Rexton,雷克斯頓,,헬카이저의 참모인 이블 던이다. 아주 음흉한 놈이니 조심해!,"Evil Dawn, Hell kaiser's aide. He's a sly dog, so watch it!",是地獄凱撒的參謀邪惡黎明。這傢伙極其陰險，千萬要小心！,,,,
,31,17,어둠의 봉인지,이블 던,Evil Dawn,邪惡黎明,,처음 보자마자 소개하는 말이 너무 심하군.,It's too much to introduce myself.,一見面就這麼說，會不會太過分啊。,,,,
,31,18,어둠의 봉인지,제피로스,Zephyros,澤費羅斯,,저놈의 교활한 계략으로 당한 우리편이 한둘이 아냐! 숨만 쉬어도 조심해야 해!,Many of our men were hurt by his tactics! You have to be careful even if you breathe!,那傢伙的狡詐計謀害了我們的隊友，真的是數不勝數！連呼吸都得小心！,,,,
,31,19,어둠의 봉인지,이블 던,Evil Dawn,邪惡黎明,,숨은 쉬어야지. 그렇다고 너희들을 위해서 숨까지 참을 수는 없지 않나?,You need to breathe. Or I can't hold my breath for you?,呼吸是必須的，不過，我可不會為了你們連呼吸都忍住吧？,,,,
,31,20,어둠의 봉인지,포폰,Popon,波彭,,"가, 갑자기 무슨 일로 찾아온거냐!",What brings you here?,怎麼突然來找我了！,,,,
,31,21,어둠의 봉인지,주인공,Player,Player,,이블 던은 의외로 우릴 보자마자 공격하진 않았다.\n원수를 눈앞에 둔 수호룡들의 사나운 기색에도 차분하게 행동하고 대답했다.,Evil Dawn did not attack us the moment he saw us.\nHe replied calmly despite the fierce looks of the guardian dragons before him.,邪惡黎明意外地並沒有一見面就攻擊我們。\n面對眼前的守護龍們充滿敵意的氣息，他依然冷靜地行動並作出回應。,,,,
,31,22,어둠의 봉인지,드래곤 슬레이어,Dragon Slayer,屠龍者,,적을 두고 왜 말만 떠들고 있는거냐.\n얼른 해치우고 고대신룡이나 살려놓지 뭘 기다리고 있어.,Why are you talking with the enemy?\nLet's beat him and save God dragon.,敵人就在眼前啊，怎麼步行動？\n趕快解決他，別再等了，快去救古代神龍！,,,,
,31,23,어둠의 봉인지,이블 던,Evil Dawn,邪惡黎明,,"오오, 정말 드래곤 슬레이어로군.\n아스타로트 그 멍청한 주술사가 뭔가 하나 해내긴 했구만.","Oh, real Dragon slayer!\nAstarot, the stupid shaman did something.",哦哦，真的是屠龍者啊。\n亞斯她錄那個愚蠢的巫師竟然也有幫到。,,,,
,31,24,어둠의 봉인지,드래곤 슬레이어,Dragon Slayer,屠龍者,,그래 참으로 반갑다. 이제 죽어라.,"Yes, it's nice to see you. Now die.",真是令人高興啊。現在，該死吧。,,,,
,31,25,어둠의 봉인지,이블 던,Evil Dawn,邪惡黎明,,"큭큭큭, 아주 좋아. 그 난폭하고 거친 공격적인 성격.\n카데스님이 꼭 손에 넣고싶어 하실만하군.",It's great. That violent and aggressive personality.\nI'm sure Kades will want you.,嘿嘿嘿，非常好。那暴躁又粗暴的攻擊性格。\n卡德斯大人一定非常想擁有吧。,,,,
,31,26,어둠의 봉인지,솔라,Solar,太陽龍,,닥쳐라 이블 던. 어서 나머지 수호룡의 행방을 밝혀라.\n그렇지 않으면 이 자리에서 그 명줄을 끝내주겠다.," Shut up, Evil Dawn. Tell us the location of other guardians.\nOtherwise, I'll kill you right now at here.",閉嘴，邪惡黎明。快說出其他守護龍的下落。\n不然，我就在這裡結束你的性命。,,,,
,31,1,어둠의 봉인지,주인공,Player,Player,,솔라가 이글거리는 눈빛으로 말했다.\n지금까지 전혀 보지 못했던 분노로 달아오른 모습이었다.,Solar said with glaring eyes.\nIt looked hot with anger I had never seen before.,索拉用燃燒的目光說道。\n那是一種從未見過的憤怒，整個人彷彿燒了起來。,,,,
,31,2,어둠의 봉인지,솔라,Solar,太陽龍,,"예전의 우리라고 생각하지 마라.\n너희의 전력은 파악했고, 이번엔 유타칸의 드래곤도 함께다.",Don't think we are the same as we were in the past.\nWe've got your full strength and this time we have the dragon from Yutakan.,別以為我們跟以前一樣。\n我們已經掌握了你們的實力了，而且還有尤塔勘的龍一起。,,,,
,31,3,어둠의 봉인지,이블 던,Evil Dawn,邪惡黎明,,거기 있는 도움도 안되는 렉스톤이나 드래곤 슬레이어를 말하는건가?,You mean the useless Rexton or Dragon slayer there?,是再說那邊那些毫無幫助的雷克斯頓和屠龍者嗎？,,,,
,31,4,어둠의 봉인지,주인공,Player,Player,,나와 내 동료 드래곤도 있다!,I also have my fellow dragon!,還有我和我的同伴龍！,,,,
,31,5,어둠의 봉인지,이블 던,Evil Dawn,邪惡黎明,,"아, 너였군. 하지만 유타칸의 드래곤은 별반 힘을 쓰지 못할텐데.\n설마 그 가방에 메달린 건 다크베인님의......","Oh, it was you. But the dragon from Yutakan wouldn't be very strong at here.\nDon't tell me the bag was worn on the Dark Vein's ...",啊，是你啊。不過，尤塔勘的龍應該沒什麼大用吧。\n難道那袋子裡掛著的是黑暗貝恩的……,,,,
,31,6,어둠의 봉인지,주인공,Player,Player,,이블 던의 목소리가 한층 음산해졌다.,Evil Dawn's voice became darker.,邪惡黎明的聲音變得更加陰森可怕。,,,,
,31,7,어둠의 봉인지,이블 던,Evil Dawn,邪惡黎明,,멍청한 다크베인 놈. 이런 놈들에게 휘둘려서 반격의 기회를 제공하다니.\n아무래도 쉽사리 넘어갈 순 없겠구나.,Silly Dark Vein. Gave a chance to fight back against these guys.\nI guess I can't get over it.,愚蠢的黑暗貝恩。居然被這些傢伙操控，還給了反擊的機會。  \n看來這次沒辦法那麼容易就能過去。,,,,
,31,8,어둠의 봉인지,주인공,Player,Player,,그리고 이블 던은 하늘을 향해 한번 크게 포효했다.\n그러자 갑자기 사방에서 몬스터가 튀어나와 우릴 포위했다!,"And the Evil Dawn roared once into the sky.
\nThen suddenly, monsters came from all over and surrounded us!",隨後，邪惡黎明朝天空一聲大吼。\n突然，四周的怪物紛紛跳出來，將我們包圍了！,,,,
,31,9,어둠의 봉인지,이블 던,Evil Dawn,邪惡黎明,,이 건은 헬카이저님께 보고해야겠군. 작별이다 솔라.,"I'll report this to the Hell kaiser. Good-bye, Solar.",這件事得向地獄凱撒大人報告了。告辭了，太陽龍。,,,,
,31,10,어둠의 봉인지,솔라,Solar,太陽龍,,기다려! 다른 수호룡은 어떻게 된거냐!,Wait! What happened to the other guardians?,等一下！其他守護龍到底怎麼了！,,,,
,31,11,어둠의 봉인지,이블 던,Evil Dawn,邪惡黎明,,말할 것 같나? 멍청한 녀석 같으니.,You think I'll talk? You look like a fool.,怎可能告訴你？真是個愚蠢的傢伙。,,,,
,31,12,어둠의 봉인지,제피로스,Zephyros,澤費羅斯,,기다려 솔라! 쫓아가면 안돼! 몬스터부터 먼저 처리해야 해!,"Hold on, Solar! You have to beat the monsters first!",等一下，太陽龍！不能追上去！我們得先處理那些怪物！,,,,
,31,13,어둠의 봉인지,포폰,Popon,波彭,,"수가 너무 많아! 크, 큰일이야!",There are so many!,敵人太多了！糟了，這下麻煩大了！,,,,
,,,,퀘스트,퀘스트,퀘스트,36,습격한 몬스터를 퇴치하자 (0/15)\n(어둠의 봉인지에 퀘스트 표시),Defeat the monsters (0/15),擊退來襲的怪物 (0/15)\n(在黑暗封印上顯示任務標記),,,,
,32,1,아르하 월드맵,주인공,Player,Player,,서둘러서 몬스터를 처리했지만 이미 이블 던은 사라진 뒤였다.\n솔라는 전에 없이 격앙된 모습이었다.,"We hurried to deal with the monsters, but Evil Dawn disappeared already.\nSolar has excited.",我們急忙處理了怪物，但邪惡黎明已經消失不見。\n太陽龍此刻的模樣前所未有的激動。,,,,
,32,2,아르하 월드맵,솔라,Solar,太陽龍,,젠장! 이블 던 이 빌어먹을 놈!,Damn it!,該死！邪惡黎明這個該死的傢伙！,,,,
,32,3,아르하 월드맵,렉스톤,Rexton,雷克斯頓,,그나저나 이제 어떡하지. 이 패턴대로라면 물의 수호룡도 없을텐데.,"Anyway, now what? If this were the case, there would be no guardian of water.",不過，現在該怎麼辦？照這樣的模式，水之守護龍應該也不在了吧。,,,,
,32,4,아르하 월드맵,주인공,Player,Player,,그래도 일단 가보는게 좋다고 생각해.\n물의 봉인지에 무언가 단서가 있을지도 몰라.,But I think it's a good idea to go first.\nThere may be some clues in the land of the water.,不過我覺得還是先去看看比較好。\n水之封印上或許會有什麼線索。,,,,
,32,5,아르하 월드맵,제피로스,Zephyros,澤費羅斯,,하지만 놈들이 분명 함정을 파고 기다리고 있을거다.\n가면 무슨 일이 벌어질지 몰라.,But I'm sure they are waiting with a trap.\nI don't know what will happen if we go.,不過那傢伙們肯定會設下陷阱在等著我們。\n去了也不知道會發生什麼事。,,,,
,32,6,아르하 월드맵,주인공,Player,Player,,"오히려 그렇기 때문에 더욱 가야 한다고 생각합니다.\n남은 수호룡의 단서를 찾아야 하는데, 적이 가지고 있는 정보만큼 확실한게 없겠죠.","That is why I think we should go further.\nWe have to find a clue for the remains of the dragon, but nothing is as certain as the information the enemy has.",正因為如此，我認為更應該去。\n我們需要找到剩下的守護龍的線索，沒有比敵人手中的信息更準確的吧。,,,,
,32,7,아르하 월드맵,포폰,Popon,波彭,,이블 던하고 다시 싸우는거야?!,Are we fight again with Evil Dawn?,我們要再和邪惡黎明打嗎？！,,,,
,32,8,아르하 월드맵,드래곤 슬레이어,Dragon Slayer,屠龍者,,푸하하! 이녀석 정말 재미있구만. 수호룡이 싸움을 두려워하다니.,What a lark! How dare you fear fighting?,哈哈哈！這傢伙真有趣，守護龍居然怕戰鬥。,,,,
,32,9,아르하 월드맵,렉스톤,Rexton,雷克斯頓,,그냥 겁이 많은 성격일 뿐이야. 파괴력만 놓고 보자면 수호룡 제일이지.\n너처럼 빈정대는 놈보다야 훨씬 도움이 된다.,He is just timid. But it is the most powerful of the guadians.\nIt is so much more helpful than someone as cynical as you.,不過只是個膽小的性格罷了。要論破壞力，還是守護龍最強。\n比起你這種嘲笑別人的傢伙，當然更有幫助。,,,,
,32,10,아르하 월드맵,주인공,Player,Player,,"확실히 그랬다. 그 겁 많은 성격에 비해 포폰의 전투력은 대단했다.\n본인을 지키기 위해 최선을 다하니, 일단 전투에 밀어넣기만 하면 뭔가가 될지도.","It certainly was. Compared to his timid personality, Popon's combat skills were extraordinary.\nHe does his best to protect himself, so just push him into battle and it'll be something.",確實如此。儘管性格膽小，但波彭的戰鬥力確實驚人。\n為了保護自己，他會竭盡全力，總之，只要把他推進戰鬥中，或許會有些意想不到的結果。,,,,
,32,11,아르하 월드맵,솔라,Solar,太陽龍,,정해졌으면 빨리 움직이자. 더 이상 그녀석들을 내버려 둘 순 없다.\n거기다 고대신룡의 상태도 점점 나빠지고 있으니 서둘러야 한다.,Let's move quickly if it is decided. I can't leave them alone any longer.\nOn top of that We must hurry because the condition of God dragon is also getting worse.,既然決定了，就快點行動吧。不能再讓那些傢伙逍遙法外了。\n再者，古代神龍的狀況也在越來越糟，必須加快腳步。,,,,
,,,,퀘스트,퀘스트,퀘스트,37,물의 봉인지를 조사하자\n(물의 봉인지에 퀘스트 표시)\n(완료 후 물의 봉인지와 수색 지역 오픈),Search the land of water.,調查水之封印\n(水之封印處顯示任務標記)\n(完成後解鎖水之封印與搜尋區域),,,,
,33,1,아르하 월드맵,주인공,Player,Player,,"아니나 다를까, 탑 안에는 몬스터가 드글거렸다.","Sure enough, the tower was crawling with monsters.",果然不出所料，塔內充滿了怪物。,,,,
,33,2,아르하 월드맵,제피로스,Zephyros,澤費羅斯,,내가 보고 오지.,Let me see it.,我去看看。,,,,
