구분,시나리오 넘버,대사 넘버,배경,캐릭터 한글,캐릭터 영문,캐릭터 번자,표정,대사 한글,대사 영문,대사 번자,연출 종류,사운드,INDEX,CODE
,81,18,증명의 탑,드래곤 슬레이어,Dragon Slayer,屠龍者,변신,싸우는데 뭘 자꾸 절차를 나누는거냐. 얼른 헤치우고 여신이나 기다리자고.,What are you waiting for? Let's get rid of him and wait for the goddess.,打仗哪有那麼多程序啊！趕緊解決掉，然後去等女神吧！,,,,
,81,19,증명의 탑,고대신룡,God Dragon,古代神龍,변신,그 말은 동의한다. 우물쭈물거릴 시간은 없어.,I agree with that. There's no time to hesitate.,說得對！拖延的時間可不能再浪費了，該動手了！,,,,
,81,20,증명의 탑,주인공,Player,Player,,의외로 고대신룡까지 드래곤 슬레이어의 의견에 동의했다. 그리고 피어오른 먼지 사이로 사악한 안광이 느껴졌다. 드디어 엔더 드래곤이 우릴 쳐다본 것이다.,"Surprisingly, even God dragon agreed with Dragon slayer. And I could feel the evil eyes through the well-blown dust. Finally, Ender Dragon looked at us.",沒想到連古代神龍也同意了屠龍者的看法。就在煙塵中，一雙邪惡的眼瞳慢慢浮現出來。終於，終焰龍開始盯著我們看了。,,,,
,,,,퀘스트,퀘스트,퀘스트,,"엔더 드래곤을 무찌르자(증명의 탑에 퀘스트 표시) (패배 퀘스트) (동료 드래곤만 등장, 드슬 포함)",Battle with Ender dragon.,擊敗終焰龍（證明之塔顯示任務） （失敗任務） （僅有同伴龍出現，包括屠龍者）,,,,
,82,1,증명의 탑,드래곤 슬레이어,Dragon Slayer,屠龍者,변신,크하하하! 거친 놈이군! 싸울 맛이 나!,Hahaha! You make me happy!,哈哈哈！真是個猛漢！這下真是讓人血脈噴張，想好好打一場！,,,,
,82,2,증명의 탑,고대신룡,God Dragon,古代神龍,변신,피해 솔라!,Solar! Watch out!,小心，太陽龍！,,,,
,82,3,증명의 탑,주인공,Player,Player,,고대신룡의 외침에 솔라는 간신히 엔더 드래곤의 공격을 피했다.,Solar barely avoided the attack of Ender Dragon at the shout of God dragon.,在古代神龍的呼喊聲中，太陽龍勉強躲開了終焰龍的攻擊。,,,,
,82,4,증명의 탑,솔라,Solar,太陽龍,,뭐야 저놈! 여긴 쳐다보지도 않으면서 어떻게 공격한거야?,What the hell! How did he attack here without looking at it?,那傢伙是怎麼做到的！明明都沒看我們，怎麼就攻擊了？,,,,
,82,5,증명의 탑,드래곤 슬레이어,Dragon Slayer,屠龍者,변신,"파멸을 관장하는 신의 힘이지! 생명을 감지해서 파멸시키기 위해 공격하는, 크엑!","Because of the power of god to control destruction! It detect and destroy life, Kraaa!",那是掌管毀滅之神的力量！牠能感知生命，並為了毀滅而進行攻擊，呃！,,,,
,82,6,증명의 탑,주인공,Player,Player,,"기세 좋게 공격하던 드래곤 슬레이어가 엔더 드래곤에게 얻어맞고 나가떨어졌다. 그 괴상한 비명을 듣자 아주 잠깐, 통쾌한 기분이 들었다.","Dragon slayer was hit and knocked out. When I heard the scream of it, I felt a glow for a moment.",氣勢十足的屠龍者被末影龍一擊擊倒，摔了出去。聽到那怪異的慘叫聲，我竟然有那麼一瞬間，覺得有點爽快。,,,,
,82,7,증명의 탑,솔라,Solar,太陽龍,,여신님은 아직이야?,Is the goddess still?,女神還沒來嗎？,,,,
,82,8,증명의 탑,제피로스,Zephyros,澤費羅斯,,아직이다! 조금만 더 버텨!,Not yet! Hang in there!,還沒來！再撐一下，快了！,,,,
,82,9,증명의 탑,렉스톤,Rexton,雷克斯頓,변신,"으아악, 언제까지 버텨야 되는거야?","Aaaah, how long do we have to hang in?",啊啊，還要撐多久啊？！,,,,
,82,10,증명의 탑,주인공,Player,Player,,결국 나라는 힘없는 인간은 이 싸움판에 응원 말고는 할 게 없는건가. 모두들 힘내!,"Is there nothing for powerless human like me to do but cheer on this fight? Cheer up, everyone!",最後我這個沒有力量的凡人，除了加油也做不了什麼了。大家加油！,,,,
,82,10,증명의 탑,고대신룡,God Dragon,古代神龍,변신,"움직임을 멈추지 마! 드래곤 슬레이어, 빨리 일어나! 거기서 미적거리지 말고!","Don't stop! Dragon slayer, get up! Don't hang around there!",別停下來！屠龍者，快站起來！別在那兒磨磨蹭蹭的！,,,,
,82,10,증명의 탑,드래곤 슬레이어,Dragon Slayer,屠龍者,변신,크윽...... 네놈 감히 목숨을 살려준 은혜를 잊고 나한테......,How dare you say that to me? I saved your life!,啧……你居然忘了我曾救過你一命，竟然對我這麼說……,,,,
,82,8,증명의 탑,고대신룡,God Dragon,古代神龍,변신,지나간 과거는 빨리 잊는게 상책!,Let bygones be bygones.,過去的事就讓它過去，趕快放下才是最好的選擇！,,,,
,82,8,증명의 탑,제피로스,Zephyros,澤費羅斯,,"으윽, 이 녀석 저번보다 더 강해졌어! 이대로는 오래 못버틴다!","Uhg, he is stronger than last time! We can't last long!",呃，這傢伙比上次更強了！這樣下去我們撐不久了！,,,,
,82,11,증명의 탑,포폰,Popon,波彭,,여신님이다!,Goddess!!,是女神來了！我們有希望了!,,,,
,82,12,증명의 탑,주인공,Player,Player,,그순간 포폰이 환한 목소리로 크게 외쳤다. 모두가 반색을 하며 포폰이 가리킨 방향을 보자......,"At that moment, Popon shouted. Everyone looked in the direction of Popon with joy.",就在那一刻，波彭用明亮的聲音大聲喊道。大家都高興地轉頭看向波彭所指的方向……,,,,
,82,13,증명의 탑,아스타로트,Astarot,亞斯她錄,화남,뭐야! 네놈들이 왜 여기있어!,What the hell! Why are you guys here!,什麼！你們怎麼會在這裡！,,,,
,82,14,증명의 탑,렉스톤,Rexton,雷克斯頓,변신,야이 포폰 바보야!,"Popon, you stupid!!!",诶! 波彭你這笨蛋!,,,,
,82,15,증명의 탑,주인공,Player,Player,,렉스톤이 불같이 화를 냈다. 진심으로 크게 화를 냈다.,Rexton flew into a rage. He was really angry.,雷克斯頓怒火中燒，真的是發了大火。,,,,
,82,16,증명의 탑,고대신룡,God Dragon,古代神龍,변신,아니 뭐 틀린 건 아니니......,"No, he's not wrong...",倒也不完全錯啦……,,,,
,82,17,증명의 탑,드래곤 슬레이어,Dragon Slayer,屠龍者,변신,"호오, 오랜만이군.","Oh, long time no see.",哦？真是好久不見。,,,,
,82,18,증명의 탑,주인공,Player,Player,,"드래곤 슬레이어를 본 아스타로트가 움찔했다. 그순간 블리자드와 이그나, 다크나이트가 아스타로트를 보호하듯 주변에 둘러섰다.","She was surprised to see Dragon slayer. At that moment, Blizzard and Igna and Dark knight formed a ring around as if they were protecting Astaroth.",當亞斯她錄看到龍殺手時，不禁一震。隨後，暴風雪、伊格納和黑暗騎士像是在保護亞斯她錄一樣，將他圍在了中間。,,,,
,82,19,증명의 탑,이그나,Igna,伊格納,,설마 같이 싸워야 하는거야? 염치가 있지 한번 싸워놓고 이제와서 힘을 합치라고? 실화야?,Should we fight together? Aren't you ashamed of yourself after a fight? Are you mad?,難道我們真的得一起打嗎？有點面子吧，才剛打過一場，現在居然要聯手？這是真的嗎？,,,,
,82,20,증명의 탑,블리자드,Blizzard,暴風雪,,조용히 해.,Silence.,好的，安靜點。,,,,
,82,21,증명의 탑,이그나,Igna,伊格納,,싫어! 솔라가 그때 어떤 눈빛으로 쳐다봤는지 알기나 해?!,No! Do you have any idea how he looked at me then?,不想！你知道太陽龍當時是用什麼眼神看著我們的嗎？！,,,,
,82,22,증명의 탑,블리자드,Blizzard,暴風雪,,하아......,(sigh),唉……,,,,
,82,23,증명의 탑,제피로스,Zephyros,澤費羅斯,,"너희들, 왜 이제서야 나타난거냐! 뭐하러 온거야!",Why did you guys just show up! What are you here for?,你們到底為什麼現在才出現！來這裡是幹嘛的！,,,,
,82,24,증명의 탑,아스타로트,Astarot,亞斯她錄,화남,지금 나한테 한 말이냐?,Are you talking to me now?,你現在是在對我說這些嗎？,,,,
,82,25,증명의 탑,주인공,Player,Player,,아스타로트의 호통에 제피로스는 어물거리다가 엔더 드래곤에게 달려들었다. 차라리 저쪽이 낫다는 건가.,"At Astaroth's yell, Zephyros jumped on Ender Dragon. Does he think it's better that way?",在亞斯她錄的斥責下，澤費羅斯吞吞吐吐，然後向末日龍衝了過去。難道他覺得那邊更好嗎？,,,,
,82,26,증명의 탑,주인공,Player,Player,,이제와서 뭘 어쩌자고 나온거냐? 우리랑 싸우려고?,What have you got to do now? Do you want fighting with us?,現在出現是想做什麼？想和我們戰鬥嗎？,,,,
,82,27,증명의 탑,아스타로트,Astarot,亞斯她錄,화남,시끄럽다. 네놈만 아니었어도 카데스님께 유타칸을 바치고 아르하의 자유를 얻을 수 있었는데! 이젠 엔더 드래곤까지 나타나고 방법이 없다!,"Shut up! If it weren't for you, I could have given Utahkhan to Kades and gained Archa's freedom! But there is no way now that Ender Dragon is here!",吵死了。如果不是因為你，我本可以將尤塔勘獻給卡德斯，並獲得阿爾哈的自由！現在連終焰龍都出現了，沒有辦法了！,,,,
,82,28,증명의 탑,고대신룡,God Dragon,古代神龍,변신,"아하, 엔더 드래곤과 싸우러 온게 맞군.","Aha, you came to fight Ender Dragon.",原來是來和終焰龍戰鬥的啊。,,,,
,82,29,증명의 탑,아스타로트,Astarot,亞斯她錄,화남,크윽...... 네놈들 때문에 우리는...!,"because of you, we ...!",可惡……因為你們，我們……！,,,,
,82,30,증명의 탑,다크나이트,Dark Knight,黑騎士,,맞다. 싸우러 왔다.,You're right. We are here to fight.,沒錯。是來戰鬥的。,,,,
,82,31,증명의 탑,주인공,Player,Player,,아스타로트가 뭐라고 시끄럽게 떠들었지만 전투의 소음으로 들리지 않았다. 고대신룡과 다크나이트는 서로를 바라보고 있었다.,"Astaroth made a lot of noise, but the noise of the battle made me deaf. God dragon and Dark knight were looking at each other.",亞斯她錄雖然大聲喧嘩，但因為戰鬥的喧囂，我聽不清楚。古代神龍和黑騎士正互相凝視著對方。,,,,
,82,32,증명의 탑,고대신룡,God Dragon,古代神龍,변신,정신 좀 차렸나보군. 똑바로 싸워라.,You must be on your way.,看來你終於清醒了。好好打吧。,,,,
,82,33,증명의 탑,아스타로트,Astarot,亞斯她錄,화남,지금 나한테 한 말이냐!,Are you talking to me now?!,現在是在對我說這些嗎！,,,,
,82,34,증명의 탑,다크나이트,Dark Knight,黑騎士,,아닙니다 시렐라님. 저희에게 한 말입니다.,"No, Sirella, that's to us.",不是的，西瑞拉小姐。是對我們說的話。,,,,
,82,35,증명의 탑,아스타로트,Astarot,亞斯她錄,화남,그 이름으로 날 부르지 마라!,Don't call me by that name!,別再用那個名字叫我！,,,,
,82,36,증명의 탑,블리자드,Blizzard,暴風雪,,당신은 시렐라님입니다. 거짓된 이름은 이제 벗어버리시지요.,You are Sirella. Get rid of your false name now.,您是西瑞拉小姐。那個虛假的名字，該是時候拋開了。,,,,
,82,37,증명의 탑,주인공,Player,Player,,"아스타로트는 다시 분통터지는 표정으로 블리자드를 올려다봤다. 하지만 그 독기어린 표정은, 자신을 내려보는 세 수호룡의 표정 앞에 금방 풀어졌다.",Astaroth looked up at Blizzard with an angry look. But the angry face was released before the three dragons looking down to her.,亞斯她錄再次帶著憤怒的表情抬頭看著暴風雪。但那種充滿毒氣的表情，在看到三隻守護龍那俯視的眼神後，迅速消散了。,,,,
,82,38,증명의 탑,아스타로트,Astarot,亞斯她錄,화남,뭐야 지금...... 너희 대체......,What are you... what the...,什麼啊現在……你們到底……,,,,
,82,39,증명의 탑,이그나,Igna,伊格納,,지금까지 잘못했습니다 시렐라님. 당신한테 필요한 걸 저희는 착각하고 있었어요.,"We did wrong, Sirella. We have finally learned what you need.",我們到現在為止犯了錯，西瑞拉小姐。我們誤解了您真正需要的是什麼。,,,,
,82,40,증명의 탑,아스타로트,Astarot,亞斯她錄,화남,무슨 말이냐 갑자기!,What do you mean?!,你說什麼啊，突然間！,,,,
,82,41,증명의 탑,다크나이트,Dark Knight,黑騎士,,"용기있는 분이시죠 당신은. 지금까지도 앞으로도, 카데스에게 그렇게 대드는 자는 없을 겁니다.","You have the courage. From the past to the future, no one will ever turn against Kades like that.",您真是勇敢的人。從以前到現在，甚至說不定以後，應該沒有人會像您這樣反抗卡德斯。,,,,
,82,42,증명의 탑,아스타로트,Astarot,亞斯她錄,화남,시끄러워! 명령이다! 입 다물고 가만히 있어!,Shut up! It's an order! Keep your mouth shut!,吵死了!這是命令!不要再吵了!,,,,
,82,43,증명의 탑,블리자드,Blizzard,暴風雪,,당신이 살아있는 것만으로 우린 우리의 소명을 다했다고 생각했습니다. 이제야 그 착각에서 깨어났군요.,I thought we had fulfilled our calling just because you were alive. Now we're out of that illusion.,我們一直以為，光是您活著，我們就完成了我們的使命。現在終於從這個錯誤的想法中醒來了。,,,,
,82,44,증명의 탑,주인공,Player,Player,,세 수호룡의 말을 들으며 아스타로트는 거세게 저항했다.,"Astaroth resisted strongly, listening to the three guardian dragons.",聽著三隻守護龍的話，亞斯她錄猛烈地反抗著。,,,,
,82,45,증명의 탑,아스타로트,Astarot,亞斯她錄,화남,기다려! 기다리라고 했잖아! 왜 아무도 내 말을 안 듣는 거냐!,Wait! I told you to wait! Why isn't anyone listening to me?,等一下！我不是叫你們等一下嗎！為什麼沒有人聽我的話！,,,,
,82,46,증명의 탑,블리자드,Blizzard,暴風雪,,시간이 없습니다. 파멸이 다가오고 있습니다.,We don't have time. The doom is coming.,時間不多了。毀滅即將來臨。,,,,
,82,47,증명의 탑,아스타로트,Astarot,亞斯她錄,화남,알았으니까 일단 기다려 봐! 여차하면 도망칠 수도 있으니!,"Okay, wait! We could run away!",知道了，先等一下！如果不行我們還可以逃跑！,,,,
,82,48,증명의 탑,이그나,Igna,伊格納,,그건 안되죠. 기껏 여기까지 와서 싸우지도 않고 도망갈 순 없잖아요.,We can't do that. We can't just come all this way and run away without a fight.,那可不行。我們好不容易來到這裡，怎麼能不戰而逃呢？,,,,
,82,49,증명의 탑,아스타로트,Astarot,亞斯她錄,화남,왜 안돼! 이미 싸우기를 포기하고 복종했는데 두 번 못할 건 뭐냐!,"Why not! We gave up fighting and obey, but we can't do it twice!",為什麼不行！我們已經放棄戰鬥，選擇服從，怎麼不能再做一次！,,,,
,82,50,증명의 탑,다크나이트,Dark Knight,黑騎士,,푸하하하!,Puhaha!,哈哈哈！,,,,
,82,51,증명의 탑,주인공,Player,Player,,아스타로트의 말을 들은 다크나이트가 큰 웃음을 터뜨렸다. 화를 내던 아스타로트도 어이가 없었는지 그 모습을 가만히 바라보고만 있었다.,"Listening to Astaroth, Dark knight burst out laughing. Astaroth was also looking away at the sight of it.",聽到亞斯她錄的話，黑騎士大笑了出來。原本生氣的亞斯她錄似乎也覺得不可思議，靜靜地盯著他。,,,,
,82,52,증명의 탑,다크나이트,Dark Knight,黑騎士,,"그래, 진작 이랬어야지. 진작에 말이야.","Yes, we should have done like this.",對，早該這樣了。早就該是這樣的。,,,,
,82,53,증명의 탑,아스타로트,Astarot,亞斯她錄,화남,무슨 말이냐!,What do you mean?!,你到底在說什麼！,,,,
,82,54,증명의 탑,다크나이트,Dark Knight,黑騎士,,이제야 우리 할 일을 했더니 성취감이 드는군요. 그럼 나머지 일을 마무리하겠습니다.,"Now that I've done my job, I feel fulfilled. Then I'll take care of the rest.",終於做了我們該做的事，現在有一種成就感了。那麼，接下來我會完成剩下的事情。,,,,
,82,55,증명의 탑,아스타로트,Astarot,亞斯她錄,화남,"잠깐, 기다려! 기다리라고! 명령이다!",Wait a minute! Wait! That's an order!,等一下，等一下！我命令你們等！,,,,
,82,56,증명의 탑,주인공,Player,Player,,세 드래곤은 순식간에 사라졌다. 아스타로트는 앞으로 뻗은 손을 거두지도 못하고 그 뒤를 바라보고 있었다.,The three dragons disappeared in an instant. Astaroth was looking behind them.,三隻龍在瞬間消失了。阿斯塔洛特還未收回伸出的手，眼神卻停留在它們離去的方向。,,,,
,82,57,증명의 탑,주인공,Player,Player,,엔더 드래곤과의 전투가 시작되었다.,The battle with Ender Dragon has begun.,終焰龍的戰鬥開始了。,,,,
,,,,퀘스트,퀘스트,퀘스트,,엔더 드래곤을 무찌르자(증명의 탑에 퀘스트 표시) (모든 동료 드래곤만 등장) (승리 전투),Defeat Ender dragon.,擊敗終焰龍(證明之塔顯示任務標誌) (只有所有同伴龍出現) (勝利戰鬥),,,,
,83,1,증명의 탑,주인공,Player,Player,,"처절한 싸움 끝에 우리는 간신히 엔더 드래곤을 쓰러트렸다. 쓰러트렸다고 생각했다. 바로 다음 순간, 엔더 드래곤은 아무렇지도 않게 일어나 말했다.","After a fierce battle, we knock down Ender Dragon. I thought it was over. Just the next moment, Ender Dragon rose up and said.",經過一場激烈的戰鬥，我們勉強擊敗了終焰龍。我們以為自己成功了。但就在下一刻，終焰龍毫不在意地站起來，開口說道。,,,,
,83,2,증명의 탑,엔더 드래곤,Ender dragon,終焰龍,,흐름을 거스르지 마라.,Don't go against the stream.,別逆流而行。,,,,
,83,3,증명의 탑,렉스톤,Rexton,雷克斯頓,변신,으악! 말했어!,Oops! He can speak!,啊！說出來了！,,,,
,83,4,증명의 탑,엔더 드래곤,Ender dragon,終焰龍,,이미 아르하는 파멸이 결정된 땅이다. 무의미한 저항은 그만둬라.,Archa is a place decided to destroy. Stop the resistance and surrender.,已經是阿爾哈注定滅亡的土地了。停止那無意義的抵抗吧。,,,,
,83,5,증명의 탑,아스타로트,Astarot,亞斯她錄,화남,그게 무슨 말이냐! 카데스님은 분명 약속하셨다! 복종만 하면 파멸은 피하게 해주겠다고!,What do you mean? Kades promised! He will not destroy Archa if I obey him.,那是什麼意思！卡德斯大人明明答應過我！只要服從就能避免滅亡！,,,,
,83,6,증명의 탑,엔더 드래곤,Ender dragon,終焰龍,,"피하지 않았느냐. '지금 이때까지'. 너는 충실히 아르하의 파멸을 피해왔고, 이제는 그 끝에 도달했다.","It has been 'So far'.  You have faithfully avoided the doom of Archa, and now you have reached the end.",你不是已經避開了嗎？「直到現在為止」你忠實地避開了阿爾哈的滅亡，而現在，你已經走到了那結局的盡頭。,,,,
,83,7,증명의 탑,주인공,Player,Player,,아스타로트가 어처구니 없는 표정을 지었다. 고작 이것 때문에라는 중얼거림이 들렸다.,Astaroth gave a ridiculous look. I could hear her mumblings.,亞斯她錄露出了難以置信的表情。她低聲喃喃自語：「竟然是因為這個。」,,,,
,83,8,증명의 탑,엔더 드래곤,Ender dragon,終焰龍,,"고통스럽고 괴로운 파멸이 아니다. 이것은 필요한 과정이자 어차피 다가올 종결. 어디에나 끝은 있고, 지금 여기서 그 끝이 시작될 뿐이다.","It is not a sore and painful doom. This is a necessary process and an upcoming ending. There is an end to it everywhere, and it only begins here.",這不是痛苦和痛苦的滅亡。這是必要的過程，也是遲早會來臨的結局。無處不在的終結，現在在這裡，那個終結才剛開始。,,,,
,83,9,증명의 탑,주인공,Player,Player,,어째서 아르하가 끝나야 하는거지? 왜 카데스는 다른 세계를 파멸시키고 다니는거냐!,Why does Archa have to end? Why is Kades destroying the other world!,為什麼阿爾哈必須結束？為什麼卡德斯要摧毀其他世界呢？,,,,
,83,10,증명의 탑,엔더 드래곤,Ender dragon,終焰龍,,새로운 시작을 위해서다.,For a new start.,是為了新的開始。,,,,
,83,11,증명의 탑,솔라,Solar,太陽龍,,그 시작은 대체 뭘 위한 시작인거냐! 평화를 부수면서까지 시작할만한 가치가 대체 어디에 있는거지!,What is the start for? Is it worth doing even if it breaks the peace?,那個開始究竟是為了什麼？破壞和平，究竟有什麼價值值得這麼做呢？,,,,
,83,12,증명의 탑,엔더 드래곤,Ender dragon,終焰龍,,평화라는 짧은 관념 속에서 살고 있는 너희들로선 이해할 수 없다. 이 모든 것은 안정과 균형을 위한 일.,You can't understand living in a short sense of peace. All this is for stability and balance of the world.,對於生活在那短暫的和平觀念中的你們來說，是無法理解的。這一切，都是為了穩定與平衡。,,,,
,83,13,증명의 탑,고대신룡,God Dragon,古代神龍,변신,헛소리!,Bullshit!,胡說八道！,,,,
,83,14,증명의 탑,주인공,Player,Player,,고대신룡이 두 눈에 불을 키며 일어섰다.,God dragon stood up with glaring eyes.,古代神龍燃起了雙眼中的火焰，站了起來。,,,,
,83,15,증명의 탑,고대신룡,God Dragon,古代神龍,변신,너는 태초의 두 신 중 하나인 카데스의 화신이다! 너의 의지가 곧 카데스의 의지겠지!,"You are the avatar of Kades, one of the first two gods! Your will must be the will of Kades!",你是最初的兩位神祇之一，卡德斯的化身！你的意志即是卡德斯的意志！,,,,
,83,16,증명의 탑,엔더 드래곤,Ender dragon,終焰龍,,그렇다. 그런 너야말로 아모르의......,"Yes, and you are the av.....",沒錯。正是你，才是阿莫爾的……,,,,
,83,17,증명의 탑,고대신룡,God Dragon,古代神龍,변신,아니야! 난 아모르의 의지를 이어받은 빛의 후손! 너같은 카데스의 쪼가리가 아니라 고대신룡이다!,"No! I am a descendant of the Amorru's will! God dragon, not a fragment of Kades like you!",不！我是繼承了阿莫爾意志的光之後裔！不是像你這樣的卡德斯的殘片，而是古代神龍！,,,,
,83,18,증명의 탑,엔더 드래곤,Ender dragon,終焰龍,,차이가 뭐지?,What is the difference?,區別在哪裡呢？,,,,
,83,19,증명의 탑,고대신룡,God Dragon,古代神龍,변신,난 '살아가는 자'들의 세계에 간섭하지 않겠다는 아모르의 의지로 이 땅에 '태어났다'! 하지만 넌 카데스의 일부로 '만들어진' 파멸의 수단일 뿐!,"I was born in this land by the will of Amorru, not to interfere with the world of living! But you are just a means of destruction made as part of Kades!",我是在阿莫爾的意志下，誓言不干涉「活著的存在」的世界，才在這片大地上「誕生」的！而你，不過是作為卡德斯的一部分，被「創造」出來的滅亡手段而已！,,,,
,83,20,증명의 탑,주인공,Player,Player,,흥미 없다는 듯 심드렁하게 대답하는 엔더 드래곤.,Ender Dragon gives a flat answer as if it's not interested.,不以為然地，終焰龍冷淡地回答。,,,,
,83,21,증명의 탑,엔더 드래곤,Ender dragon,終焰龍,,아모르와 '나'와의 차이일 뿐이다. 결국 '끝'은 오게 되어있다.,"It's just the difference between Amorru and I. In the end, the end is meant to come.",這不過是阿莫爾與「我」之間的區別罷了。最終，「結局」終究會來臨。,,,,
,83,22,증명의 탑,고대신룡,God Dragon,古代神龍,변신,"네가 거기에 개입하지 말라는거다! 높은 놈이면 높은데서 그냥 쳐다보고나 있던가, 아니면 나처럼 이 땅에 '태어나' 네 눈으로 직접 판단해라!",I'm telling you to stay out of it! Just watch it at there or 'born' on this land like me and decide for yourself!,你別插手！如果你是高高在上的存在，就在那高處看著就好，或者像我一樣，在這片大地上「誕生」，用你的眼睛親自判斷！,,,,
,83,23,증명의 탑,주인공,Player,Player,,갑자기 엔더 드래곤의 분위기가 변했다. 모습은 그대로였다. 다만...... 화가 난 것처럼 느껴졌다.,"Suddenly, the mood of Ender Dragon changed. It was just as it was. But he looks angry.",突然，終焰龍的氣氛變了。外貌依舊如常，但...卻讓人感覺像是生氣了。,,,,
