구분,시나리오 넘버,대사 넘버,배경,캐릭터 한글,캐릭터 영문,캐릭터 번자,표정,대사 한글,대사 영문,대사 번자,연출 종류,사운드,INDEX,CODE
,87,11,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,그렇군요. 여신만 싸고 돌 줄 알았더니 그래도 자기 할 일은 아나봅니다. 그곳에 가면 만날 수 있겠군요.,All right. They knows what they has to do.,原來如此。我還以為他們只會繞著女神轉，沒想到還是知道自己該做什麼。到那裡去應該能見到他們。,,,,
,87,12,꿈의 세계,렉스톤,Rexton,雷克斯頓,변신,어...... 근데 조심하는게 좋을거야. 솔라 녀석들과는 달리 우리한테 한 번씩 졌잖아 걔네들은? 이를 갈더라고. 다음에는 안진다면서.,"Uh ...... but you'd better be careful. Unlike the Solar, we lost to each other once. What about them? They were preparing not to lose next time.",嗯......不過最好還是小心點。跟太陽龍他們不一樣，那些家伙曾經輸過我們一次吧？他們可是咬牙切齒地說，下次不會再輸了。,,,,
,87,13,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,그렇다는군요. 아르하에선 항상 뒤를 조심하세요 (주인공).,"They say so. Be careful in Archa, (주인공).",原來如此。在阿爾哈，請永遠小心背後(주인공)。,,,,
,87,14,꿈의 세계,주인공,Player,Player,,결국 아르하는 아스타로트라는 새로운 여신을 맞이했다. 그리고 남아있는 카데스의 잔재를 하나씩 없애고 있었다.,"Finally, Archa received a new goddess, Astaroth. And she were removed the remnants of Kades one by one.",最終，阿爾哈迎接了亞斯她錄這位新女神。並且正逐一消除殘留的卡德斯遺跡。,,,,
,87,15,꿈의 세계,주인공,Player,Player,,"쉽진 않은 일이고, 오래 걸리기도 할것이다. 하지만 새로운 여신과 6마리의 수호룡들은 의욕에 넘쳤다. 그들은 드디어 구원받은 것이다.","It's not easy, and it will take a long time. However, the new goddess and six guardians were full of ambition. They are finally saved.",這不是一件容易的事，也需要很長時間。然而，新的女神和六隻守護龍們充滿了幹勁。他們終於得到了拯救。,,,,
,87,16,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,엔더 드래곤과 쉴라 여신의 마지막 대화가 마음에 걸리는군요. '어둠의 신의 느낌이 아니다'라......,"The last conversation between Ender Dragon and the goddess Shilla is getting on my mind. ""That's not feeling of the god of darkness""...",終焰龍和希拉女神的最後對話讓我心情沉重。'不是黑暗神的感覺'……,,,,
,87,17,꿈의 세계,고대신룡,God Dragon,古代神龍,변신,나도 그 부분에 대해선 위화감을 느꼈다. 쉴라 여신은 카데스에 대해서 무언가를 알고 있었던게 아닐까 싶은데.,I also felt a sense of disharmony at that part. Goddess Shilla might have known something about Kades.,我也對那部分感到不安。希拉女神或許知道關於卡德斯的某些事情吧。,,,,
,87,18,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,화남,없는 분에게 물어볼 수는 없죠. 하지만 어쩌면......,You can't ask to her. But maybe ......,無法問已故的人。可是，也許......,,,,
,87,19,꿈의 세계,주인공,Player,Player,,지부장님은 미간을 찌푸리며 고민에 빠졌다. 무언가 새로운 추측이 생겨난걸까?,The manager frowned. Is there any new speculation?,支部長皺著眉頭陷入了沉思。是不是出現了什麼新的猜測呢?,,,,
,87,20,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,......아닙니다. 괜한 추측을 벌써부터 할 필요는 없죠. 앞으로의 일이 중요합니다.,.... no. We don't have to make assumptions already. Future is more important.,......不是的。我們現在不需要做無謂的猜測。未來的事情才是最重要的。,,,,
,87,21,꿈의 세계,렉스톤,Rexton,雷克斯頓,변신,"헤헤, 많이 바쁠걸? 여기 전초기지를 중심으로 아르하와 유타칸이 이어지려면 보통 일이 아닐거야.","Hehe, You must be very busy, right? It would be unusual to connect the Archa and Utahkhan around the outpost here.",嘿嘿，會很忙吧？從這裡的前哨基地開始，要讓阿爾哈和尤塔坎聯繫起來可不是簡單的事。,,,,
,87,22,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,"물론이죠. 각종 물자나 자원의 교류, 서로간의 다른 기운의 적응 등 할 일은 많습니다. 구원은 저쪽이 받았는데 바쁜건 우리군요.","Of course. There are many things to do, such as exchange of goods and resources, and adaptation of different energies. Archa received salvation, but we are busy.",當然了。物資和資源的交流、彼此間不同能量的適應等等，任務還是很多。那邊是得到了拯救，但忙碌的卻是我們。,,,,
,87,23,꿈의 세계,디트,Deet,迪特,보통,그 아르하의 기운이라는 놈은 맡겨둬! 연구가 활발하니 답도 금방 나오겠지.,I'll handle the energy of Archa! There will be an answer soon.,那個所謂的阿爾哈能量就交給我們吧！研究正在進行，很快就能找到答案。,,,,
,87,24,꿈의 세계,누리,Nuri,諾莉,기쁨,"와, 그럼 이제 우리도 아르하에 가볼 수 있겠네요!","Wow, so we also can go to Archa now!",哇，那麼我們也可以去阿爾哈看看了！,,,,
,87,25,꿈의 세계,즈믄,Zimon,茲門,기쁨,크~ 우리도 언제 거기서 모험을 즐겨보나 했는데! 이제 머지 않았구나!,"I was wondering if we could have fun there, too! It's not too soon!",嘿~ 我們也一直在想什麼時候能在那裡享受冒險呢！現在終於快到了！,,,,
,87,26,꿈의 세계,주인공,Player,Player,,깜짝 놀랄걸! 유타칸이나 꿈의 세계와는 완전히 다른 곳이야!,You'd be surprised! It's completely different from Utahkhan or the world of dreams!,會嚇一跳的！那裡可完全不同於尤塔勘或夢境世界！,,,,
,87,27,꿈의 세계,렉스톤,Rexton,雷克斯頓,변신,아무렴! 정말 다른 곳이지! 힘들수도 있으니 조심해!,"Yes, it is! What a different place! Be careful! It can be hard!",當然！那裡確實是完全不同的地方！可能會很辛苦，記得小心啊！,,,,
,87,28,꿈의 세계,주인공,Player,Player,,그렇게 껄껄 웃으며 잡담을 나누던 렉스톤은 드디어 우리와의 작별을 준비했다.,"After such a loud laugh and chatting, Rexton finally prepared to say goodbye to us.",就這樣，邊笑邊閒聊的雷克斯頓終於準備與我們告別。,,,,
,87,29,꿈의 세계,렉스톤,Rexton,雷克斯頓,변신,"자, 드디어 긴 여행도 끝이다. 이제 정말로 집에 가야겠어.","Well, finally, the long journey is over. I really should go home now.",好了，終於長途旅行結束了。現在真的該回家了。,,,,
,87,30,꿈의 세계,고대신룡,God Dragon,古代神龍,변신,그동안 고생 많았어. 가서 푹 쉬어.,Thank you for your hard work. Go get some rest.,這段時間辛苦了。回去好好休息吧。,,,,
,87,31,꿈의 세계,주인공,Player,Player,,렉스톤이 없었다면 큰일 날뻔 한 적이 한두 번이 아니지. 고마웠어.,"Without Rexton, we'd be in big trouble. I appreciate your help.",如果沒有雷克斯頓，差點就出大事了。真的很感謝你。,,,,
,87,32,꿈의 세계,렉스톤,Rexton,雷克斯頓,변신,이제와서 무슨! 앞으로도 언제든지 힘든 일이 있으면 부르라고! 언제든지 달려올테니!,Call me whenever you need help! I'll be with you anytime!,現在說這些做什麼！以後有什麼困難的事隨時叫我！我隨時會過來的！,,,,
,87,33,꿈의 세계,주인공,Player,Player,,"훈훈한 인사를 나누며 작별을 준비하던 그 순간, 갑자기 지부장님이 달려오셨다. 달리는 모습은 처음이었다!","As we were greeting each other warmly, the manager came running. I've never seen her run before.",在我們溫馨地道別時，支部長突然跑了過來。這可是第一次看到他用跑的！,,,,
,87,34,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,웃음,잘됐군요. 언제든지 불러도 된다고요?,That sounds good. Can I call you anytime?,太好了。你說你隨時可以過來對吧？,,,,
,87,35,꿈의 세계,렉스톤,Rexton,雷克斯頓,변신,어...... 응?,Uh... yeah?,呃.....蛤?,,,,
,87,36,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,웃음,저 거대한 문의 영역이 불안정해서 대규모 비공정을 보내기가 힘들었습니다. 그래서 물자 수송에 수레나 마차를 이용할 예정이죠.,"The area of that huge gate was unstable, making it difficult to send out an airship. So we're going to use carts and wagons to transport supplies.",那個巨大的門區域不穩定，所以無法派遣大規模的飛行器。因此，我們打算利用車輛或馬車來運送物資。,,,,
,87,37,꿈의 세계,렉스톤,Rexton,雷克斯頓,변신,아...... 그래서? 그래서요?,Ah...so? And?,啊......所以呢？然後呢？,,,,
,87,38,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,웃음,대규모 도로 사업이 필요합니다. 렉스톤 당신이 가진 대지를 다루는 기술이 꼭......,"We need a big road construction. Rexton, your skill for control the land must...",需要大規模的道路建設工程。雷克斯頓，你擁有的土地處理技術一定會......,,,,
,87,39,꿈의 세계,주인공,Player,Player,,렉스톤은 순식간에 땅 속으로 사라졌다. 순식간이었다!,Rexton disappeared into the ground in an instant. It was a flash!,雷克斯頓瞬間消失在地面下。真的是一瞬間！,,,,
,87,40,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,"땅 속성 드래곤을 다루는 테이머를 소집하세요. 2인 1조, 최소 20개 조를 편성하세요. 이건 최우선사항으로 진행합니다.",Call up all tamers with earth type dragon. Form at least 20 groups of two people. This is a top priority.,召集能駕馭土屬性龍的屠龍者。兩人一組，至少組20組。這是最優先的事項，必須立即進行。,,,,
,87,41,꿈의 세계,주인공,Player,Player,,지부장님의 급박한 지시가 이어졌다. 지금 무슨 일이 일어나는거지? 아까부터 벌어진 입이 다물어지질 않았다.,The manager quickly ordered. What's happening now? I couldn't get my mouth close.,支部長緊急的指示接連不斷。現在到底發生了什麼事？從剛才開始，我驚訝得合不攏嘴。,,,,
,87,42,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,"땅 속성 드래곤의 힘을 이용해 지면 내부의 수색을 실시합니다. 일렬 횡대로, 끝에서 끝까지 샅샅이 찾습니다.","Use the force of the earth type dragons to search inside the ground. In line, find everything from end to end.",利用土屬性巨龍的力量對地面內部進行搜索。排成一列橫隊，從頭到尾徹底搜尋。,,,,
,87,43,꿈의 세계,고대신룡,God Dragon,古代神龍,변신,지금 꼭 그럴 필요가 있나? 렉스톤도 오랜만에 집에 돌아가는......,Is it really necessary now? Rexton needs re...,現在一定非得這樣做嗎？雷克斯頓也好不容易要回家了……,,,,
,87,44,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,화남,급하니까 빨리.,"It's urgent, so hurry up.",很緊急，快點。,,,,
,87,45,꿈의 세계,고대신룡,God Dragon,古代神龍,변신,넵.,Aye ma'am!,好的。,,,,
,87,46,검은 배경,주인공,Player,Player,,"아르하에서의 긴 여정은 드디어 끝이 났다. 수많은 적과 싸웠고, 결국 아르하는 구원받았다.","The long journey in Archa is finally over. Fighting against countless enemies, Archa was saved at last.",在阿爾哈的漫長旅程終於結束了。我們與無數敵人戰鬥，最終拯救了阿爾哈。,,,,
,87,47,검은 배경,주인공,Player,Player,,"고통스러운 일도, 슬픈 일도 있었지만 기쁘고 즐거운 일도 많았다. 참 많은 것을 보고 느낄 수 있었던 모험이었다. 난 절대 이 모험을 잊지 못할 것이다.","There were painful and sad events, but there were many happy and pleasant ones. It was an adventure to see and feel so much. I will never forget this adventure.",痛苦的事也有，悲傷的事也有，但快樂和喜悅的時刻也不少。這真是一場讓我見識並感受到許多事物的冒險。我絕對不會忘記這段旅程。,,,,
,87,48,검은 배경,주인공,Player,Player,,"하지만 동시에 많은 의문도 남았다. 여신님의 마지막 대화나 카데스의 진정한 힘, 그리고 '악의 신'으로서의 진짜 목적.","But at the same time, there are many questions. The last conversation of the goddess, the true power of Kades, and the real purpose as the God of Evil.",但同時，也留下了許多疑問。女神大人的最後對話、卡德斯真正的力量，以及作為「邪神」的真正目的。,,,,
,87,49,검은 배경,주인공,Player,Player,,"무엇보다도, 어째서 아모르님은 우리에게 모습을 드러내지 않는 것일까. 이것은 누구에게도 말하지 못하고 나 홀로 품고있는 조심스러운 의문이었다.","First of all, why doesn't Amorru show up to us? This was a secret question that I had in mind without telling anyone.",最重要的是，為什麼阿莫爾大人從未出現在我們眼前呢？這是我無法告訴任何人的謹慎疑問，只有我一個人默默地埋在心中。,,,,
,87,50,검은 배경,주인공,Player,Player,,머리가 복잡해지기 시작하며 졸음이 쏟아졌다. 저쪽 천막에 몰래 숨어 잠깐 잠을 청해야겠다.,My head began to get complicated and I felt sleepy. I'm going to hide in that tent and get some sleep.,頭腦開始變得混亂，困倦感不斷襲來。得悄悄躲到那邊的帳篷裡，稍微休息一下。,,,,
,87,51,검은 배경,주인공,Player,Player,,"그리고 일어나면 다시 한번, 또 다른 모험을 생각해보자.","And when I wake up, let's think about another adventure.",等我醒來後，再一次思考下一場冒險吧。,,,,
,87,52,검은 배경,주인공,Player,Player,,......적어도 렉스톤은 벌써 새로운 모험을 시작한 것 같지만.,But... Rexton has already begun a new adventure.,……至少雷克斯頓似乎已經開始了新的冒險。,,,,
,87,53,검은 배경,렉스톤,Rexton,雷克斯頓,변신,으아아아아아! 이거 놔라 이놈들아! 이거 놔! 놔주세요 제발!,Arrrrrrr! Leave me alone! You guys! Let me go! Please!,啊啊啊啊啊！放開我，這些混蛋！放開！拜託，放開我！,,,,
,87,54,검은 배경,주인공,Player,Player,,"렉스톤의 비명을 자장가 삼으며 난 서서히 잠들었다. 부디 꿈 속에서는, 좀 더 행복한 모험이 펼쳐지길 바라면서.","I slowly fell asleep, playing Rexton's scream as a lullaby. In dreams, hope for a happier adventure.",聽著雷克斯頓的尖叫聲，我慢慢地進入了夢鄉。希望在夢中能展開一場更加快樂的冒險。,,,,
