구분,시나리오 넘버,대사 넘버,배경,캐릭터 한글,캐릭터 영문,캐릭터 번자,표정,대사 한글,대사 영문,대사 번자,연출 종류,사운드,INDEX,CODE
,69,2,증명의 탑,제피로스,Zephyros,澤費羅斯,,"헉, 헉...... 정신 나갔어 저건.",I think he is crazy.,呼，呼……真是有點失控了，完全不敢相信。,,,,
,69,3,증명의 탑,포폰,Popon,波彭,,제발 그만해 솔라! 이럴 때가 아니야 우리!,"Stop it, Solar! This is not the time!",拜託，太陽龍！現在不是開玩笑的時候！我們得專心應對！,,,,
,69,4,증명의 탑,솔라,Solar,太陽龍,,난 증명의 탑의 왕이다! 으하하하하!,I'm king of the tower!!! Hahahahahahahaha!,我就是證明之塔的王！哈哈哈哈！,,,,
,69,5,증명의 탑,주인공,Player,Player,,"다행히 헬카이저가 아닌, 드래곤 슬레이어가 어처구니 없는 표정으로 우릴 바라보고 있었다.","Fortunately, Dragon Slayer, not Hell kaiser, was staring at us with a ridiculous look.",幸好，不是地獄凱撒，而是屠龍者正以匪夷所思的表情看著我們。,,,,
,69,6,증명의 탑,드래곤 슬레이어,Dragon Slayer,屠龍者,변신,무슨 놀이냐 이건.,What are you doing now?,這到底是什麼遊戲啊？,,,,
,69,7,증명의 탑,고대신룡,God Dragon,古代神龍,변신,다행이다. 헬카이저는 아니었군.,"Luckily, Hell kasier isn't here.",真是太好了，幸好不是地獄凱撒。,,,,
,69,8,증명의 탑,드래곤 슬레이어,Dragon Slayer,屠龍者,변신,최근에는 탑에서 보이지 않았다. 만나면 가만두지 않으려고 했건만. 그래서 저것들은 지금 뭐하는거냐 대체.,"Recently, he was not seen at the tower. I wasn't going to let him go when I met him, so what are you doing?",最近在塔裡都沒看到他。原本碰到他時我打算不讓他輕易走的。那現在那些家伙到底在做什麼啊？,,,,
,69,9,증명의 탑,주인공,Player,Player,,역시 지부장님의 추측이 맞았다. 헬카이저 역시 여신님을 찾고 있었던 것이다.,The manager was right. Hell kaiser was also looking for the goddess.,果然，支部長的推測沒錯。地獄凱撒也在尋找女神。,,,,
,69,10,증명의 탑,렉스톤,Rexton,雷克斯頓,변신,우리도 몰라. 결국 다같이 올라가야 되는데 갑자기 자기들끼리 다음층 올라가는걸 경쟁하더라고.,"We don't know. We had to climb up all together, but all of a sudden they were competing to climb up the floors.",我們也不知道。最終我們都得一起往上爬，但他們突然開始自己競爭往下一層走了。,,,,
,69,11,증명의 탑,드래곤 슬레이어,Dragon Slayer,屠龍者,변신,저 노란 놈은 병이냐? 혼자서도 자꾸 기웃거리더니. 아무튼 잘도 여기까지 왔구나. 실력에 쥐꼬리만한 자신이라도 붙여서 온 모양인데 어디 한번......,"Is that yellow one sick? He kept snooping around. Anyway, you came all the way here. I guess you just added a little confidence to your ability, but...",那個黃色的傢伙是生病了嗎？他明明自己也一直東張西望。總之，竟然能來到這裡。看來是帶著一點點微不足道的自信才來的，來吧，讓我看看……,,,,
,69,12,증명의 탑,고대신룡,God Dragon,古代神龍,변신,"아, 지금 그러려고 온게 아냐. 잠깐 기다려줘.","Oh, that's not what we are here to do. Wait a minute.",啊，我不是來這裡做這個的。等一下。,,,,
,69,13,증명의 탑,드래곤 슬레이어,Dragon Slayer,屠龍者,변신,그럼 뭐하러 온거냐.,Then why did you come here?,那你來這裡是為了什麼呢？,,,,
,69,14,증명의 탑,주인공,Player,Player,,짜증이 난건지 드래곤 슬레이어는 낮게 으르렁거렸다. 우린 드래곤 슬레이어에게 여신의 행방을 묻기 위해 찾아왔다고 했다.,"Perhaps annoying, Dragon slayer snarled. We told Dragon slayer that we came to ask the goddess's whereabouts.",似乎是生氣了，屠龍者低聲咆哮著。我們告訴屠龍者，我們是來問關於女神行蹤的。,,,,
,69,15,증명의 탑,드래곤 슬레이어,Dragon Slayer,屠龍者,변신,여긴 없다. 있으면 내가 잡아먹었겠지.,Not here. I would have eaten it if I had.,這裡沒有。如果有的話，我早就吃掉了。,,,,
,69,16,증명의 탑,주인공,Player,Player,,농담할 시간 없어! 넌 여신님을 직접 만나봤잖아? 어디서 뵌건지 알려줘.,"There's no time to be joking! You've met the goddess, haven't you? Let me know where you met her.",沒時間開玩笑呢！你不是親自見過女神嗎？告訴我你在哪裡見過他。,,,,
,69,17,증명의 탑,드래곤 슬레이어,Dragon Slayer,屠龍者,변신,"내가 생사의 갈림길에서 오락가락 할때였지. 헬카이저에게 패배하고 목숨도 경각에 달린 그때, 난 실제 한번 죽었다. 그리고 난 나쁜놈이니 지옥에 갔지.","It was when I was on the point of life and death. When I lost to Hell kaiser and my life was on the line, I actually died once. And I went to hell because I'm a bad.",那是在我徘徊於生死邊緣的時候。敗給了赫爾凱澤，生命垂危的時候，我確實死過一次。然後我去了地獄，因為我是個壞人。,,,,
,69,18,증명의 탑,드래곤 슬레이어,Dragon Slayer,屠龍者,변신,"그런데 세상에, 여신이 지옥에 있다니? 어째서지? 알고보니 겉으로 착한 척 하면서 뒤로는 드래곤의 생피를 마시고 인간의 살을 씹으며......","But for God's sake, the goddess is in hell? Why? It turns out that while pretending to be nice, she drinks dragon's blood and chews human flesh...",可是，世上竟然有女神在地獄？怎麼會這樣？原來她表面上裝作善良，背地裡卻喝龍的鮮血，咀嚼人類的肉……,,,,
,69,19,증명의 탑,렉스톤,Rexton,雷克斯頓,변신,야! 똑바로 대답하라고!,Yo! Answer straight!,嘿！給我正經回答！,,,,
,69,20,증명의 탑,주인공,Player,Player,,다행히 거짓말이었다. 세 수호룡의 얼굴이 점점 파랗게 변하다가 렉스톤의 호통을 듣고 다시 멀쩡하게 돌아왔다. 물론 난 속지 않았다. 정말로.,Luckily it was a lie. The face of the three guardians gradually turned pale and returned to normal after hearing Rexton's roar. Of course I wasn't fooled. Really.,幸運的是，那其實是個謊言。三條守護龍的臉色漸漸變得發青，直到聽到雷克斯頓的訓斥聲，才又恢復正常。當然，我沒被騙，是真的。,,,,
,69,21,증명의 탑,드래곤 슬레이어,Dragon Slayer,屠龍者,변신,모른다.,I don't know.,我不知道。,,,,
,69,22,증명의 탑,렉스톤,Rexton,雷克斯頓,변신,뭐?,What?,甚麼?,,,,
,69,23,증명의 탑,드래곤 슬레이어,Dragon Slayer,屠龍者,변신,"모른다고 했다. 그때 빈사의 상태에서 빛을 느끼기는 했다. 목소리도 들었고 대화도 했지. 정신을 차려보니 난 더 강해져 있었고, 주변엔 아무도 없었다.","I don't know. It was then a dying moment when I felt the light. I heard voices and talked with her. When I woke up, I was stronger, and there was no one around.",我說不知道。在那時，我在垂死的狀態下感受到了一道光。我聽到了聲音，還跟他對過話。當我回過神來時，我變得更強了，周圍卻什麼人也沒有。,,,,
,69,24,증명의 탑,주인공,Player,Player,,아무래도 이번엔 진짜같다.,I think it's true this time.,看來這次是真的。,,,,
,69,25,증명의 탑,드래곤 슬레이어,Dragon Slayer,屠龍者,변신,그때 본인이 직접 정체를 밝힌 것이 아르하의 여신이었고 힘을 빌려달라고 했다. 헬카이저 그 망할 놈에게 열받아 있던 나는 냉큼 수락했지.,"At that time, she was the goddess of Archa who revealed herself and asked for help. I was so pissed off at Hell kaiser that I accepted it right away.",當時她親自透露了自己的身份，是阿爾哈的女神，並請求借用力量。我當時對那個該死的地獄凱撒感到非常憤怒，便立刻答應了她。,,,,
,69,26,증명의 탑,드래곤 슬레이어,Dragon Slayer,屠龍者,변신,어렴풋한 기억이기는 한데 그리고는 만나지 못했다. 뭔가 더 말한 것 같기도 한데 뒤는 나도 몰라. 기억 안난다.,"It was a dim memories, but I couldn't meet. I think she said something more, but I don't know what happened next. I don't remember.",雖然記得有些模糊，但之後就沒再見過她了。好像還說了些什麼，但後來的事我也不知道，記不清了。,,,,
,69,27,증명의 탑,솔라,Solar,太陽龍,,여신님이 계신 장소나 다른 단서같은 것도 전혀 없었나?,Were there any clues to where the goddess was?,女神所在的地方或其他線索完全沒有嗎？,,,,
,69,28,증명의 탑,드래곤 슬레이어,Dragon Slayer,屠龍者,변신,"없었고, 있었어도 말할 순 없지.","No, I couldn't say if I did.",沒有，而且有的話也不能說。,,,,
,69,29,증명의 탑,제피로스,Zephyros,澤費羅斯,,어째서지?,Why?,為什麼不能說呢？,,,,
,69,30,증명의 탑,드래곤 슬레이어,Dragon Slayer,屠龍者,변신,저기에서 지켜보는 쥐새끼가 한마리 있기 때문이거든.,Because there's a rat watching from there.,因為那裡有隻在暗處窺視的老鼠。,,,,
,,,,퀘스트,퀘스트,퀘스트,,숨어있는 자를 찾아내자(증명의 탑에 퀘스트 표시),"Find the ""Rat""",找出隱藏的人(證明之塔上顯示任務),,,,
,70,1,증명의 탑,포폰,Popon,波彭,,이그나......,Igna...,伊格納...,,,,
,70,2,증명의 탑,이그나,Igna,伊格納,,......,...,.......,,,,
,70,3,증명의 탑,솔라,Solar,太陽龍,,무슨 일이냐 이그나. 왜 우릴 쫓아온거지?,What's the matter with you? Why did you come after us?,什麼事，伊格納。為什麼追著我們來？,,,,
,70,4,증명의 탑,이그나,Igna,伊格納,,여신...... 을 찾기 위해서다.,I am looking for a goddess.,女神……為了找女神。,,,,
,70,5,증명의 탑,솔라,Solar,太陽龍,,여신님을 찾아서 어쩌려는거지?,What are you going to do after finding the goddess?,找到女神後，你打算做什麼？,,,,
,70,6,증명의 탑,이그나,Igna,伊格納,,......,......,......,,,,
,70,7,증명의 탑,제피로스,Zephyros,澤費羅斯,,대답해라 이그나!,Answer!,回答我，伊格納！,,,,
,70,8,증명의 탑,이그나,Igna,伊格納,,이제와서 너희들에게 할 말따윈 없다.,I have nothing to tell you now.,事到如今，我沒什麼好對你們說的。,,,,
,70,9,증명의 탑,솔라,Solar,太陽龍,,말을 하지 않으면 뭘 하자는거냐?,What the hell are you doing if you don't talk?,你不說話，是想怎麼做？,,,,
,70,10,증명의 탑,이그나,Igna,伊格納,,너희들은...... 멍청해.,You guys are ...... stupid.,你們……真愚蠢。,,,,
,70,11,증명의 탑,렉스톤,Rexton,雷克斯頓,변신,맥락 하고는. 똑바로 좀 얘기해. 수다스럽던 녀석이 갑자기 띄엄띄엄 더듬고 있어.,Speak up. The chatterbox is groping suddenly.,前後不搭。說清楚點。平時那麼多話的傢伙，怎麼突然結結巴巴的？,,,,
,70,12,증명의 탑,이그나,Igna,伊格納,,......,...,......,,,,
,70,13,증명의 탑,솔라,Solar,太陽龍,,적어도 대화를 길게 하고 싶지 않다는 의지는 알겠다.,At least I can see that you don't want to talk long.,至少知道你不想多說話的意思了。,,,,
,70,14,증명의 탑,제피로스,Zephyros,澤費羅斯,,결국 싸워야 하나.,Do we have to fight after all?,最後還是得戰鬥嗎？,,,,
,70,15,증명의 탑,솔라,Solar,太陽龍,,준비해라. 만만치 않은 적이......,Make you ready. Formidable enemy ......,準備好了嗎？這可不是簡單的對手……,,,,
,70,16,증명의 탑,드래곤 슬레이어,Dragon Slayer,屠龍者,변신,멍청한 것들이 갑자기 여기서 뭘 하려는거냐.,What are those stupid things trying to do here?,愚蠢的傢伙們，突然想在這裡做什麼？,,,,
,70,17,증명의 탑,주인공,Player,Player,,"등 뒤에서 드래곤 슬레이어의 음산한 목소리가 들렸다. 분노와 짜증, 깊은 어둠이 서린 목소리였다. 갑자기 심기가 불편해진 걸까?",I could hear the gloomy voice of Dragon slayer behind my back. His voice was filled with anger and deep darkness. Did he suddenly get upset?,背後傳來了屠龍者陰森的聲音，充滿憤怒、惱火與深沉黑暗的氣息。難道他突然情緒不穩了嗎？,,,,
,70,18,증명의 탑,드래곤 슬레이어,Dragon Slayer,屠龍者,변신,나랑 싸울거 아니면 나가서 싸워라. 정신 사나워.,"If you're not fighting with me, go out and fight.",如果不打算和我戰鬥，就出去打吧。這樣讓人心煩。,,,,
,,,,퀘스트,퀘스트,퀘스트,,"불의 봉인지에서 이그나를 쓰러뜨리자(불의 봉인지에 퀘스트 표시)(실화전투, 능력치 30%로 하향)",Defeat Igna at the land of fire.,"""在火焰封印之地擊敗伊格納\n(火焰封印之地顯示任務)(實戰戰鬥，能力值降低30%)""",,,,
,71,1,불의 봉인지,솔라,Solar,太陽龍,,다시 한번 묻지 이그나. 너희들의 목적은 뭐냐!,I ask to you again. What is your purpose?!,再問一次，伊格納。你們的目的是什麼！,,,,
,71,2,불의 봉인지,이그나,Igna,伊格納,,크윽......,...,咕嘶……,,,,
,71,3,불의 봉인지,솔라,Solar,太陽龍,,"한때 동료였다는 아량은 기대하지 마라! 이미 너희는 적이다, 빨리 대답해!","Don't expect mercy! You are an enemy already, answer quickly!",曾經是夥伴的寬容別再期待了！你們已經是敵人了，快點回答！,,,,
,71,4,불의 봉인지,주인공,Player,Player,,솔라는 전에 본적 없는 격앙된 태도로 이그나에게 호통쳤다. 포폰은 어쩔 줄 몰라했지만 차마 말리진 못했다.,Solar bellowed at Igna with an angry attitude he had never seen before. Popon did not know what to do but could not stop it.,太陽龍以從未見過的激動態度對伊格納大聲斥責。波彭雖然不知所措，但卻無法阻止她。,,,,
,71,5,불의 봉인지,이그나,Igna,伊格納,,적이라면 죽여라. 왜 살려두는거지?,Kill me if you think I'm an enemy. Why are you keeping me alive?,既然是敵人，就該殺了。為什麼還留著他？,,,,
,71,6,불의 봉인지,솔라,Solar,太陽龍,,네가 죽고 사는 것도 우리가 판단할 일이다. 순순히 묻는 말이나 대답해.,It is up to us to judge that you live and die. Just answer the question.,你生死的事，也該由我們來判斷。乖乖回答我的問題。,,,,
,71,7,불의 봉인지,이그나,Igna,伊格納,,"큭큭큭...... 어리석구나 솔라. 제피로스, 포폰 너희도 마찬가지다. 이제와서 아르하가 구원받을 수 있을거라고 생각해?","That's stupid Solar. Zephyros, Popon, you too. Do you think Archa can be saved now?",咯咯咯……真是愚蠢，太陽龍。澤費羅斯、波膨，你們也一樣。現在還覺得阿爾哈能夠得到拯救嗎？,,,,
,71,8,불의 봉인지,솔라,Solar,太陽龍,,그게 무슨 말이지!,What do you mean?,那是什麼意思！,,,,
,71,9,불의 봉인지,이그나,Igna,伊格納,,쉴라는 아르하를 포기했다! 아르하는 카데스에게 멸망당할 수밖에 없어!,Shilla gave up on Archa! Archa must be destroyed by Kades!,希拉放棄了阿爾哈！阿爾哈注定要被卡德斯毀滅了！,,,,
,71,10,불의 봉인지,주인공,Player,Player,,나도 모르게 눈을 질끈 감았다. 제피로스가 보이지도 않는 속도로 달려가서 이그나의 머리에 있는 힘껏 박치기를 한 것이다!,I shut my eyes tight in spite of myself. Zephyros ran and gave Igna a hard headbutt!,我不自覺地緊閉了雙眼。澤費羅斯以看不見的速度衝向前，狠狠地撞上伊格納的頭！,,,,
,71,11,불의 봉인지,이그나,Igna,伊格納,,으아악!,Aaaah!,啊啊啊！,,,,
,71,12,불의 봉인지,제피로스,Zephyros,澤費羅斯,,니가 지금! 뭐라고...,You!! Say again!!,你現在！在說什麼……,,,,
,71,13,불의 봉인지,주인공,Player,Player,,제피로스는 더 말을 잇지 못하고 쓰러졌다. 화가 난 건 이해하지만 이건 너무 과한 공격 아닌가? 본인 스스로에게?,"Zephyros fell down without any more words. I understand he is angry, but isn't this too much? To himself?",澤費羅斯再也無法說話，倒了下來。雖然能理解他的憤怒，但這樣的攻擊是不是有些過頭了？對自己也這麼狠？,,,,
,71,14,불의 봉인지,렉스톤,Rexton,雷克斯頓,변신,저쪽이 더 단단한데?,He has a stronger head.,那邊才更堅硬吧？,,,,
,71,15,불의 봉인지,고대신룡,God Dragon,古代神龍,변신,쉿. 듣겠다.,Shh. he will hear you.,嘘，聽著。,,,,
,71,16,불의 봉인지,솔라,Solar,太陽龍,,"우리 인내심을 시험하지 마라 이그나. 난 단단히 각오한 상태다. 너희의 목적과 나머지 배신자들, 그리고 시렐라 님은 어디 계신거냐!","Don't test our patience, Igna. I am prepared. What are your purposes and where are the rest of betrayers and Sirella?!",別測試我們的耐性，伊格納。我已經做好準備了。你們的目的、其餘的背叛者，還有西瑞拉大人到底在哪裡！,,,,
,71,17,불의 봉인지,주인공,Player,Player,,이그나는 두 눈을 지그시 감았다. 죽음을 각오했다는 결연한 의지가 느껴졌다. 그리고 솔라의 다음 말에서는 큰 슬픔이 느껴졌다.,Igna closed his eyes. I felt a determined will to die. And there was a great sadness in Solar's next words.,伊格納緊閉了雙眼，能感受到他決心面對死亡的堅定意志。而太陽龍接下來的話語中，透露出一股深深的悲傷。,,,,
,71,18,불의 봉인지,솔라,Solar,太陽龍,,더럽혀졌구나 이그나.,"Igna, you've been tainted.",你被玷污了，伊格納。,,,,
,71,19,불의 봉인지,이그나,Igna,伊格納,,어리석을 바에는 더러운게 낫지.,It's better to be dirty than to be silly.,與其變得愚蠢，不如被汙染。,,,,
,71,20,불의 봉인지,솔라,Solar,太陽龍,,그렇다면 마지막 부탁이다. 이유라도 알려다오. 어째서 여신님을 배신한거지? 시렐라님은 왜 카데스에게 복종하고 계신거냐?,Then this is my last request. Give me a reason. Why did you betray goddess? Why is Sirella obedient to Kades?,既然如此，那麼最後的請求。告訴我理由吧。為什麼背叛了女神？西瑞拉大人為什麼要服從卡德斯？,,,,
,71,21,불의 봉인지,이그나,Igna,伊格納,,이제와서..... 이제와서 밝힐 것 같으냐 솔라!,Do you think I'll tell you now? Solar!,現在……現在才會說嗎，太陽龍！,,,,
,,,,퀘스트,퀘스트,퀘스트,,"불의 봉인지에서 이그나를 쓰러뜨리자(불의 봉인지에 퀘스트 표시)(실화전투, 능력치 30%로 하향)",Defeat Igna again at the land of fire.,在火焰封印之地擊敗伊格納(火焰封印之地顯示任務)(實戰戰鬥，能力值降低30%),,,,
