구분,시나리오 넘버,대사 넘버,배경,캐릭터 한글,캐릭터 영문,캐릭터 번자,표정,대사 한글,대사 영문,대사 번자,연출 종류,사운드,INDEX,CODE
,37,5,물의 봉인지,헬카이저,Hell Kaiser,地獄凱撒,,복수의 힘이냐? 그토록 복수가 하고 싶었던거냐?,Is it revenge? Is that what you wanted to do?,"是復仇的力量嗎？你真的是那麼渴望復仇嗎？
",,,,
,37,6,물의 봉인지,드래곤 슬레이어,Dragon Slayer,屠龍者,,아무렴 내가 가만히 있을 것 같으냐.\n이 복수는 나만의 것이다! 고대신룡은 내 손에 죽으리라!,Do you think I'll stand still anyway?\nThis revenge is mine! God dragon will die in my hands!,難道以為我會袖手旁觀嗎？\n這場復仇是屬於我的！古代神龍將死於我的手中！,,,,
,37,7,물의 봉인지,헬카이저,Hell Kaiser,地獄凱撒,,멍청한 녀석 같으니.\n빛에 무시당하고 어둠에 배신당한 멍청하기 짝이 없는 놈.,You stupid.\nThe dumb one who was ignored by the light and betrayed by the darkness.,真是個愚蠢的家伙。\n被光明忽視，又被黑暗背叛，真是愚蠢至極。,,,,
,37,8,물의 봉인지,주인공,Player,Player,,드래곤 슬레이어의 낌새가 변했다. 분명 전에 이걸 느낀 적 있었다.\n이성을 잃고 미친듯이 날뛰던 바로 그때였다.,Dragon Slayer's mood has changed. I've certainly felt this before.\nIt was just when it lost its head and went crazy.,屠龍者的氣息變了。我確實曾經感覺過這個。\n正是那個失去理智，瘋狂暴走的時候。,,,,
,37,9,물의 봉인지,헬카이저,Hell Kaiser,地獄凱撒,,고대신룡을 죽이는게 복수라고?\n왜 지금 하지 않는거냐! 저기 저렇게 나자빠져있는 반송장을!,Killing God dragon is revenge?\nWhy don't you do it now? Over there!,殺死古代神龍就是復仇嗎？\n為什麼現在不動手！就那個倒在那裡的廢物！,,,,
,37,10,물의 봉인지,드래곤 슬레이어,Dragon Slayer,屠龍者,,닥쳐라!,Shut up!,閉嘴！,,,,
,37,11,물의 봉인지,헬카이저,Hell Kaiser,地獄凱撒,,인간에게 꼬드김이나 당한 멍청한 놈 같으니.\n빛과 어둠이 널 버린 이유가 이런거라는 걸 왜 모르냐!,You stupid beaten up by humans.\nWhy don't you know this is why light and darkness have deserted you?,真是個被人類誘惑的愚蠢家伙。\n為什麼你不明白光明和黑暗拋棄你的原因就是這樣！,,,,
,37,12,물의 봉인지,드래곤 슬레이어,Dragon Slayer,屠龍者,,크아아아아!,Kraaaaaak!,啊啊啊啊！,,,,
,37,13,물의 봉인지,주인공,Player,Player,,기다려! 정신 차려 드래곤 슬레이어!,"Wait! Wake up, Dragon Slayer!",等一下！振作點，屠龍者！,,,,
,37,14,물의 봉인지,렉스톤,Rexton,雷克斯頓,,안돼! 저렇게 무모하게 덤벼선 이길 수 없어!,No! We can't win if we take it so recklessly!,不行！那樣魯莽地挑戰是無法贏的！,,,,
,,,,퀘스트,퀘스트,퀘스트,42,헬카이저를 무찌르자\n(물의 봉인지에 퀘스트 표시)\n(이벤트 전투 패배),Defeat Hell kaiser.,擊敗地獄凱撒\n(水之封印處顯示任務)\n(事件戰鬥失敗),,,,
,38,1,물의 봉인지,솔라,Solar,太陽龍,,크헉!,Oops!,咳！,Revenant,Zephyros,,
,38,2,물의 봉인지,주인공,Player,Player,,"이블 던과 레버넌트까지 합세한 결과, 우린 처참히 패배했다.\n헬카이저는 쓰러진 우린 거들떠보지도 않고 고대신룡에게 향했다.","Result of Evil Dawn and Revenant joined, we were beaten.\nHell kaiser headed for God dragon without even giving a look at us after we collapsed.",邪惡黎明和復生者加入後，我們慘敗了。\n地獄凱撒根本不理會倒下的我們，直奔古代神龍而去。,,,,
,38,3,물의 봉인지,헬카이저,Hell Kaiser,地獄凱撒,,이것이 고대신룡인가.,This... is God dragon.,這就是古代神龍啊？,,,,
,38,4,물의 봉인지,주인공,Player,Player,,큭...... 고대신룡에게 손대지 마라!,Don't touch him!,喝......別碰古代神龍！,,,,
,38,5,물의 봉인지,헬카이저,Hell Kaiser,地獄凱撒,,그러면 정말 놔 줄거라고 믿고 하는 말인가? 재미있는 인간이군.,Do you really think I'll do it?? You are a funny human being.,你真以為我會放過你嗎？哈哈哈人類真有趣。,,,,
,38,6,물의 봉인지,주인공,Player,Player,,내 외침에도 아랑곳 않고 헬카이저는 하늘로 날아올랐다.\n치료제를 맞지 못해 온 몸에 피를 흘리는 고대신룡을 데리고.,"Despite my yelling, Hell kaiser flew up into the sky.\nWith God dragon that is bleeding all over his body.",不顧我的呼喊，地獄凱撒飛向了天空。\n帶著無法接受治療，身體到處流血的古代神龍。,,,,
,38,7,물의 봉인지,헬카이저,Hell Kaiser,地獄凱撒,,일단 먼저 '저것'부터 어떻게 해야 하지 않을까?\n뭐 내 알 바는 아니지만. 큭큭큭.,"What shouldn't you do first with that?\nWell, it's none of my business. ","首先該怎麼處理那個東西呢？\n雖然這不關我的事。哈哈哈。
",,,,
,38,8,물의 봉인지,드래곤 슬레이어,Dragon Slayer,屠龍者,,나와라 고대신룡! 다크닉스! 죽여주겠다!\n크아아아아!,Come on! God dragon! Dark Nix! I'll kill you!\nKraaaaak!,古代神龍! 黑暗尼斯! 你們都給我出來吧! 喝啊哈哈哈,,,,
,,,,퀘스트,퀘스트,퀘스트,43,드래곤 슬레이어를 무찌르자\n(물의 봉인지에 퀘스트 표시)\n(전투 퀘스트),Defeat Dragon slayer.,擊敗屠龍者\n(水之封印處顯示任務)\n(戰鬥任務),,,,
,39,1,꿈의 세계 월드맵,주인공,Player,Player,,"눈을 뜨자 그곳은 아르하의 전초기지였다.\n지부장님과 즈믄, 누리까지 나를 걱정스럽게 보고 있었다.","When I opened my eyes, it was a base camp of Archa.\nThe manager, Nuri, and Zimon looked on me with anxiety.",睜開眼睛時，我發現自己已經在阿爾哈的前哨基地。\n支部長和吉蒙、諾莉都擔心地看著我。,,,,
,39,2,꿈의 세계 월드맵,지부장,Ellis Finnell,艾莉絲·皮內爾,슬픔,렉스톤에게 이야기 들었습니다. 고생하셨군요.,I heard about it from Rexton.,"我聽說了雷克斯頓的故事。辛苦了。
",,,,
,39,3,꿈의 세계 월드맵,주인공,Player,Player,,헬카이저와 고대신룡은 어떻게 되었느냐고 묻자 아무도 대답하지 않았다.\n슬프게도 그것만으로 충분한 대답이었다.,"When asked what happened to Hell kaiser and God dragon, no one answered.\nSadly, that was a good answer.",我問起地獄凱撒和古代神龍的情況，沒有人回答。\n可悲的是，這樣的沉默已經是足夠的答案了。,,,,
,39,4,꿈의 세계 월드맵,지부장,Ellis Finnell,艾莉絲·皮內爾,,"솔라와 제피로스, 포폰도 지금 이곳에 있습니다.\n아르하에 있는 적 세력이 너무 강해져 일단 피신했죠.","Solar, Zephyros and Popon are here now.\nThe enemy of Archa became so strong that they took refuge.",太陽龍、澤費羅斯和波彭也在這裡。\n因為阿爾哈的敵方勢力變得太強，我們暫時撤退到這裡。,Zephyros,,,
,39,5,꿈의 세계 월드맵,주인공,Player,Player,,......죄송합니다.,.... Sorry.,"......對不起。
",,,,
,39,6,꿈의 세계 월드맵,누리,Nuri,諾莉,슬픔,아냐 (주인공)! 혼자 고생 많았어! 충분히 열심히 했는걸!,"No, (주인공)! You've worked hard enough!",不！(주인공)！你一個人辛苦了！你已經夠努力了！,,,,
,39,7,꿈의 세계 월드맵,즈믄,Zimon,茲門,슬픔,어쩔 수 없어! 적의 세력을 모르는 상태에서 혼자 열심히 했잖아!\n너무 자책하지 마!,you can't help it! You worked hard alone without knowing the enemy's power!\nDon't be so hard on yourself!,"沒辦法！你在不知道敵人勢力的情況下，還獨自努力了！\n不要太自責！
",,,,
,39,8,꿈의 세계 월드맵,주인공,Player,Player,,사과하는 나를 누리와 즈믄이 위로해줬다.\n하지만 지금 심정은 그 어떠한 말로도 위로 못할 참담한 심정이었다.,Nuri and Zimon comforted me for apologizing.\nBut now I felt miserable.,為了向我道歉，諾莉和吉蒙安慰了我。\n然而此刻的心情，是任何語言都無法安慰的，淒慘的心情。,,,,
,39,9,꿈의 세계 월드맵,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,그리고 결코 당신을 탓하는 건 아니지만 일단 들어두세요.\n드래곤 슬레이어가 실종되었습니다.,"And I don't blame you for anything, but just listen.\nDragon Slayer is missing.",我並不是要責怪你，但還是先告訴你一聲。\n屠龍者失蹤了。,,,,
,39,10,꿈의 세계 월드맵,주인공,Player,Player,,뭐라구요?!,What?!,"什麼？！ 
",,,,
,39,11,꿈의 세계 월드맵,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,"이곳 유타칸으로 돌아오진 않았습니다.\n그 자리의 모두가 쓰러진 후, 정신을 차리니 이미 없어졌다고 하더군요.","It didn't come back to Yutakan.\nAfter everybody collapsed, they said it was gone.",他沒有回到這裡的尤塔勘。\n當所有人都倒下後，等我回過神來，他已經消失了。,,,,
,39,12,꿈의 세계 월드맵,주인공,Player,Player,,그 배신자 같으니! 미치광이 드래곤! 그렇게 복수밖에 몰랐던건가!,Traitor! It only knew about revenge!,"那個背叛者！瘋狂的龍！難道他只懂得復仇嗎！
",,,,
,39,13,꿈의 세계 월드맵,지부장,Ellis Finnell,艾莉絲·皮內爾,슬픔,......어떠한 일이 있었는지는 모르겠습니다.\n하지만 그렇게 흥분만 하고 있어서야 상처가 낫지 않죠. 진정하세요.,...... I don't know what happened.\nBut that kind of excitement doesn't heal the wounds. Calm down. ,......我不知道發生了什麼事。\n但如果這樣一直激動下去，傷口是無法癒合的。冷靜一下吧。,,,,
,39,14,꿈의 세계 월드맵,주인공,Player,Player,,다 끝났습니다! 고대신룡은 이미 죽었습니다!\n드래곤 슬레이어의 봉인도 영원히 풀려버린거구요!,It's over! God dragon is already dead!\nDragon slayer's seal has been lifted forever!,一切結束了！古代神龍已經死了！\n屠龍者的封印也被永遠解除！,,,,
,39,15,꿈의 세계 월드맵,누리,Nuri,諾莉,슬픔,진정해! 그렇게 화내면 상처가 벌어져!,Calm down! Your wounds will get worse.,冷靜點！這樣生氣會讓傷口裂開的！,,,,
,39,16,꿈의 세계 월드맵,솔라,Solar,太陽龍,,그 말이 맞다. 그리고 네 말은 틀렸다.,That's right. And what you said was wrong.,"那句話是對的。而你的話是錯的。
",,,,
,39,17,꿈의 세계 월드맵,주인공,Player,Player,,솔라의 차분한 음성이 들리자 절로 마음이 가라앉았다.\n물론 마음만. 머리 속은 여전히 잔뜩 격앙된 상태였다.,"When Solar`s calm tone was heard, I became calm.\nOf course, my mind was still in great excitement. """,聽到太陽龍平靜的聲音，我的心情也不自覺地平靜下來。\n當然只是心情而已。腦袋裡依然充滿著激動。,,,,
,39,18,꿈의 세계 월드맵,솔라,Solar,太陽龍,,이제야 정신을 차렸군. 인간치고는 꽤나 튼튼하구나.,Now you've come to your senses. You are quite strong for a human being.,"終於清醒過來了。以人類來說，你倒是挺堅韌的。
",,,,
,39,19,꿈의 세계 월드맵,주인공,Player,Player,,......미안합니다 솔라. 당신들을 돕기엔 제 힘이 너무 미약했습니다.,"...... Sorry, Solar. I'm not enough to help you.",......對不起，太陽龍。我的力量太微弱，無法幫助你們。,,,,
,39,20,꿈의 세계 월드맵,솔라,Solar,太陽龍,,다 생각하던 것이니 너무 신경쓰진 마라.\n드래곤 슬레이어가 제일 큰 도움이 됐던 것만 알고 있으면 된다.,"I've been thinking about it, so don't worry too much.\nAll you have to do is know that Dragon slayer helped you the most.",這是我早就想過的，不用太在意。\n只要知道屠龍者是最大的幫助就行了。,,,,
,39,21,꿈의 세계 월드맵,주인공,Player,Player,,뒤에서 즈믄이 솔라를 고약하게 노려보는게 보였다.\n어쩐지 그 모습이 너무 웃겼다.,I could see Zinon staring angrily at Solar from behind.\nSomehow the look was so funny.,從後面看到吉蒙惡狠狠地瞪著索拉。\n不知為何那個樣子讓我覺得很好笑。,,,,
,39,22,꿈의 세계 월드맵,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,"이야기를 계속 하죠. 당신이 일어나기 전, 수호룡들과 대화를 했습니다.\n그리고 다시 한번 임무를 지속할 기회가 있단 것을 알았죠.","Let's keep talking. Before you got up, I had a talk with the guardian dragons.\nAnd I knew we had another chance to continue our mission.",我們繼續說吧。在你醒來之前，我和守護龍們進行了對話。\n然後我得知還有一次繼續執行任務的機會。,,,,
,39,23,꿈의 세계 월드맵,주인공,Player,Player,,그게 무슨 말이죠?,What does it mean?,那是什麼意思？,,,,
,39,24,꿈의 세계 월드맵,솔라,Solar,太陽龍,,그들이 원하는건 고대신룡의 목숨이 아니다. 그 영혼이지.\n그냥 죽이는 것이 목적이었다면 그자리에서도 충분했다.,"It is not the life of God dragon they want. It's the soul.\nIf killing was the goal, there was plenty to kill.",他們要的不是古代神龍的命，而是他的靈魂。\n如果只是想殺掉的話，在那裏就可以解決的。,,,,
,39,25,꿈의 세계 월드맵,솔라,Solar,太陽龍,,먼저 렉스톤에게 이야기를 듣는 게 좋겠다.\n그가 마지막까지 헬카이저를 지켜본 드래곤이니.,You'd better listen to the story from Rexton first.\nHe is the dragon who watched Hell kaiser until the end.,最好先聽聽雷克斯頓的話。\n他是最後一直守護地獄凱撒的龍。,,,,
,,,,퀘스트,퀘스트,퀘스트,44,렉스톤의 이야기를 듣자\n(아르하 입구에 퀘스트 표시),Focus on Rexton's story.,聽聽雷克斯頓的故事\n(在阿爾哈入口顯示任務),,,,
,40,1,꿈의 세계 월드맵,렉스톤,Rexton,雷克斯頓,,"이블 던과 레버넌트, 헬카이저 본인까지 나선건 말이 안돼.\n단순히 죽이는 거라면 몬스터만 보내도 해결될 문제다.","It doesn't make sense for Evil Dawn, Revenant, Hell kaiser himself to stand out.\nIf killing simply is the goal, sending monsters alone will solve the problem.",邪惡黎明，復生者，甚至地獄凱撒本人都參與其中，這是不合理的。\n單純只是想殺死的話，送怪物過來就能解決的。,Revenant,,,
,40,2,꿈의 세계 월드맵,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,그 과정에서 헬카이저까지 상처를 입었습니다.\n그만한 감당을 하면서 고대신룡을 데려가려는 건 이유가 있겠죠.,"And in the process, Hell kaiser even got a wound.\nI guess there's a reason why they want to take God dragon.",在那過程中，連地獄凱撒也受傷了。要承擔這麼大的代價，想要帶走古代神龍，應該是有原因的吧。,,,,
,40,3,꿈의 세계 월드맵,렉스톤,Rexton,雷克斯頓,,아마도 승천을 통한 영혼의 추출일거란 추측이 들었다.\n고대신룡의 영혼이라면 카데스가 눈독을 들이겠지.,"I had a hunch it was a extraction of the soul through the ascension.\nIf it is the soul of God dragon, Kades will give his eye to it.",我猜測可能是透過昇天來提取靈魂。若是古代神龍的靈魂，卡德斯應該會對其垂涎欲滴吧。,,,,
,40,4,꿈의 세계 월드맵,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,"그렇죠, 빛의 상징인 고대신룡입니다. 그 영혼을 추출하는 일이죠.\n아마 적은 시간이 걸리지는 않을겁니다.","Yes, he is the symbol of light, God dragon. It's about extracting that soul.\nIt'll take a lot of time.",沒錯，古代神龍是光明的象徵。就是要提取那個靈魂吧。恐怕不會花費太短的時間。,,,,
,40,5,꿈의 세계 월드맵,솔라,Solar,太陽龍,,"(주인공), 준비해라. 다시 한번 아르하로 간다.\n이번에야말로 헬카이저를 쳐부수고 고대신룡을 구한다.","(주인공), make you ready. We are going to Archa again.\nThis time, we destroy Hell kaiser and save God dragon.","(주인공), 準備好吧。再一次，我們要前往阿爾哈。這次一定要打敗地獄凱撒，拯救古代神龍。",,,,
,40,6,꿈의 세계 월드맵,주인공,Player,Player,,내가 환희에 찬 표정을 짓자 솔라가 한번 더 기쁜 말을 했다.,Solar said another glad word as I gave him a delighted look.,當我露出充滿喜悅的表情時，太陽龍又說了一次讓人高興的話。,,,,
,40,7,꿈의 세계 월드맵,솔라,Solar,太陽龍,,고대신룡을 구한다면 이번에야말로 도와주겠다.\n3마리의 수호룡의 힘으로라도 어떻게든 상처를 치료해보지.,"If we can save God dragon, I'll help him this time.\nI'll treat the wounds somehow, even with the power of three guardians.",如果我們能拯救古代神龍，這次我一定會幫忙的。\n即使是用三隻守護龍的力量，也會設法治療傷口。,,,,
,40,8,꿈의 세계 월드맵,주인공,Player,Player,,좋군요. 아직 시간이 남아있는거라면 충분합니다.\n어서 준비하죠!,"Great. If there's still time left, there's plenty.\nLet's get ready!",很好。如果還有時間，那就足夠了。\n趕快準備吧！,,,,
,40,9,꿈의 세계 월드맵,주인공,Player,Player,,거기서 내 결의의 찬 대사를 제지한 건 다름아닌 지부장님이었다.,It was none other than the manager that blocked my decision there.,在那裡，制止我充滿決心的台詞的，正是支部長大人。,,,,
,40,10,꿈의 세계 월드맵,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,"당장은 안됩니다. (주인공), 당신의 전력이 너무 떨어집니다.\n이제 드래곤 슬레이어는 없습니다. 당신이 그 자리를 메꿔야 합니다.","Not right now. (주인공), you are short.\nThere is no Dragon slayer anymore. You have to fill the position.",現在不行。(주인공)，你的實力還遠遠不夠。\n現在已經沒有龍殺者了，你必須填補那個空缺。,,,,
,40,11,꿈의 세계 월드맵,주인공,Player,Player,,그게 무슨 말이죠?,What does it mean?,那是什麼意思?,,,,
,40,12,꿈의 세계 월드맵,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,"드래곤 슬레이어는 강한 드래곤이었습니다.\n대부분의 전투에서 그 위력을 뽐냈지만, 지금 그는 없습니다.","Dragon slayer was a strong dragon.\nIt showed off its strength in most battles, but its not in now.",屠龍者曾是一位強大的龍。\n他在大多數戰鬥中展現了驚人的實力，但現在他已不在了。,,,,
,40,13,꿈의 세계 월드맵,솔라,Solar,太陽龍,,맞다. 유타칸의 드래곤이면서 유일하게 아르하의 기운에 영향이 없었지.\n네게도 그런 드래곤이 필요하다.,Right. It was Yutakan's dragon and the only one that wasn't affected by the energy of Archa.\nYou need such a dragon.,沒錯。尤塔勘的龍，是唯一不受阿爾哈氣息影響的。\n你也需要這樣的龍。,,,,
,40,14,꿈의 세계 월드맵,주인공,Player,Player,,어...... 그런 방법이 있나요?,Uh ...... is there a way?,嗯……有方法嗎?,,,,
,40,15,꿈의 세계 월드맵,지부장,Ellis Finnell,艾莉絲·皮內爾,웃음,있습니다.,I have it.,有的。,,,,
,40,16,꿈의 세계 월드맵,주인공,Player,Player,,지부장님이 환하게 웃었다. 반대로 내 마음은 어두워졌다.\n조심스럽게 방법이 뭔지를 물어봤더니 솔라가 대뜸 나섰다.,"The manager smiled brightly. On the contrary, my mind was darkened.\nWhen I asked carefully what the solution was, Solar came forward to answer.",支部長笑得很開心。相反地，我的心情卻變得沉重了。\n我小心翼翼地問起方法是什麼，這時太陽龍立刻站了出來。,,,,
,40,17,꿈의 세계 월드맵,솔라,Solar,太陽龍,,아주 지혜로운 인간이다. 유타칸과 아르하의 힘을 합칠 생각을 하다니.\n페르시온 결정이라는 물건을 봤는데 아주 강력한 힘이 있더군.,She is a very wise human. Thinking about combining Yutakan and Archa.\nI saw the Persion Crystal and it was very powerful.,真是個聰明的人，居然想到將尤塔勘和阿爾哈的力量結合。\n我曾經看到過一種叫做費爾西翁結晶的東西，它擁有非常強大的力量。,,,,
,40,18,꿈의 세계 월드맵,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,제가 설명할테니 조용하세요.,"I'll explain, so be quiet.",我來解釋，請安靜。,,,,
,40,19,꿈의 세계 월드맵,주인공,Player,Player,,솔라는 입을 다물었다. 지금 드는 생각인데 지부장님은 뭔가 힘이 있다.\n드래곤을 조용히 만드는 힘이......,"Solar was shut up. I'm thinking about it now, but the manager has something special.\nThe power to make the dragon silent ...",太陽龍閉上了嘴巴。現在我有個想法，支部長似乎擁有某種力量。\n讓龍安靜下來的力量……,,,,
,40,20,꿈의 세계 월드맵,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,"아르하의 힘을 담은 정수들과 페르시온 결정의 힘을 합쳐봤습니다.\n그 결과, 각성 드래곤에게 새로운 힘을 부여하더군요.","We've combined the power of archa crystals with the power of persion crystals.\nAs a result, it gives new power to awakened dragon.",將阿爾哈的力量精華與費爾西翁結晶的力量結合後。\n結果，賦予了覺醒龍一種全新的力量。,,,,
,40,21,꿈의 세계 월드맵,주인공,Player,Player,,네? 새로운 힘이요?,What? New power?,什麼？新的力量嗎?,,,,
,40,22,꿈의 세계 월드맵,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,그렇습니다. 저희는 이것을 '진각성'이라고 이름붙이기로 했습니다.\n각성의 틀은 보존한 채 새로운 강화의 힘을 부여하기 때문이죠.,Yes. We decided to call it Jin-awakening.\nIt gives dragon new power in preservation.,沒錯。我們決定將這個稱為‘真覺醒’。\n它是在保留覺醒的框架的同時，賦予新的強化力量。,,,,
,40,23,꿈의 세계 월드맵,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,"물론 그 과정이 쉽진 않습니다.\n다량의 아르하 정수와 페르시온 결정, 강화의 정수도 필요합니다.","Of course, it's not easy.\nYou also need a large number of Archa crystals and persion crystals, and elixirs.",當然，這個過程並不簡單。\n需要大量的阿爾哈精華、費爾西翁結晶，還有強化的精華。,,,,
,40,24,꿈의 세계 월드맵,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,"서두르세요 (주인공). 반격을 위해, 진각성 드래곤의 힘이 필요합니다.","Hurry up, (주인공). To fight back, we need the power of the  Jin-awaken dragon.",快點，(주인공)。為了反擊，我們需要真覺醒龍的力量。,,,,
,,,,퀘스트,퀘스트,퀘스트,45,"드래곤 연구소에서 진각성 알아보기.\n(아르하의 입구에 퀘스트 표시)\n(진각성 튜토리얼 진행, 관련 재료 시스템 상 지급)","Understand about Jin-awakening at the Dragon lab.\n(아르하의 입구에 퀘스트 표시)\n(진각성 튜토리얼 진행, 관련 재료 시스템 상 지급)",前往龍研究所了解真覺醒。\n(阿爾哈入口處顯示任務標記)\n(進行真覺醒教程，相關材料系統將發放),,,,
,41,1,드래곤 연구소,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,진각성에는 45레벨에 모든 강화를 끝마친 각성 드래곤이 필요합니다.,"You need Lv.45, awaken dragon with full reinforcement for Jin-awakening.",真覺醒需要一隻達到45級並完成所有強化的覺醒龍。,,,,
,41,2,드래곤 연구소,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,그리고 진각성의 힘을 합쳐줄 두마리의 드래곤이 더 필요합니다.,And you need two more dragons to make Jin-awakening.,此外，還需要另外兩隻龍來融合真覺醒的力量。,,,,
,41,3,드래곤 연구소,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,필요한 아르하의 정수와 페르시온 결정의 수는 등급에 따라 결정됩니다.\n등급이 낮을수록 더 많은 수량이 필요하죠.,"The number of materials required is determined by the grade.\nThe lower the grade, the more materials are needed.",所需的阿爾哈精華和費爾西翁結晶的數量會根據等級決定。\n等級越低，需要的數量就越多。,,,,
,41,4,드래곤 연구소,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,여기까지 알려드렸으니 이제 진각성을 진행해보죠,"Now that I've told you, let's do Jin awakening.",既然已經告訴您這些，現在可以開始進行真覺醒了。,,,,
,41,5,드래곤 연구소,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,렉스톤이 더욱 강해졌습니다.\n이제 아르하로 떠나 고대신룡을 구할 차례입니다.,Rexton is stronger.\nNow it's time to leave Archa and save God dragon.,雷克斯頓變得更強大了。\n現在該前往阿爾哈，拯救古代神龍了。,,,,
,,,,퀘스트,퀘스트,퀘스트,46,아르하로 떠나기\n(아르하의 입구에 퀘스트 표시),Go to Archa.,前往阿爾哈\n(阿爾哈入口處顯示任務標記),,,,
